threeday_yrmo,threeday_yr,year,dayofyear,vartemp3_C_30-40mAvg
484,41,2003,122,3.5
485,41,2003,122,3.5
486,41,2003,122,3.5
487,41,2003,122,3.5
488,41,2003,122,3.5
489,41,2003,122,3.5
490,41,2003,122,3.5
491,41,2003,122,3.5
492,41,2003,122,3.5
493,42,2003,125,3.5
494,42,2003,125,3.5
495,42,2003,125,3.5
496,42,2003,125,3.5
497,42,2003,125,3.5
498,42,2003,125,3.5
499,42,2003,125,3.5
500,42,2003,125,3.5
501,42,2003,125,3.5
502,42,2003,125,3.5
503,42,2003,125,3.5
504,42,2003,125,3.5
505,43,2003,128,3.5
506,43,2003,128,3.5
507,43,2003,128,3.5
508,43,2003,128,3.5
509,43,2003,128,3.5
510,43,2003,128,3.5
511,43,2003,128,3.5
512,43,2003,128,3.5
513,43,2003,128,3.5
514,43,2003,128,3.5
515,43,2003,128,3.5
516,43,2003,128,3.5
517,44,2003,131,3.5
518,44,2003,131,3.5
519,44,2003,131,3.5
520,44,2003,131,3.5
521,44,2003,131,3.5
522,44,2003,131,3.5
523,44,2003,131,3.5
524,44,2003,131,3.5
525,44,2003,131,3.5
526,44,2003,131,3.5
527,44,2003,131,3.5
528,44,2003,131,3.5
529,45,2003,134,3.5
530,45,2003,134,3.5
531,45,2003,134,3.5
532,45,2003,134,3.5
533,45,2003,134,3.5
534,45,2003,134,3.5
535,45,2003,134,3.5
536,45,2003,134,3.5
537,45,2003,134,3.5
538,45,2003,134,3.5
539,45,2003,134,3.5
540,45,2003,134,3.5
541,46,2003,137,3.5
542,46,2003,137,3.5
543,46,2003,137,3.5
544,46,2003,137,3.5
545,46,2003,137,3.5
546,46,2003,137,3.5
547,46,2003,137,3.5
548,46,2003,137,3.5
549,46,2003,137,3.5
550,46,2003,137,3.5
551,46,2003,137,3.5
552,46,2003,137,3.5
553,47,2003,140,3.5
554,47,2003,140,3.5
555,47,2003,140,3.5
556,47,2003,140,3.5
557,47,2003,140,3.5
558,47,2003,140,3.5
559,47,2003,140,3.5
560,47,2003,140,3.5
561,47,2003,140,3.5
562,47,2003,140,3.5
563,47,2003,140,3.5
564,47,2003,140,3.5
565,48,2003,143,3.5
566,48,2003,143,3.5
567,48,2003,143,3.5
568,48,2003,143,3.5
569,48,2003,143,3.5
570,48,2003,143,3.5
571,48,2003,143,3.5
572,48,2003,143,3.5
573,48,2003,143,3.5
574,48,2003,143,3.5
575,48,2003,143,3.5
576,48,2003,143,3.5
577,49,2003,146,3.5
578,49,2003,146,3.5
579,49,2003,146,3.5
580,49,2003,146,3.5
581,49,2003,146,3.5
582,49,2003,146,3.5
583,49,2003,146,3.5
584,49,2003,146,3.5
585,49,2003,146,3.5
586,49,2003,146,3.5
587,49,2003,146,3.5
588,49,2003,146,3.5
589,50,2003,149,3.5
590,50,2003,149,3.5
591,50,2003,149,3.5
592,50,2003,149,3.5
593,50,2003,149,3.5
594,50,2003,149,3.5
595,50,2003,149,3.5
596,50,2003,149,3.5
597,50,2003,149,3.5
598,50,2003,149,3.5
599,50,2003,149,3.5
600,50,2003,149,3.5
601,51,2003,152,3.5
602,51,2003,152,3.5
603,51,2003,152,3.5
604,51,2003,152,3.5
605,51,2003,152,3.5
606,51,2003,152,3.5
607,51,2003,152,3.5
608,51,2003,152,3.5
609,51,2003,152,3.5
610,51,2003,152,3.5
611,51,2003,152,3.5
612,51,2003,152,3.5
613,52,2003,155,3.5
614,52,2003,155,3.5
615,52,2003,155,3.5
616,52,2003,155,3.5
617,52,2003,155,3.5
618,52,2003,155,3.5
619,52,2003,155,3.5
620,52,2003,155,3.5
621,52,2003,155,3.5
622,52,2003,155,3.5
623,52,2003,155,3.5
624,52,2003,155,3.5
625,53,2003,158,3.5
626,53,2003,158,3.5
627,53,2003,158,3.5
628,53,2003,158,3.5
629,53,2003,158,3.5
630,53,2003,158,3.5
631,53,2003,158,3.5
632,53,2003,158,3.5
633,53,2003,158,3.5
634,53,2003,158,3.5
635,53,2003,158,3.5
636,53,2003,158,3.5
637,54,2003,161,3.5
638,54,2003,161,3.5
639,54,2003,161,3.5
640,54,2003,161,3.5
641,54,2003,161,3.5
642,54,2003,161,3.5
643,54,2003,161,3.5
644,54,2003,161,3.5
645,54,2003,161,3.5
646,54,2003,161,3.5
647,54,2003,161,3.5
648,54,2003,161,3.5
649,55,2003,164,3.5
650,55,2003,164,3.5
651,55,2003,164,3.5
652,55,2003,164,3.5
653,55,2003,164,3.5
654,55,2003,164,3.5
655,55,2003,164,3.5
656,55,2003,164,3.5
657,55,2003,164,3.5
658,55,2003,164,3.5
659,55,2003,164,3.5
660,55,2003,164,3.5
661,56,2003,167,3.5
662,56,2003,167,3.5
663,56,2003,167,3.5
664,56,2003,167,3.5
665,56,2003,167,3.5
666,56,2003,167,3.5
667,56,2003,167,3.5
668,56,2003,167,3.5
669,56,2003,167,3.5
670,56,2003,167,3.5
671,56,2003,167,3.5
672,56,2003,167,3.5
673,57,2003,170,3.5
674,57,2003,170,3.5
675,57,2003,170,3.5
676,57,2003,170,3.5
677,57,2003,170,3.5
678,57,2003,170,3.5
679,57,2003,170,3.5
680,57,2003,170,3.5
681,57,2003,170,3.5
682,57,2003,170,3.5
683,57,2003,170,3.5
684,57,2003,170,3.5
685,58,2003,173,3.5
686,58,2003,173,3.5
687,58,2003,173,3.5
688,58,2003,173,3.5
689,58,2003,173,3.5
690,58,2003,173,3.5
691,58,2003,173,3.5
692,58,2003,173,3.5
693,58,2003,173,3.5
694,58,2003,173,3.5
695,58,2003,173,3.5
696,58,2003,173,3.5
697,59,2003,176,3.5
698,59,2003,176,3.5
699,59,2003,176,3.5
700,59,2003,176,3.5
701,59,2003,176,3.5
702,59,2003,176,3.5
703,59,2003,176,3.5
704,59,2003,176,3.5
705,59,2003,176,3.5
706,59,2003,176,3.5
707,59,2003,176,3.5
708,59,2003,176,3.5
709,60,2003,179,3.5
710,60,2003,179,3.5
711,60,2003,179,3.5
712,60,2003,179,3.5
713,60,2003,179,3.5
714,60,2003,179,3.5
715,60,2003,179,3.5
716,60,2003,179,3.5
717,60,2003,179,3.5
718,60,2003,179,3.5
719,60,2003,179,3.5
720,60,2003,179,3.5
721,61,2003,182,3.5
722,61,2003,182,3.5
723,61,2003,182,3.5
724,61,2003,182,3.5
725,61,2003,182,3.5
726,61,2003,182,3.5
727,61,2003,182,3.5
728,61,2003,182,3.5
729,61,2003,182,3.5
730,61,2003,182,3.5
731,61,2003,182,3.5
732,61,2003,182,3.5
733,62,2003,185,3.5
734,62,2003,185,3.5
735,62,2003,185,3.5
736,62,2003,185,3.5
737,62,2003,185,3.5
738,62,2003,185,3.5
739,62,2003,185,3.5
740,62,2003,185,3.5
741,62,2003,185,3.5
742,62,2003,185,3.5
743,62,2003,185,3.5
744,62,2003,185,3.5
745,63,2003,188,3.5
746,63,2003,188,3.5
747,63,2003,188,3.5
748,63,2003,188,3.5
749,63,2003,188,3.5
750,63,2003,188,3.5
751,63,2003,188,3.5
752,63,2003,188,3.5
753,63,2003,188,3.5
754,63,2003,188,3.5
755,63,2003,188,3.5
756,63,2003,188,3.5
757,64,2003,191,3.5
758,64,2003,191,3.5
759,64,2003,191,3.5
760,64,2003,191,3.5
761,64,2003,191,3.5
762,64,2003,191,3.5
763,64,2003,191,3.5
764,64,2003,191,3.5
765,64,2003,191,3.5
766,64,2003,191,3.5
767,64,2003,191,3.5
768,64,2003,191,3.5
769,65,2003,194,3.5
770,65,2003,194,3.5
771,65,2003,194,3.5
772,65,2003,194,3.5
773,65,2003,194,3.5
774,65,2003,194,3.5
775,65,2003,194,3.5
776,65,2003,194,3.5
777,65,2003,194,3.5
778,65,2003,194,3.5
779,65,2003,194,3.5
780,65,2003,194,3.5
781,66,2003,197,3.5
782,66,2003,197,3.5
783,66,2003,197,3.5
784,66,2003,197,3.5
785,66,2003,197,3.5
786,66,2003,197,3.5
787,66,2003,197,3.5
788,66,2003,197,3.5
789,66,2003,197,3.5
790,66,2003,197,3.5
791,66,2003,197,3.5
792,66,2003,197,3.5
793,67,2003,200,3.5
794,67,2003,200,3.5
795,67,2003,200,3.5
796,67,2003,200,3.5
797,67,2003,200,3.5
798,67,2003,200,3.5
799,67,2003,200,3.5
800,67,2003,200,3.5
801,67,2003,200,3.5
802,67,2003,200,3.5
803,67,2003,200,3.5
804,67,2003,200,3.5
805,68,2003,203,3.5
806,68,2003,203,3.5
807,68,2003,203,3.5
808,68,2003,203,3.5
809,68,2003,203,3.5
810,68,2003,203,3.5
811,68,2003,203,3.5
812,68,2003,203,3.5
813,68,2003,203,3.5
814,68,2003,203,3.5
815,68,2003,203,3.5
816,68,2003,203,3.5
817,69,2003,206,3.5
818,69,2003,206,3.5
819,69,2003,206,3.5
820,69,2003,206,3.5
821,69,2003,206,3.5
822,69,2003,206,3.5
823,69,2003,206,3.5
824,69,2003,206,3.5
825,69,2003,206,3.5
826,69,2003,206,3.5
827,69,2003,206,3.5
828,69,2003,206,3.5
829,70,2003,209,3.5
830,70,2003,209,3.5
831,70,2003,209,3.5
832,70,2003,209,3.5
833,70,2003,209,3.5
834,70,2003,209,3.5
835,70,2003,209,3.5
836,70,2003,209,3.5
837,70,2003,209,3.5
838,70,2003,209,3.5
839,70,2003,209,3.5
840,70,2003,209,3.5
841,71,2003,212,3.5
842,71,2003,212,3.5
843,71,2003,212,3.5
844,71,2003,212,3.5
845,71,2003,212,3.5
846,71,2003,212,3.5
847,71,2003,212,3.5
848,71,2003,212,3.5
849,71,2003,212,3.5
850,71,2003,212,3.5
851,71,2003,212,3.5
852,71,2003,212,3.5
853,72,2003,215,3.5
854,72,2003,215,3.5
855,72,2003,215,3.5
856,72,2003,215,3.5
857,72,2003,215,3.5
858,72,2003,215,3.5
859,72,2003,215,3.5
860,72,2003,215,3.5
861,72,2003,215,3.5
862,72,2003,215,3.5
863,72,2003,215,3.5
864,72,2003,215,3.5
865,73,2003,218,3.5
866,73,2003,218,3.5
867,73,2003,218,3.5
868,73,2003,218,3.5
869,73,2003,218,3.5
870,73,2003,218,3.5
871,73,2003,218,3.5
872,73,2003,218,3.5
873,73,2003,218,3.5
874,73,2003,218,3.5
875,73,2003,218,3.5
876,73,2003,218,3.5
877,74,2003,221,3.5
878,74,2003,221,3.5
879,74,2003,221,3.5
880,74,2003,221,3.5
881,74,2003,221,3.5
882,74,2003,221,3.5
883,74,2003,221,3.5
884,74,2003,221,3.5
885,74,2003,221,3.5
886,74,2003,221,3.5
887,74,2003,221,3.5
888,74,2003,221,3.5
889,75,2003,224,3.5
890,75,2003,224,3.5
891,75,2003,224,3.5
892,75,2003,224,3.5
893,75,2003,224,3.5
894,75,2003,224,3.5
895,75,2003,224,3.5
896,75,2003,224,3.5
897,75,2003,224,3.5
898,75,2003,224,3.5
899,75,2003,224,3.5
900,75,2003,224,3.5
901,76,2003,227,3.5
902,76,2003,227,3.5
903,76,2003,227,3.5
904,76,2003,227,3.5
905,76,2003,227,3.5
906,76,2003,227,3.5
907,76,2003,227,3.5
908,76,2003,227,3.5
909,76,2003,227,3.5
910,76,2003,227,3.5
911,76,2003,227,3.5
912,76,2003,227,3.5
913,77,2003,230,3.5
914,77,2003,230,3.5
915,77,2003,230,3.5
916,77,2003,230,3.5
917,77,2003,230,3.5
918,77,2003,230,3.5
919,77,2003,230,3.5
920,77,2003,230,3.5
921,77,2003,230,3.5
922,77,2003,230,3.5
923,77,2003,230,3.5
924,77,2003,230,3.5
925,78,2003,233,3.5
926,78,2003,233,3.5
927,78,2003,233,3.5
928,78,2003,233,3.5
929,78,2003,233,3.5
930,78,2003,233,3.5
931,78,2003,233,3.5
932,78,2003,233,3.5
933,78,2003,233,3.5
934,78,2003,233,3.5
935,78,2003,233,3.5
936,78,2003,233,3.5
937,79,2003,236,3.5
938,79,2003,236,3.5
939,79,2003,236,3.5
940,79,2003,236,3.5
941,79,2003,236,3.5
942,79,2003,236,3.5
943,79,2003,236,3.5
944,79,2003,236,3.5
945,79,2003,236,3.5
946,79,2003,236,3.5
947,79,2003,236,3.5
948,79,2003,236,3.5
949,80,2003,239,3.5
950,80,2003,239,3.5
951,80,2003,239,3.5
952,80,2003,239,3.5
953,80,2003,239,3.5
954,80,2003,239,3.5
955,80,2003,239,3.5
956,80,2003,239,3.5
957,80,2003,239,3.5
958,80,2003,239,3.5
959,80,2003,239,3.5
960,80,2003,239,3.5
961,81,2003,242,3.5
962,81,2003,242,3.5
963,81,2003,242,3.5
964,81,2003,242,3.5
965,81,2003,242,3.5
966,81,2003,242,3.5
967,81,2003,242,3.5
968,81,2003,242,3.5
969,81,2003,242,3.5
970,81,2003,242,3.5
971,81,2003,242,3.5
972,81,2003,242,3.5
973,82,2003,245,3.5
974,82,2003,245,3.5
975,82,2003,245,3.5
976,82,2003,245,3.5
977,82,2003,245,3.5
978,82,2003,245,3.5
979,82,2003,245,3.5
980,82,2003,245,3.5
981,82,2003,245,3.5
982,82,2003,245,3.5
983,82,2003,245,3.5
984,82,2003,245,3.5
985,83,2003,248,3.5
986,83,2003,248,3.5
987,83,2003,248,3.5
988,83,2003,248,3.5
989,83,2003,248,3.5
990,83,2003,248,3.5
991,83,2003,248,3.5
992,83,2003,248,3.5
993,83,2003,248,3.5
994,83,2003,248,3.5
995,83,2003,248,3.5
996,83,2003,248,3.5
997,84,2003,251,3.5
998,84,2003,251,3.5
999,84,2003,251,3.5
1000,84,2003,251,3.5
1001,84,2003,251,3.5
1002,84,2003,251,3.5
1003,84,2003,251,3.5
1004,84,2003,251,3.5
1005,84,2003,251,3.5
1006,84,2003,251,3.5
1007,84,2003,251,3.5
1008,84,2003,251,3.5
1009,85,2003,254,3.5
1010,85,2003,254,3.5
1011,85,2003,254,3.5
1012,85,2003,254,3.5
1013,85,2003,254,3.5
1014,85,2003,254,3.5
1015,85,2003,254,3.5
1016,85,2003,254,3.5
1017,85,2003,254,3.5
1018,85,2003,254,3.5
1019,85,2003,254,3.5
1020,85,2003,254,3.5
1021,86,2003,257,3.5
1022,86,2003,257,3.5
1023,86,2003,257,3.5
1024,86,2003,257,3.5
1025,86,2003,257,3.5
1026,86,2003,257,3.5
1027,86,2003,257,3.5
1028,86,2003,257,3.5
1029,86,2003,257,3.5
1030,86,2003,257,3.5
1031,86,2003,257,3.5
1032,86,2003,257,3.5
1033,87,2003,260,3.5
1034,87,2003,260,3.5
1035,87,2003,260,3.5
1036,87,2003,260,3.5
1037,87,2003,260,3.5
1038,87,2003,260,3.5
1039,87,2003,260,3.5
1040,87,2003,260,3.5
1041,87,2003,260,3.5
1042,87,2003,260,3.5
1043,87,2003,260,3.5
1044,87,2003,260,3.5
1045,88,2003,263,3.5
1046,88,2003,263,3.5
1047,88,2003,263,3.5
1048,88,2003,263,3.5
1049,88,2003,263,3.5
1050,88,2003,263,3.5
1051,88,2003,263,3.5
1052,88,2003,263,3.5
1053,88,2003,263,3.5
1054,88,2003,263,3.5
1055,88,2003,263,3.5
1056,88,2003,263,3.5
1057,89,2003,266,3.6
1058,89,2003,266,3.6
1059,89,2003,266,3.6
1060,89,2003,266,3.6
1061,89,2003,266,3.6
1062,89,2003,266,3.6
1063,89,2003,266,3.6
1064,89,2003,266,3.6
1065,89,2003,266,3.6
