date,ewe_row,ewe_col,n_depths,min_depth,max_depth,cast_nitrogen_int_mmol_m2,cast_nitrogen_int_gN_m2,cast_nitrogen_avg_mmol_L,cast_nitrogen_avg_umol_L
2015-04-02,127,29,4,0.1,20.0,284.8685,3.99006761895,0.014315,14.315
2015-04-02,128,31,2,0.1,20.0,328.6485,4.603280944950001,0.016515000000000002,16.515
2015-04-04,14,20,2,0.1,20.0,267.456,3.7461759552000005,0.01344,13.440000000000001
2015-04-04,17,22,2,0.1,20.0,279.2965,3.9120222865499996,0.014035,14.035
2015-04-04,18,19,2,0.1,20.0,301.48499999999996,4.222809949499999,0.015149999999999999,15.149999999999999
2015-04-05,40,17,2,0.1,20.0,363.17499999999995,5.0868832725,0.01825,18.25
2015-04-05,55,11,2,0.1,20.0,350.24,4.905706608,0.0176,17.6
2015-04-06,18,19,2,0.1,20.0,280.8885,3.9343209529500003,0.014115000000000003,14.115000000000002
2015-04-09,14,20,2,0.1,20.0,237.50649999999996,3.3266822935499993,0.011935,11.934999999999999
2015-04-09,17,22,2,0.1,20.0,202.6815,2.83889896605,0.010185000000000001,10.185
2015-04-09,18,19,2,0.1,20.0,196.21399999999997,2.7483106337999996,0.009859999999999999,9.86
2015-04-09,19,10,2,0.1,20.0,289.545,4.055569951500001,0.014550000000000002,14.550000000000002
2015-04-09,20,14,2,0.1,20.0,229.54649999999998,3.21518896155,0.011535,11.535
2015-04-09,21,6,2,0.1,20.0,261.68499999999995,3.6653432894999995,0.013149999999999998,13.149999999999999
2015-04-09,40,17,2,0.1,20.0,330.4395,4.628366944650001,0.016605,16.605
2015-04-09,41,4,2,0.1,20.0,327.65349999999995,4.58934427845,0.016465,16.465
2015-04-09,52,3,2,0.1,20.0,229.24799999999996,3.2110079615999996,0.011519999999999999,11.52
2015-04-10,5,4,2,0.1,20.0,435.51149999999996,6.100078927049999,0.021884999999999998,21.884999999999998
2015-04-12,52,34,2,0.1,20.0,119.79799999999999,1.6779746465999998,0.006019999999999999,6.02
2015-04-12,60,37,2,0.1,20.0,145.071,2.0319659757,0.00729,7.29
2015-04-16,126,29,2,0.1,20.0,291.53499999999997,4.0834432844999995,0.014649999999999998,14.649999999999999
2015-04-16,126,30,2,0.1,20.0,252.2325,3.53294495775,0.012675,12.675
2015-04-16,126,32,2,0.1,20.0,391.33349999999996,5.48129093445,0.019665,19.665
2015-04-16,127,29,4,0.1,20.0,265.7645,3.72248362215,0.013355,13.355
2015-04-16,128,31,2,0.1,20.0,347.3544999999999,4.865290275149999,0.017455,17.455
2015-04-17,5,4,2,0.1,20.0,352.9265,4.94333560755,0.017735,17.735
2015-04-17,12,4,2,0.1,20.0,185.16949999999997,2.5936136356499997,0.009304999999999999,9.305
2015-04-17,69,35,2,0.1,20.0,113.5295,1.5901736476500001,0.005705,5.705
2015-04-17,77,35,4,0.1,20.0,202.93024999999994,2.8423831326749993,0.010197499999999998,10.197499999999998
2015-04-18,14,20,2,0.1,20.0,254.52099999999996,3.5649992906999994,0.01279,12.79
2015-04-18,17,22,2,0.1,20.0,386.5575,5.41439493525,0.019425,19.425
2015-04-18,18,19,2,0.1,20.0,362.0805,5.07155293935,0.018195,18.195
2015-04-19,19,10,4,0.1,20.0,290.29125,4.066022451375,0.0145875,14.5875
2015-04-19,20,14,2,0.1,20.0,112.9325,1.5818116477500002,0.005675,5.675000000000001
2015-04-19,21,6,2,0.1,20.0,257.705,3.6095966235,0.01295,12.95
2015-04-19,52,34,2,0.1,20.0,286.85849999999994,4.017940951949999,0.014414999999999997,14.414999999999997
2015-04-19,58,43,2,0.1,20.0,345.066,4.8332359422,0.01734,17.34
2015-04-19,60,37,2,0.1,20.0,309.84299999999996,4.3398779481,0.015569999999999999,15.569999999999999
2015-04-20,40,17,2,0.1,20.0,184.17449999999997,2.5796769691499994,0.009255,9.254999999999999
2015-04-20,41,4,2,0.1,20.0,151.1405,2.11697964135,0.007595000000000001,7.595000000000001
2015-04-20,52,3,2,0.1,20.0,150.64299999999997,2.1100113081,0.0075699999999999995,7.569999999999999
2015-05-05,40,17,2,0.1,20.0,256.11299999999994,3.587297957099999,0.012869999999999998,12.869999999999997
2015-05-09,19,10,2,0.1,20.0,258.899,3.6263206233000003,0.01301,13.010000000000002
2015-05-09,20,14,2,0.1,20.0,129.35,1.811766645,0.0065,6.5
2015-05-09,21,6,2,0.1,20.0,185.86599999999999,2.6033693022,0.00934,9.34
2015-05-10,68,19,2,0.1,20.0,150.444,2.1072239747999997,0.00756,7.56
2015-05-10,69,35,2,0.1,20.0,213.92499999999998,2.9963832975,0.01075,10.75
2015-05-10,77,35,2,0.1,20.0,199.59699999999998,2.7956952998999998,0.010029999999999999,10.03
2015-05-11,5,4,2,0.1,20.0,362.379,5.0757339393,0.01821,18.21
2015-05-11,12,4,2,0.1,20.0,166.56299999999996,2.3329979720999994,0.008369999999999999,8.37
2015-05-11,14,20,2,0.1,20.0,197.60700000000003,2.7678219669000006,0.009930000000000001,9.930000000000001
2015-05-11,17,22,2,0.1,20.0,185.7665,2.60197563555,0.009335000000000001,9.335
2015-05-11,18,19,2,0.1,20.0,177.4085,2.48490763695,0.008915000000000001,8.915000000000001
2015-05-11,52,34,2,0.1,20.0,176.21449999999996,2.4681836371499997,0.008854999999999998,8.854999999999999
2015-05-11,58,43,2,0.1,20.0,259.1975,3.63050162325,0.013025,13.025
2015-05-11,60,37,2,0.1,20.0,183.876,2.5754959692000003,0.00924,9.24
2015-05-11,126,29,2,0.1,20.0,133.62849999999997,1.8716943109499997,0.006714999999999999,6.714999999999999
2015-05-11,126,32,2,0.1,20.0,224.47199999999998,3.1441119624,0.01128,11.28
2015-05-11,127,29,2,0.1,20.0,132.6335,1.8577576444500001,0.006665,6.665
2015-05-11,128,31,2,0.1,20.0,131.738,1.8452146446,0.00662,6.62
2015-05-13,41,4,2,0.1,20.0,90.54499999999999,1.2682366514999999,0.00455,4.55
2015-05-13,52,3,2,0.1,20.0,127.2605,1.78249964535,0.0063950000000000005,6.3950000000000005
2015-05-13,55,11,2,0.1,20.0,178.6025,2.50163163675,0.008975,8.975
2015-05-13,108,31,2,0.1,20.0,-2.8855,-0.04041633285,-0.00014500000000000003,-0.14500000000000002
2015-05-17,40,17,2,0.1,20.0,154.7225,2.16715164075,0.007775000000000001,7.775
2015-05-17,41,4,2,0.1,20.0,177.4085,2.48490763695,0.008915000000000001,8.915000000000001
2015-05-17,52,3,2,0.1,20.0,146.5635,2.0528709754500003,0.007365000000000001,7.365000000000001
2015-05-17,55,11,2,0.1,20.0,176.2145,2.4681836371499997,0.008855,8.855
2015-05-18,14,20,2,0.1,20.0,206.56199999999995,2.8932519653999993,0.010379999999999999,10.379999999999999
2015-05-18,17,22,2,0.1,20.0,156.1155,2.18666297385,0.007845000000000001,7.8450000000000015
2015-05-18,18,19,4,0.1,20.0,228.05399999999997,3.1942839617999996,0.01146,11.459999999999999
2015-05-18,52,34,2,0.1,20.0,126.2655,1.7685629788500001,0.006345000000000001,6.345000000000001
2015-05-18,58,43,2,0.1,20.0,450.1379999999999,6.304947924599999,0.022619999999999998,22.619999999999997
2015-05-18,68,19,2,0.1,20.0,211.0395,2.95596696465,0.010605,10.605
2015-05-18,69,35,2,0.1,20.0,210.343,2.9462112981,0.01057,10.57
2015-05-18,77,35,2,0.1,20.0,246.66049999999998,3.45489962535,0.012395,12.395
2015-05-19,5,4,2,0.1,20.0,178.90099999999998,2.5058126367,0.00899,8.99
2015-05-19,12,4,2,0.1,20.0,153.03099999999998,2.1434593076999997,0.00769,7.6899999999999995
2015-05-19,19,10,2,0.1,20.0,178.80149999999998,2.5044189700499997,0.008985,8.985
2015-05-19,20,14,2,0.1,20.0,125.76799999999997,1.7615946455999996,0.006319999999999999,6.319999999999999
2015-05-19,21,6,3,0.1,20.0,178.2045,2.49605697015,0.008955,8.955
2015-05-19,126,29,2,0.1,20.0,202.184,2.8319306328000002,0.01016,10.16
2015-05-19,126,32,2,0.1,20.0,297.0075,4.16009495025,0.014925,14.925
2015-05-19,127,29,2,0.1,20.0,159.6975,2.23683497325,0.008025000000000001,8.025
2015-05-19,128,31,2,0.1,20.0,157.30949999999999,2.20338697365,0.007905,7.905
2015-05-20,106,34,2,0.1,20.0,154.72249999999997,2.1671516407499998,0.007774999999999999,7.774999999999999
2015-05-20,108,31,2,0.1,20.0,159.996,2.2410159732,0.00804,8.040000000000001
2015-05-20,118,35,2,0.1,20.0,139.29999999999998,1.95113331,0.007,7.0
2015-05-23,68,19,2,0.1,20.0,219.099,3.0688539633,0.011009999999999999,11.01
2015-05-23,69,35,2,0.1,20.0,236.61099999999996,3.3141392936999994,0.01189,11.889999999999999
2015-05-23,77,35,2,0.1,20.0,212.8305,2.98105296435,0.010695,10.695
2015-05-25,5,4,2,0.1,20.0,297.6045,4.1684569501499995,0.014955,14.955
2015-05-25,12,4,2,0.1,20.0,188.055,2.6340299685,0.009450000000000002,9.450000000000001
2015-05-25,14,20,2,0.1,20.0,223.77549999999997,3.1343562958499995,0.011245,11.245
2015-05-25,17,22,2,0.1,20.0,190.84099999999998,2.6730526347,0.00959,9.59
2015-05-25,18,19,2,0.1,20.0,213.02949999999998,2.98384029765,0.010705,10.705
2015-05-25,19,10,2,0.1,20.0,187.85599999999997,2.6312426351999996,0.009439999999999999,9.44
2015-05-25,20,14,2,0.1,20.0,154.822,2.1685453074,0.0077800000000000005,7.78
2015-05-25,21,6,2,0.1,20.0,371.334,5.2011639378000005,0.01866,18.66
2015-05-25,40,17,2,0.1,20.0,179.89599999999996,2.5197493031999993,0.00904,9.04
2015-05-25,41,4,2,0.1,20.0,153.9265,2.15600230755,0.007735000000000001,7.735000000000001
2015-05-25,52,3,2,0.1,20.0,169.4485,2.37341430495,0.008515,8.515
2015-05-25,55,11,2,0.1,20.0,129.748,1.8173413116,0.00652,6.52
2015-05-25,101,57,2,0.1,20.0,235.31749999999997,3.2960216272499996,0.011824999999999999,11.825
2015-05-25,110,58,2,0.1,20.0,64.1775,0.8989149892499999,0.003225,3.225
2015-05-25,113,49,2,0.1,20.0,59.6005,0.8348063233499999,0.0029950000000000003,2.995
2015-05-26,52,34,2,0.1,20.0,141.38949999999997,1.9804003096499996,0.0071049999999999985,7.104999999999999
2015-05-26,58,43,2,0.1,20.0,221.3875,3.10090829625,0.011125,11.125
2015-05-26,60,37,2,0.1,20.0,195.9155,2.74412963385,0.009845000000000001,9.845
2015-05-26,126,29,2,0.1,20.0,123.47949999999999,1.72954031265,0.0062050000000000004,6.205
2015-05-26,126,32,2,0.1,20.0,250.34199999999996,3.5064652913999996,0.012579999999999997,12.579999999999998
2015-05-26,127,29,2,0.1,20.0,127.36,1.783893312,0.0064,6.4
2015-05-26,128,31,2,0.1,20.0,148.653,2.0821379750999998,0.00747,7.47
2015-05-27,106,34,2,0.1,20.0,153.92649999999998,2.1560023075499997,0.007735,7.734999999999999
2015-05-27,118,35,2,0.1,20.0,123.38,1.728146646,0.0062,6.2
2015-06-07,68,19,2,0.1,20.0,177.80649999999997,2.49048230355,0.008934999999999998,8.934999999999999
2015-06-07,69,35,2,0.1,20.0,243.77499999999998,3.4144832925,0.01225,12.25
2015-06-07,77,35,2,0.1,20.0,191.5375,2.68280830125,0.009625,9.625
2015-06-08,5,4,2,0.1,20.0,403.27349999999996,5.64853093245,0.020265000000000002,20.265
2015-06-08,12,4,2,0.1,20.0,435.9095,6.10565359365,0.021905,21.905
2015-06-08,40,17,2,0.1,20.0,207.85549999999998,2.91136963185,0.010445,10.445
2015-06-08,41,4,2,0.1,20.0,164.8715,2.30930563905,0.008285,8.285
2015-06-08,52,3,4,0.1,20.0,158.55324999999996,2.2208078067749994,0.007967499999999999,7.9674999999999985
2015-06-08,55,11,2,0.1,20.0,182.58249999999995,2.557378302749999,0.009174999999999999,9.174999999999999
2015-06-09,14,20,2,0.1,20.0,250.64049999999995,3.510646291349999,0.012594999999999999,12.594999999999999
2015-06-09,17,22,2,0.1,20.0,246.163,3.4479312921000003,0.01237,12.370000000000001
2015-06-09,18,19,2,0.1,20.0,242.28249999999997,3.3935782927499996,0.012174999999999998,12.174999999999999
2015-06-09,52,34,2,0.1,20.0,234.02399999999997,3.2779039608,0.01176,11.76
2015-06-09,58,43,2,0.1,20.0,259.59549999999996,3.6360762898499996,0.013044999999999998,13.044999999999998
2015-06-09,60,37,2,0.1,20.0,218.104,3.0549172968000002,0.010960000000000001,10.96
2015-06-10,19,10,2,0.1,20.0,350.3395,4.90710027465,0.017605,17.605
2015-06-10,20,14,2,0.1,20.0,303.1765,4.24650228255,0.015235,15.235
2015-06-10,21,6,3,0.1,20.0,263.82425,3.695307122475,0.013257500000000002,13.257500000000002
2015-06-14,68,19,2,0.1,20.0,221.18849999999998,3.09812096295,0.011115,11.115
2015-06-14,69,35,2,0.1,20.0,176.71199999999996,2.4751519703999993,0.008879999999999999,8.879999999999999
2015-06-14,77,35,2,0.1,20.0,250.143,3.5036779581,0.01257,12.57
2015-06-15,52,34,2,0.1,20.0,126.2655,1.7685629788500001,0.006345000000000001,6.345000000000001
2015-06-15,58,43,3,0.1,20.0,193.47775,2.709984800925,0.0097225,9.7225
2015-06-15,60,37,2,0.1,20.0,143.877,2.0152419759,0.007230000000000001,7.230000000000001
2015-06-16,5,4,2,0.1,20.0,271.23699999999997,3.7991352878999995,0.01363,13.629999999999999
2015-06-16,12,4,2,0.1,20.0,175.916,2.4640026372,0.00884,8.84
2015-06-16,14,20,4,0.1,20.0,198.602,2.7817586334,0.009980000000000001,9.98
2015-06-16,17,22,2,0.1,20.0,316.1115,4.4276789470499995,0.015885,15.885
2015-06-16,18,19,2,0.1,20.0,280.39099999999996,3.9273526196999997,0.01409,14.09
2015-06-16,19,10,2,0.1,20.0,275.9135,3.86463762045,0.013865,13.865
2015-06-16,20,14,2,0.1,20.0,239.59599999999998,3.3559492931999997,0.012039999999999999,12.04
2015-06-16,21,6,2,0.1,20.0,124.87249999999997,1.7490516457499996,0.006274999999999999,6.2749999999999995
2015-06-17,106,34,2,0.1,20.0,124.2755,1.7406896458499999,0.006245,6.245
2015-06-17,108,31,2,0.1,20.0,90.943,1.2738113181,0.00457,4.57
2015-06-17,118,35,2,0.1,20.0,110.644,1.5497573148000001,0.005560000000000001,5.5600000000000005
2015-06-18,40,17,2,0.1,20.0,113.82799999999999,1.5943546476,0.005719999999999999,5.72
2015-06-18,41,4,2,0.1,20.0,125.66849999999998,1.7602009789499997,0.006314999999999999,6.3149999999999995
2015-06-18,52,3,2,0.1,20.0,177.90599999999998,2.4918759701999997,0.00894,8.94
2015-06-18,55,11,2,0.1,20.0,213.02949999999998,2.98384029765,0.010705,10.705
2015-06-23,5,4,2,0.1,20.0,411.8305,5.76838626435,0.020695,20.695
2015-06-23,12,4,2,0.1,20.0,300.09200000000004,4.203298616400001,0.015080000000000003,15.080000000000004
2015-06-24,17,22,2,0.1,20.0,142.683,1.9985179761,0.00717,7.17
2015-06-24,18,19,6,0.1,20.0,170.145,2.3831699715,0.00855,8.55
2015-06-24,19,10,4,0.1,20.0,178.85124999999996,2.5051158033749994,0.008987499999999999,8.987499999999999
2015-06-24,20,14,2,0.1,20.0,207.35799999999998,2.9044012986,0.01042,10.42
2015-06-24,21,6,4,0.1,20.0,103.52975,1.4501101493250002,0.0052025000000000005,5.202500000000001
2015-06-24,52,34,2,0.1,20.0,186.26399999999998,2.6089439688,0.00936,9.36
2015-06-24,58,43,2,0.1,20.0,164.07549999999998,2.2981563058499996,0.008244999999999999,8.245
2015-06-24,60,37,2,0.1,20.0,168.25449999999998,2.35669030515,0.008455,8.455
2015-06-24,68,19,2,0.1,20.0,217.70600000000002,3.0493426302000004,0.010940000000000002,10.940000000000001
2015-06-24,69,35,2,0.1,20.0,197.30849999999998,2.7636409669499997,0.009914999999999998,9.915
2015-06-24,77,35,2,0.1,20.0,181.58749999999998,2.54344163625,0.009125,9.125
2015-06-24,101,57,2,0.1,20.0,180.493,2.5281113031,0.00907,9.07
2015-06-24,110,58,2,0.1,20.0,252.03349999999998,3.5301576244499997,0.012665,12.665
2015-06-24,113,49,2,0.1,20.0,209.04949999999997,2.9280936316499995,0.010504999999999999,10.504999999999999
2015-06-25,106,34,2,0.1,20.0,184.3735,2.58246430245,0.009265,9.265
2015-06-25,108,31,2,0.1,20.0,199.8955,2.79987629985,0.010045,10.045
2015-06-25,118,35,2,0.1,20.0,165.369,2.3162739723,0.00831,8.31
2015-07-01,14,20,2,0.1,20.0,281.0875,3.93710828625,0.014125,14.125
2015-07-01,17,22,2,0.1,20.0,147.16049999999998,2.06123297535,0.007395,7.395
2015-07-01,18,19,2,0.1,20.0,212.73100000000002,2.9796592977000005,0.010690000000000002,10.690000000000001
2015-07-01,19,10,4,0.1,20.0,232.73049999999998,3.25978629435,0.011695,11.695
2015-07-01,20,14,4,0.1,20.0,261.08799999999997,3.6569812895999996,0.01312,13.12
2015-07-01,21,6,2,0.1,20.0,199.4975,2.79430163325,0.010025000000000001,10.025
2015-07-01,52,34,2,0.1,20.0,249.546,3.4953159582,0.01254,12.540000000000001
2015-07-01,58,43,2,0.1,20.0,-4.0795,-0.05714033265000001,-0.00020500000000000005,-0.20500000000000004
2015-07-01,60,37,2,0.1,20.0,249.0485,3.48834762495,0.012515,12.515
2015-07-01,68,19,2,0.1,20.0,182.085,2.5504099695,0.00915,9.15
2015-07-01,69,35,2,0.1,20.0,158.006,2.2131426402,0.007940000000000001,7.940000000000001
2015-07-01,77,35,2,0.1,20.0,197.50749999999996,2.7664283002499994,0.009925,9.924999999999999
2015-07-02,5,4,2,0.1,20.0,419.1934999999999,5.871517596449999,0.021064999999999997,21.064999999999998
2015-07-02,12,4,2,0.1,20.0,307.3555,4.3050362818500005,0.015445000000000002,15.445000000000002
2015-07-02,106,34,2,0.1,20.0,56.41649999999999,0.7902089905499999,0.002835,2.835
2015-07-02,108,31,2,0.1,20.0,170.44349999999997,2.3873509714499996,0.008565,8.565
2015-07-02,118,35,2,0.1,20.0,122.0865,1.71002897955,0.006135000000000001,6.135000000000001
2015-07-03,126,29,2,0.1,20.0,141.09099999999998,1.9762193096999998,0.00709,7.09
2015-07-03,126,32,2,0.1,20.0,265.068,3.7127279555999997,0.01332,13.32
2015-07-03,127,29,2,0.1,20.0,190.642,2.6702653014,0.00958,9.58
2015-07-03,128,31,2,0.1,20.0,249.4465,3.49392229155,0.012535000000000001,12.535
2015-07-15,14,20,2,0.1,20.0,203.6765,2.85283563255,0.010235000000000001,10.235000000000001
2015-07-15,17,22,2,0.1,20.0,185.667,2.6005819689000003,0.00933,9.33
2015-07-15,19,10,2,0.1,20.0,93.13199999999999,1.3044719844,0.00468,4.68
2015-07-15,20,14,2,0.1,20.0,101.88799999999999,1.4271146496,0.00512,5.12
2015-07-15,21,6,2,0.1,20.0,160.39399999999998,2.2465906398,0.00806,8.059999999999999
2015-07-15,40,17,2,0.1,20.0,184.27399999999997,2.5810706357999997,0.00926,9.26
2015-07-15,41,4,4,0.1,20.0,235.06875,3.292537460625,0.0118125,11.8125
2015-07-15,52,3,2,0.1,20.0,145.66799999999998,2.0403279756,0.007319999999999999,7.319999999999999
2015-07-15,52,34,2,0.1,20.0,231.33749999999998,3.24027496125,0.011625,11.625
2015-07-15,55,11,2,0.1,20.0,163.27949999999998,2.28700697265,0.008205,8.205
2015-07-15,58,43,2,0.1,20.0,244.17299999999997,3.4200579590999998,0.01227,12.27
2015-07-15,60,37,3,0.1,20.0,236.16324999999998,3.307867793775,0.0118675,11.8675
2015-07-15,68,19,2,0.1,20.0,203.77599999999998,2.8542292992,0.01024,10.24
2015-07-15,69,35,3,0.1,20.0,232.78025000000002,3.2604831276750006,0.011697500000000001,11.697500000000002
