threeday_yrmo,threeday_yr,year,dayofyear,vartemp1_C_0-10mAvg
290,25,2015,74,8.7
291,25,2015,74,8.7
292,25,2015,74,8.7
293,25,2015,74,8.7
294,25,2015,74,8.7
295,25,2015,74,8.7
296,25,2015,74,8.7
297,25,2015,74,8.7
298,25,2015,74,8.7
299,25,2015,74,8.7
300,25,2015,74,8.7
301,26,2015,77,8.7
302,26,2015,77,8.7
303,26,2015,77,8.7
304,26,2015,77,8.7
305,26,2015,77,8.7
306,26,2015,77,8.7
307,26,2015,77,8.7
308,26,2015,77,8.7
309,26,2015,77,8.7
310,26,2015,77,8.7
311,26,2015,77,8.7
312,26,2015,77,8.7
313,27,2015,80,8.7
314,27,2015,80,8.7
315,27,2015,80,8.7
316,27,2015,80,8.7
317,27,2015,80,8.7
318,27,2015,80,8.7
319,27,2015,80,8.7
320,27,2015,80,8.7
321,27,2015,80,8.7
322,27,2015,80,8.7
323,27,2015,80,8.7
324,27,2015,80,8.7
325,28,2015,83,8.8
326,28,2015,83,8.8
327,28,2015,83,8.8
328,28,2015,83,8.8
329,28,2015,83,8.8
330,28,2015,83,8.8
331,28,2015,83,8.8
332,28,2015,83,8.8
333,28,2015,83,8.8
334,28,2015,83,8.8
335,28,2015,83,8.8
336,28,2015,83,8.8
337,29,2015,86,8.9
338,29,2015,86,8.9
339,29,2015,86,8.9
340,29,2015,86,8.9
341,29,2015,86,8.9
342,29,2015,86,8.9
343,29,2015,86,8.9
344,29,2015,86,8.9
345,29,2015,86,8.9
346,29,2015,86,8.9
347,29,2015,86,8.9
348,29,2015,86,8.9
349,30,2015,89,9.1
350,30,2015,89,9.1
351,30,2015,89,9.1
352,30,2015,89,9.1
353,30,2015,89,9.1
354,30,2015,89,9.1
355,30,2015,89,9.1
356,30,2015,89,9.1
357,30,2015,89,9.1
358,30,2015,89,9.1
359,30,2015,89,9.1
360,30,2015,89,9.1
361,31,2015,92,9.2
362,31,2015,92,9.2
363,31,2015,92,9.2
364,31,2015,92,9.2
365,31,2015,92,9.2
366,31,2015,92,9.2
367,31,2015,92,9.2
368,31,2015,92,9.2
369,31,2015,92,9.2
370,31,2015,92,9.2
371,31,2015,92,9.2
372,31,2015,92,9.2
373,32,2015,95,9.1
374,32,2015,95,9.1
375,32,2015,95,9.1
376,32,2015,95,9.1
377,32,2015,95,9.1
378,32,2015,95,9.1
379,32,2015,95,9.1
380,32,2015,95,9.1
381,32,2015,95,9.1
382,32,2015,95,9.1
383,32,2015,95,9.1
384,32,2015,95,9.1
385,33,2015,98,9.3
386,33,2015,98,9.3
387,33,2015,98,9.3
388,33,2015,98,9.3
389,33,2015,98,9.3
390,33,2015,98,9.3
391,33,2015,98,9.3
392,33,2015,98,9.3
393,33,2015,98,9.3
394,33,2015,98,9.3
395,33,2015,98,9.3
396,33,2015,98,9.3
397,34,2015,101,9.5
398,34,2015,101,9.5
399,34,2015,101,9.5
400,34,2015,101,9.5
401,34,2015,101,9.5
402,34,2015,101,9.5
403,34,2015,101,9.5
404,34,2015,101,9.5
405,34,2015,101,9.5
406,34,2015,101,9.5
407,34,2015,101,9.5
408,34,2015,101,9.5
409,35,2015,104,9.4
410,35,2015,104,9.4
411,35,2015,104,9.4
412,35,2015,104,9.4
413,35,2015,104,9.4
414,35,2015,104,9.4
415,35,2015,104,9.4
416,35,2015,104,9.4
417,35,2015,104,9.4
418,35,2015,104,9.4
419,35,2015,104,9.4
420,35,2015,104,9.4
421,36,2015,107,9.6
422,36,2015,107,9.6
423,36,2015,107,9.6
424,36,2015,107,9.6
425,36,2015,107,9.6
426,36,2015,107,9.6
427,36,2015,107,9.6
428,36,2015,107,9.6
429,36,2015,107,9.6
430,36,2015,107,9.6
431,36,2015,107,9.6
432,36,2015,107,9.6
433,37,2015,110,9.9
434,37,2015,110,9.9
435,37,2015,110,9.9
436,37,2015,110,9.9
437,37,2015,110,9.9
438,37,2015,110,9.9
439,37,2015,110,9.9
440,37,2015,110,9.9
441,37,2015,110,9.9
442,37,2015,110,9.9
443,37,2015,110,9.9
444,37,2015,110,9.9
445,38,2015,113,10.0
446,38,2015,113,10.0
447,38,2015,113,10.0
448,38,2015,113,10.0
449,38,2015,113,10.0
450,38,2015,113,10.0
451,38,2015,113,10.0
452,38,2015,113,10.0
453,38,2015,113,10.0
454,38,2015,113,10.0
455,38,2015,113,10.0
456,38,2015,113,10.0
457,39,2015,116,10.0
458,39,2015,116,10.0
459,39,2015,116,10.0
460,39,2015,116,10.0
461,39,2015,116,10.0
462,39,2015,116,10.0
463,39,2015,116,10.0
464,39,2015,116,10.0
465,39,2015,116,10.0
466,39,2015,116,10.0
467,39,2015,116,10.0
468,39,2015,116,10.0
469,40,2015,119,10.2
470,40,2015,119,10.2
471,40,2015,119,10.2
472,40,2015,119,10.2
473,40,2015,119,10.2
474,40,2015,119,10.2
475,40,2015,119,10.2
476,40,2015,119,10.2
477,40,2015,119,10.2
478,40,2015,119,10.2
479,40,2015,119,10.2
480,40,2015,119,10.2
481,41,2015,122,10.4
482,41,2015,122,10.4
483,41,2015,122,10.4
484,41,2015,122,10.4
485,41,2015,122,10.4
486,41,2015,122,10.4
487,41,2015,122,10.4
488,41,2015,122,10.4
489,41,2015,122,10.4
490,41,2015,122,10.4
491,41,2015,122,10.4
492,41,2015,122,10.4
493,42,2015,125,10.7
494,42,2015,125,10.7
495,42,2015,125,10.7
496,42,2015,125,10.7
497,42,2015,125,10.7
498,42,2015,125,10.7
499,42,2015,125,10.7
500,42,2015,125,10.7
501,42,2015,125,10.7
502,42,2015,125,10.7
503,42,2015,125,10.7
504,42,2015,125,10.7
505,43,2015,128,10.9
506,43,2015,128,10.9
507,43,2015,128,10.9
508,43,2015,128,10.9
509,43,2015,128,10.9
510,43,2015,128,10.9
511,43,2015,128,10.9
512,43,2015,128,10.9
513,43,2015,128,10.9
514,43,2015,128,10.9
515,43,2015,128,10.9
516,43,2015,128,10.9
517,44,2015,131,11.2
518,44,2015,131,11.2
519,44,2015,131,11.2
520,44,2015,131,11.2
521,44,2015,131,11.2
522,44,2015,131,11.2
523,44,2015,131,11.2
524,44,2015,131,11.2
525,44,2015,131,11.2
526,44,2015,131,11.2
527,44,2015,131,11.2
528,44,2015,131,11.2
529,45,2015,134,11.5
530,45,2015,134,11.5
531,45,2015,134,11.5
532,45,2015,134,11.5
533,45,2015,134,11.5
534,45,2015,134,11.5
535,45,2015,134,11.5
536,45,2015,134,11.5
537,45,2015,134,11.5
538,45,2015,134,11.5
539,45,2015,134,11.5
540,45,2015,134,11.5
541,46,2015,137,11.8
542,46,2015,137,11.8
543,46,2015,137,11.8
544,46,2015,137,11.8
545,46,2015,137,11.8
546,46,2015,137,11.8
547,46,2015,137,11.8
548,46,2015,137,11.8
549,46,2015,137,11.8
550,46,2015,137,11.8
551,46,2015,137,11.8
552,46,2015,137,11.8
553,47,2015,140,12.0
554,47,2015,140,12.0
555,47,2015,140,12.0
556,47,2015,140,12.0
557,47,2015,140,12.0
558,47,2015,140,12.0
559,47,2015,140,12.0
560,47,2015,140,12.0
561,47,2015,140,12.0
562,47,2015,140,12.0
563,47,2015,140,12.0
564,47,2015,140,12.0
565,48,2015,143,12.3
566,48,2015,143,12.3
567,48,2015,143,12.3
568,48,2015,143,12.3
569,48,2015,143,12.3
570,48,2015,143,12.3
571,48,2015,143,12.3
572,48,2015,143,12.3
573,48,2015,143,12.3
574,48,2015,143,12.3
575,48,2015,143,12.3
576,48,2015,143,12.3
577,49,2015,146,12.7
578,49,2015,146,12.7
579,49,2015,146,12.7
580,49,2015,146,12.7
581,49,2015,146,12.7
582,49,2015,146,12.7
583,49,2015,146,12.7
584,49,2015,146,12.7
585,49,2015,146,12.7
586,49,2015,146,12.7
587,49,2015,146,12.7
588,49,2015,146,12.7
589,50,2015,149,13.3
590,50,2015,149,13.3
591,50,2015,149,13.3
592,50,2015,149,13.3
593,50,2015,149,13.3
594,50,2015,149,13.3
595,50,2015,149,13.3
596,50,2015,149,13.3
597,50,2015,149,13.3
598,50,2015,149,13.3
599,50,2015,149,13.3
600,50,2015,149,13.3
601,51,2015,152,13.5
602,51,2015,152,13.5
603,51,2015,152,13.5
604,51,2015,152,13.5
605,51,2015,152,13.5
606,51,2015,152,13.5
607,51,2015,152,13.5
608,51,2015,152,13.5
609,51,2015,152,13.5
610,51,2015,152,13.5
611,51,2015,152,13.5
612,51,2015,152,13.5
613,52,2015,155,13.1
614,52,2015,155,13.1
615,52,2015,155,13.1
616,52,2015,155,13.1
617,52,2015,155,13.1
618,52,2015,155,13.1
619,52,2015,155,13.1
620,52,2015,155,13.1
621,52,2015,155,13.1
622,52,2015,155,13.1
623,52,2015,155,13.1
624,52,2015,155,13.1
625,53,2015,158,13.4
626,53,2015,158,13.4
627,53,2015,158,13.4
628,53,2015,158,13.4
629,53,2015,158,13.4
630,53,2015,158,13.4
631,53,2015,158,13.4
632,53,2015,158,13.4
633,53,2015,158,13.4
634,53,2015,158,13.4
635,53,2015,158,13.4
636,53,2015,158,13.4
637,54,2015,161,13.5
638,54,2015,161,13.5
639,54,2015,161,13.5
640,54,2015,161,13.5
641,54,2015,161,13.5
642,54,2015,161,13.5
643,54,2015,161,13.5
644,54,2015,161,13.5
645,54,2015,161,13.5
646,54,2015,161,13.5
647,54,2015,161,13.5
648,54,2015,161,13.5
649,55,2015,164,13.3
650,55,2015,164,13.3
651,55,2015,164,13.3
652,55,2015,164,13.3
653,55,2015,164,13.3
654,55,2015,164,13.3
655,55,2015,164,13.3
656,55,2015,164,13.3
657,55,2015,164,13.3
658,55,2015,164,13.3
659,55,2015,164,13.3
660,55,2015,164,13.3
661,56,2015,167,13.3
662,56,2015,167,13.3
663,56,2015,167,13.3
664,56,2015,167,13.3
665,56,2015,167,13.3
666,56,2015,167,13.3
667,56,2015,167,13.3
668,56,2015,167,13.3
669,56,2015,167,13.3
670,56,2015,167,13.3
671,56,2015,167,13.3
672,56,2015,167,13.3
673,57,2015,170,13.3
674,57,2015,170,13.3
675,57,2015,170,13.3
676,57,2015,170,13.3
677,57,2015,170,13.3
678,57,2015,170,13.3
679,57,2015,170,13.3
680,57,2015,170,13.3
681,57,2015,170,13.3
682,57,2015,170,13.3
683,57,2015,170,13.3
684,57,2015,170,13.3
685,58,2015,173,13.6
686,58,2015,173,13.6
687,58,2015,173,13.6
688,58,2015,173,13.6
689,58,2015,173,13.6
690,58,2015,173,13.6
691,58,2015,173,13.6
692,58,2015,173,13.6
693,58,2015,173,13.6
694,58,2015,173,13.6
695,58,2015,173,13.6
696,58,2015,173,13.6
697,59,2015,176,14.0
698,59,2015,176,14.0
699,59,2015,176,14.0
700,59,2015,176,14.0
701,59,2015,176,14.0
702,59,2015,176,14.0
703,59,2015,176,14.0
704,59,2015,176,14.0
705,59,2015,176,14.0
706,59,2015,176,14.0
707,59,2015,176,14.0
708,59,2015,176,14.0
709,60,2015,179,14.6
710,60,2015,179,14.6
711,60,2015,179,14.6
712,60,2015,179,14.6
713,60,2015,179,14.6
714,60,2015,179,14.6
715,60,2015,179,14.6
716,60,2015,179,14.6
717,60,2015,179,14.6
718,60,2015,179,14.6
719,60,2015,179,14.6
720,60,2015,179,14.6
721,61,2015,182,14.4
722,61,2015,182,14.4
723,61,2015,182,14.4
724,61,2015,182,14.4
725,61,2015,182,14.4
726,61,2015,182,14.4
727,61,2015,182,14.4
728,61,2015,182,14.4
729,61,2015,182,14.4
730,61,2015,182,14.4
731,61,2015,182,14.4
732,61,2015,182,14.4
733,62,2015,185,14.0
734,62,2015,185,14.0
735,62,2015,185,14.0
736,62,2015,185,14.0
737,62,2015,185,14.0
738,62,2015,185,14.0
739,62,2015,185,14.0
740,62,2015,185,14.0
741,62,2015,185,14.0
742,62,2015,185,14.0
743,62,2015,185,14.0
744,62,2015,185,14.0
745,63,2015,188,14.1
746,63,2015,188,14.1
747,63,2015,188,14.1
748,63,2015,188,14.1
749,63,2015,188,14.1
750,63,2015,188,14.1
751,63,2015,188,14.1
752,63,2015,188,14.1
753,63,2015,188,14.1
754,63,2015,188,14.1
755,63,2015,188,14.1
756,63,2015,188,14.1
757,64,2015,191,14.6
758,64,2015,191,14.6
759,64,2015,191,14.6
760,64,2015,191,14.6
761,64,2015,191,14.6
762,64,2015,191,14.6
763,64,2015,191,14.6
764,64,2015,191,14.6
765,64,2015,191,14.6
766,64,2015,191,14.6
767,64,2015,191,14.6
768,64,2015,191,14.6
769,65,2015,194,14.4
770,65,2015,194,14.4
771,65,2015,194,14.4
772,65,2015,194,14.4
773,65,2015,194,14.4
774,65,2015,194,14.4
775,65,2015,194,14.4
776,65,2015,194,14.4
777,65,2015,194,14.4
778,65,2015,194,14.4
779,65,2015,194,14.4
780,65,2015,194,14.4
781,66,2015,197,14.4
782,66,2015,197,14.4
783,66,2015,197,14.4
784,66,2015,197,14.4
785,66,2015,197,14.4
786,66,2015,197,14.4
787,66,2015,197,14.4
788,66,2015,197,14.4
789,66,2015,197,14.4
790,66,2015,197,14.4
791,66,2015,197,14.4
792,66,2015,197,14.4
793,67,2015,200,14.3
794,67,2015,200,14.3
795,67,2015,200,14.3
796,67,2015,200,14.3
797,67,2015,200,14.3
798,67,2015,200,14.3
799,67,2015,200,14.3
800,67,2015,200,14.3
801,67,2015,200,14.3
802,67,2015,200,14.3
803,67,2015,200,14.3
804,67,2015,200,14.3
805,68,2015,203,14.7
806,68,2015,203,14.7
807,68,2015,203,14.7
808,68,2015,203,14.7
809,68,2015,203,14.7
810,68,2015,203,14.7
811,68,2015,203,14.7
812,68,2015,203,14.7
813,68,2015,203,14.7
814,68,2015,203,14.7
815,68,2015,203,14.7
816,68,2015,203,14.7
817,69,2015,206,14.9
818,69,2015,206,14.9
819,69,2015,206,14.9
820,69,2015,206,14.9
821,69,2015,206,14.9
822,69,2015,206,14.9
823,69,2015,206,14.9
824,69,2015,206,14.9
825,69,2015,206,14.9
826,69,2015,206,14.9
827,69,2015,206,14.9
828,69,2015,206,14.9
829,70,2015,209,14.9
830,70,2015,209,14.9
831,70,2015,209,14.9
832,70,2015,209,14.9
833,70,2015,209,14.9
834,70,2015,209,14.9
835,70,2015,209,14.9
836,70,2015,209,14.9
837,70,2015,209,14.9
838,70,2015,209,14.9
839,70,2015,209,14.9
840,70,2015,209,14.9
841,71,2015,212,14.8
842,71,2015,212,14.8
843,71,2015,212,14.8
844,71,2015,212,14.8
845,71,2015,212,14.8
846,71,2015,212,14.8
847,71,2015,212,14.8
848,71,2015,212,14.8
849,71,2015,212,14.8
850,71,2015,212,14.8
851,71,2015,212,14.8
852,71,2015,212,14.8
853,72,2015,215,14.6
854,72,2015,215,14.6
855,72,2015,215,14.6
856,72,2015,215,14.6
857,72,2015,215,14.6
858,72,2015,215,14.6
859,72,2015,215,14.6
860,72,2015,215,14.6
861,72,2015,215,14.6
862,72,2015,215,14.6
863,72,2015,215,14.6
864,72,2015,215,14.6
865,73,2015,218,14.3
866,73,2015,218,14.3
867,73,2015,218,14.3
868,73,2015,218,14.3
869,73,2015,218,14.3
870,73,2015,218,14.3
871,73,2015,218,14.3
872,73,2015,218,14.3
873,73,2015,218,14.3
874,73,2015,218,14.3
875,73,2015,218,14.3
876,73,2015,218,14.3
877,74,2015,221,14.3
878,74,2015,221,14.3
879,74,2015,221,14.3
880,74,2015,221,14.3
881,74,2015,221,14.3
882,74,2015,221,14.3
883,74,2015,221,14.3
884,74,2015,221,14.3
885,74,2015,221,14.3
886,74,2015,221,14.3
887,74,2015,221,14.3
888,74,2015,221,14.3
889,75,2015,224,14.4
890,75,2015,224,14.4
891,75,2015,224,14.4
892,75,2015,224,14.4
893,75,2015,224,14.4
894,75,2015,224,14.4
895,75,2015,224,14.4
896,75,2015,224,14.4
897,75,2015,224,14.4
898,75,2015,224,14.4
899,75,2015,224,14.4
900,75,2015,224,14.4
901,76,2015,227,14.3
902,76,2015,227,14.3
903,76,2015,227,14.3
904,76,2015,227,14.3
905,76,2015,227,14.3
906,76,2015,227,14.3
907,76,2015,227,14.3
908,76,2015,227,14.3
909,76,2015,227,14.3
910,76,2015,227,14.3
911,76,2015,227,14.3
912,76,2015,227,14.3
913,77,2015,230,14.2
914,77,2015,230,14.2
915,77,2015,230,14.2
916,77,2015,230,14.2
917,77,2015,230,14.2
918,77,2015,230,14.2
919,77,2015,230,14.2
920,77,2015,230,14.2
921,77,2015,230,14.2
922,77,2015,230,14.2
923,77,2015,230,14.2
924,77,2015,230,14.2
925,78,2015,233,14.3
926,78,2015,233,14.3
927,78,2015,233,14.3
928,78,2015,233,14.3
929,78,2015,233,14.3
930,78,2015,233,14.3
931,78,2015,233,14.3
932,78,2015,233,14.3
933,78,2015,233,14.3
934,78,2015,233,14.3
935,78,2015,233,14.3
936,78,2015,233,14.3
937,79,2015,236,14.4
938,79,2015,236,14.4
939,79,2015,236,14.4
940,79,2015,236,14.4
941,79,2015,236,14.4
942,79,2015,236,14.4
943,79,2015,236,14.4
944,79,2015,236,14.4
945,79,2015,236,14.4
946,79,2015,236,14.4
947,79,2015,236,14.4
948,79,2015,236,14.4
949,80,2015,239,14.2
950,80,2015,239,14.2
951,80,2015,239,14.2
952,80,2015,239,14.2
953,80,2015,239,14.2
954,80,2015,239,14.2
955,80,2015,239,14.2
956,80,2015,239,14.2
957,80,2015,239,14.2
958,80,2015,239,14.2
959,80,2015,239,14.2
960,80,2015,239,14.2
961,81,2015,242,13.6
962,81,2015,242,13.6
963,81,2015,242,13.6
964,81,2015,242,13.6
965,81,2015,242,13.6
966,81,2015,242,13.6
967,81,2015,242,13.6
968,81,2015,242,13.6
969,81,2015,242,13.6
970,81,2015,242,13.6
971,81,2015,242,13.6
972,81,2015,242,13.6
973,82,2015,245,12.9
974,82,2015,245,12.9
975,82,2015,245,12.9
976,82,2015,245,12.9
977,82,2015,245,12.9
978,82,2015,245,12.9
979,82,2015,245,12.9
980,82,2015,245,12.9
981,82,2015,245,12.9
982,82,2015,245,12.9
983,82,2015,245,12.9
984,82,2015,245,12.9
985,83,2015,248,12.9
986,83,2015,248,12.9
987,83,2015,248,12.9
988,83,2015,248,12.9
989,83,2015,248,12.9
990,83,2015,248,12.9
991,83,2015,248,12.9
992,83,2015,248,12.9
993,83,2015,248,12.9
994,83,2015,248,12.9
995,83,2015,248,12.9
996,83,2015,248,12.9
997,84,2015,251,13.1
998,84,2015,251,13.1
999,84,2015,251,13.1
1000,84,2015,251,13.1
1001,84,2015,251,13.1
1002,84,2015,251,13.1
1003,84,2015,251,13.1
1004,84,2015,251,13.1
1005,84,2015,251,13.1
1006,84,2015,251,13.1
1007,84,2015,251,13.1
1008,84,2015,251,13.1
1009,85,2015,254,13.2
1010,85,2015,254,13.2
1011,85,2015,254,13.2
1012,85,2015,254,13.2
1013,85,2015,254,13.2
1014,85,2015,254,13.2
1015,85,2015,254,13.2
1016,85,2015,254,13.2
1017,85,2015,254,13.2
1018,85,2015,254,13.2
1019,85,2015,254,13.2
1020,85,2015,254,13.2
1021,86,2015,257,13.1
1022,86,2015,257,13.1
1023,86,2015,257,13.1
1024,86,2015,257,13.1
1025,86,2015,257,13.1
1026,86,2015,257,13.1
1027,86,2015,257,13.1
1028,86,2015,257,13.1
1029,86,2015,257,13.1
1030,86,2015,257,13.1
1031,86,2015,257,13.1
1032,86,2015,257,13.1
1033,87,2015,260,12.9
1034,87,2015,260,12.9
1035,87,2015,260,12.9
1036,87,2015,260,12.9
1037,87,2015,260,12.9
1038,87,2015,260,12.9
1039,87,2015,260,12.9
1040,87,2015,260,12.9
1041,87,2015,260,12.9
1042,87,2015,260,12.9
1043,87,2015,260,12.9
1044,87,2015,260,12.9
1045,88,2015,263,12.7
1046,88,2015,263,12.7
1047,88,2015,263,12.7
1048,88,2015,263,12.7
1049,88,2015,263,12.7
1050,88,2015,263,12.7
1051,88,2015,263,12.7
1052,88,2015,263,12.7
1053,88,2015,263,12.7
1054,88,2015,263,12.7
1055,88,2015,263,12.7
1056,88,2015,263,12.7
1057,89,2015,266,12.6
1058,89,2015,266,12.6
1059,89,2015,266,12.6
1060,89,2015,266,12.6
1061,89,2015,266,12.6
1062,89,2015,266,12.6
1063,89,2015,266,12.6
1064,89,2015,266,12.6
1065,89,2015,266,12.6
