threeday_yrmo,threeday_yr,year,dayofyear,vartemp2_C_0-4m
682,57,2003,170,12.7
683,57,2003,170,12.7
684,57,2003,170,12.7
685,58,2003,173,13.0
686,58,2003,173,13.0
687,58,2003,173,13.0
688,58,2003,173,13.0
689,58,2003,173,13.0
690,58,2003,173,13.0
691,58,2003,173,13.0
692,58,2003,173,13.0
693,58,2003,173,13.0
694,58,2003,173,13.0
695,58,2003,173,13.0
696,58,2003,173,13.0
697,59,2003,176,13.4
698,59,2003,176,13.4
699,59,2003,176,13.4
700,59,2003,176,13.4
701,59,2003,176,13.4
702,59,2003,176,13.4
703,59,2003,176,13.4
704,59,2003,176,13.4
705,59,2003,176,13.4
706,59,2003,176,13.4
707,59,2003,176,13.4
708,59,2003,176,13.4
709,60,2003,179,13.7
710,60,2003,179,13.7
711,60,2003,179,13.7
712,60,2003,179,13.7
713,60,2003,179,13.7
714,60,2003,179,13.7
715,60,2003,179,13.7
716,60,2003,179,13.7
717,60,2003,179,13.7
718,60,2003,179,13.7
719,60,2003,179,13.7
720,60,2003,179,13.7
721,61,2003,182,13.7
722,61,2003,182,13.7
723,61,2003,182,13.7
724,61,2003,182,13.7
725,61,2003,182,13.7
726,61,2003,182,13.7
727,61,2003,182,13.7
728,61,2003,182,13.7
729,61,2003,182,13.7
730,61,2003,182,13.7
731,61,2003,182,13.7
732,61,2003,182,13.7
733,62,2003,185,13.7
734,62,2003,185,13.7
735,62,2003,185,13.7
736,62,2003,185,13.7
737,62,2003,185,13.7
738,62,2003,185,13.7
739,62,2003,185,13.7
740,62,2003,185,13.7
741,62,2003,185,13.7
742,62,2003,185,13.7
743,62,2003,185,13.7
744,62,2003,185,13.7
745,63,2003,188,13.8
746,63,2003,188,13.8
747,63,2003,188,13.8
748,63,2003,188,13.8
749,63,2003,188,13.8
750,63,2003,188,13.8
751,63,2003,188,13.8
752,63,2003,188,13.8
753,63,2003,188,13.8
754,63,2003,188,13.8
755,63,2003,188,13.8
756,63,2003,188,13.8
757,64,2003,191,14.0
758,64,2003,191,14.0
759,64,2003,191,14.0
760,64,2003,191,14.0
761,64,2003,191,14.0
762,64,2003,191,14.0
763,64,2003,191,14.0
764,64,2003,191,14.0
765,64,2003,191,14.0
766,64,2003,191,14.0
767,64,2003,191,14.0
768,64,2003,191,14.0
769,65,2003,194,14.0
770,65,2003,194,14.0
771,65,2003,194,14.0
772,65,2003,194,14.0
773,65,2003,194,14.0
774,65,2003,194,14.0
775,65,2003,194,14.0
776,65,2003,194,14.0
777,65,2003,194,14.0
778,65,2003,194,14.0
779,65,2003,194,14.0
780,65,2003,194,14.0
781,66,2003,197,13.7
782,66,2003,197,13.7
783,66,2003,197,13.7
784,66,2003,197,13.7
785,66,2003,197,13.7
786,66,2003,197,13.7
787,66,2003,197,13.7
788,66,2003,197,13.7
789,66,2003,197,13.7
790,66,2003,197,13.7
791,66,2003,197,13.7
792,66,2003,197,13.7
793,67,2003,200,13.9
794,67,2003,200,13.9
795,67,2003,200,13.9
796,67,2003,200,13.9
797,67,2003,200,13.9
798,67,2003,200,13.9
799,67,2003,200,13.9
800,67,2003,200,13.9
801,67,2003,200,13.9
802,67,2003,200,13.9
803,67,2003,200,13.9
804,67,2003,200,13.9
805,68,2003,203,14.3
806,68,2003,203,14.3
807,68,2003,203,14.3
808,68,2003,203,14.3
809,68,2003,203,14.3
810,68,2003,203,14.3
811,68,2003,203,14.3
812,68,2003,203,14.3
813,68,2003,203,14.3
814,68,2003,203,14.3
815,68,2003,203,14.3
816,68,2003,203,14.3
817,69,2003,206,14.5
818,69,2003,206,14.5
819,69,2003,206,14.5
820,69,2003,206,14.5
821,69,2003,206,14.5
822,69,2003,206,14.5
823,69,2003,206,14.5
824,69,2003,206,14.5
825,69,2003,206,14.5
826,69,2003,206,14.5
827,69,2003,206,14.5
828,69,2003,206,14.5
829,70,2003,209,14.4
830,70,2003,209,14.4
831,70,2003,209,14.4
832,70,2003,209,14.4
833,70,2003,209,14.4
834,70,2003,209,14.4
835,70,2003,209,14.4
836,70,2003,209,14.4
837,70,2003,209,14.4
838,70,2003,209,14.4
839,70,2003,209,14.4
840,70,2003,209,14.4
841,71,2003,212,14.2
842,71,2003,212,14.2
843,71,2003,212,14.2
844,71,2003,212,14.2
845,71,2003,212,14.2
846,71,2003,212,14.2
847,71,2003,212,14.2
848,71,2003,212,14.2
849,71,2003,212,14.2
850,71,2003,212,14.2
851,71,2003,212,14.2
852,71,2003,212,14.2
853,72,2003,215,14.2
854,72,2003,215,14.2
855,72,2003,215,14.2
856,72,2003,215,14.2
857,72,2003,215,14.2
858,72,2003,215,14.2
859,72,2003,215,14.2
860,72,2003,215,14.2
861,72,2003,215,14.2
862,72,2003,215,14.2
863,72,2003,215,14.2
864,72,2003,215,14.2
865,73,2003,218,14.4
866,73,2003,218,14.4
867,73,2003,218,14.4
868,73,2003,218,14.4
869,73,2003,218,14.4
870,73,2003,218,14.4
871,73,2003,218,14.4
872,73,2003,218,14.4
873,73,2003,218,14.4
874,73,2003,218,14.4
875,73,2003,218,14.4
876,73,2003,218,14.4
877,74,2003,221,14.5
878,74,2003,221,14.5
879,74,2003,221,14.5
880,74,2003,221,14.5
881,74,2003,221,14.5
882,74,2003,221,14.5
883,74,2003,221,14.5
884,74,2003,221,14.5
885,74,2003,221,14.5
886,74,2003,221,14.5
887,74,2003,221,14.5
888,74,2003,221,14.5
889,75,2003,224,14.3
890,75,2003,224,14.3
891,75,2003,224,14.3
892,75,2003,224,14.3
893,75,2003,224,14.3
894,75,2003,224,14.3
895,75,2003,224,14.3
896,75,2003,224,14.3
897,75,2003,224,14.3
898,75,2003,224,14.3
899,75,2003,224,14.3
900,75,2003,224,14.3
901,76,2003,227,14.2
902,76,2003,227,14.2
903,76,2003,227,14.2
904,76,2003,227,14.2
905,76,2003,227,14.2
906,76,2003,227,14.2
907,76,2003,227,14.2
908,76,2003,227,14.2
909,76,2003,227,14.2
910,76,2003,227,14.2
911,76,2003,227,14.2
912,76,2003,227,14.2
913,77,2003,230,14.4
914,77,2003,230,14.4
915,77,2003,230,14.4
916,77,2003,230,14.4
917,77,2003,230,14.4
918,77,2003,230,14.4
919,77,2003,230,14.4
920,77,2003,230,14.4
921,77,2003,230,14.4
922,77,2003,230,14.4
923,77,2003,230,14.4
924,77,2003,230,14.4
925,78,2003,233,14.4
926,78,2003,233,14.4
927,78,2003,233,14.4
928,78,2003,233,14.4
929,78,2003,233,14.4
930,78,2003,233,14.4
931,78,2003,233,14.4
932,78,2003,233,14.4
933,78,2003,233,14.4
934,78,2003,233,14.4
935,78,2003,233,14.4
936,78,2003,233,14.4
937,79,2003,236,14.3
938,79,2003,236,14.3
939,79,2003,236,14.3
940,79,2003,236,14.3
941,79,2003,236,14.3
942,79,2003,236,14.3
943,79,2003,236,14.3
944,79,2003,236,14.3
945,79,2003,236,14.3
946,79,2003,236,14.3
947,79,2003,236,14.3
948,79,2003,236,14.3
949,80,2003,239,13.9
950,80,2003,239,13.9
951,80,2003,239,13.9
952,80,2003,239,13.9
953,80,2003,239,13.9
954,80,2003,239,13.9
955,80,2003,239,13.9
956,80,2003,239,13.9
957,80,2003,239,13.9
958,80,2003,239,13.9
959,80,2003,239,13.9
960,80,2003,239,13.9
961,81,2003,242,13.6
962,81,2003,242,13.6
963,81,2003,242,13.6
964,81,2003,242,13.6
965,81,2003,242,13.6
966,81,2003,242,13.6
967,81,2003,242,13.6
968,81,2003,242,13.6
969,81,2003,242,13.6
970,81,2003,242,13.6
971,81,2003,242,13.6
972,81,2003,242,13.6
973,82,2003,245,13.4
974,82,2003,245,13.4
975,82,2003,245,13.4
976,82,2003,245,13.4
977,82,2003,245,13.4
978,82,2003,245,13.4
979,82,2003,245,13.4
980,82,2003,245,13.4
981,82,2003,245,13.4
982,82,2003,245,13.4
983,82,2003,245,13.4
984,82,2003,245,13.4
985,83,2003,248,13.4
986,83,2003,248,13.4
987,83,2003,248,13.4
988,83,2003,248,13.4
989,83,2003,248,13.4
990,83,2003,248,13.4
991,83,2003,248,13.4
992,83,2003,248,13.4
993,83,2003,248,13.4
994,83,2003,248,13.4
995,83,2003,248,13.4
996,83,2003,248,13.4
997,84,2003,251,13.4
998,84,2003,251,13.4
999,84,2003,251,13.4
1000,84,2003,251,13.4
1001,84,2003,251,13.4
1002,84,2003,251,13.4
1003,84,2003,251,13.4
1004,84,2003,251,13.4
1005,84,2003,251,13.4
1006,84,2003,251,13.4
1007,84,2003,251,13.4
1008,84,2003,251,13.4
1009,85,2003,254,13.2
1010,85,2003,254,13.2
1011,85,2003,254,13.2
1012,85,2003,254,13.2
1013,85,2003,254,13.2
1014,85,2003,254,13.2
1015,85,2003,254,13.2
1016,85,2003,254,13.2
1017,85,2003,254,13.2
1018,85,2003,254,13.2
1019,85,2003,254,13.2
1020,85,2003,254,13.2
1021,86,2003,257,12.9
1022,86,2003,257,12.9
1023,86,2003,257,12.9
1024,86,2003,257,12.9
1025,86,2003,257,12.9
1026,86,2003,257,12.9
1027,86,2003,257,12.9
1028,86,2003,257,12.9
1029,86,2003,257,12.9
1030,86,2003,257,12.9
1031,86,2003,257,12.9
1032,86,2003,257,12.9
1033,87,2003,260,12.8
1034,87,2003,260,12.8
1035,87,2003,260,12.8
1036,87,2003,260,12.8
1037,87,2003,260,12.8
1038,87,2003,260,12.8
1039,87,2003,260,12.8
1040,87,2003,260,12.8
1041,87,2003,260,12.8
1042,87,2003,260,12.8
1043,87,2003,260,12.8
1044,87,2003,260,12.8
1045,88,2003,263,12.6
1046,88,2003,263,12.6
1047,88,2003,263,12.6
1048,88,2003,263,12.6
1049,88,2003,263,12.6
1050,88,2003,263,12.6
1051,88,2003,263,12.6
1052,88,2003,263,12.6
1053,88,2003,263,12.6
1054,88,2003,263,12.6
1055,88,2003,263,12.6
1056,88,2003,263,12.6
1057,89,2003,266,12.7
1058,89,2003,266,12.7
1059,89,2003,266,12.7
1060,89,2003,266,12.7
1061,89,2003,266,12.7
1062,89,2003,266,12.7
1063,89,2003,266,12.7
1064,89,2003,266,12.7
1065,89,2003,266,12.7
1066,89,2003,266,12.7
