threeday_yrmo,threeday_yr,year,dayofyear,ewe_nutr_loading
4361,4361,2014,122,0.96
4362,4362,2014,125,0.9
4363,4363,2014,128,1.01
4364,4364,2014,131,0.66
4365,4365,2014,134,0.8
4366,4366,2014,137,1.01
4367,4367,2014,140,0.93
4368,4368,2014,143,0.86
4369,4369,2014,146,0.81
4370,4370,2014,149,0.9
4371,4371,2014,152,0.78
4372,4372,2014,155,1.02
4373,4373,2014,158,0.93
4374,4374,2014,161,1.01
4375,4375,2014,164,1.07
4376,4376,2014,167,1.06
4377,4377,2014,170,1.11
4378,4378,2014,173,0.64
4379,4379,2014,176,0.6
4380,4380,2014,179,1.13
4381,4381,2014,182,0.75
4382,4382,2014,185,1.07
4383,4383,2014,188,0.8
4384,4384,2014,191,0.97
4385,4385,2014,194,0.73
4386,4386,2014,197,0.96
4387,4387,2014,200,1.11
4388,4388,2014,203,0.73
4389,4389,2014,206,0.83
4390,4390,2014,209,0.76
4391,4391,2014,212,0.84
4392,4392,2014,215,0.75
4393,4393,2014,218,0.92
4394,4394,2014,221,0.83
4395,4395,2014,224,0.76
4396,4396,2014,227,0.68
4397,4397,2014,230,0.75
4398,4398,2014,233,0.78
4399,4399,2014,236,0.58
4400,4400,2014,239,0.76
4401,4401,2014,242,0.89
4402,4402,2014,245,0.84
4403,4403,2014,248,0.76
4404,4404,2014,251,0.64
4405,4405,2014,254,0.81
4406,4406,2014,257,0.66
4407,4407,2014,260,0.55
4408,4408,2014,263,0.7
4409,4409,2014,266,1.2
4410,4410,2014,269,0.89
4411,4411,2014,272,0.97
4412,4412,2014,275,0.73
4413,4413,2014,278,0.5
4414,4414,2014,281,0.48
4415,4415,2014,284,0.73
4416,4416,2014,287,1.12
4417,4417,2014,290,1.55
4418,4418,2014,293,1.48
4419,4419,2014,296,1.42
4420,4420,2014,299,1.01
4421,4421,2014,302,1.76
4422,4422,2014,305,0.62
4423,4423,2014,308,1.15
4424,4424,2014,311,1.17
4425,4425,2014,314,1.27
4426,4426,2014,317,1.55
4427,4427,2014,320,1.02
4428,4428,2014,323,0.87
4429,4429,2014,326,1.49
4430,4430,2014,329,0.81
4431,4431,2014,332,1.54
4432,4432,2014,335,0.92
4433,4433,2014,338,1.01
4434,4434,2014,341,1.23
4435,4435,2014,344,2.02
4436,4436,2014,347,0.94
4437,4437,2014,350,1.03
4438,4438,2014,353,1.78
4439,4439,2014,356,1.19
4440,4440,2014,360,1.07
4441,4441,2015,2,0.58
4442,4442,2015,5,1.02
4443,4443,2015,8,0.87
4444,4444,2015,11,0.64
4445,4445,2015,14,1.02
4446,4446,2015,17,1.26
4447,4447,2015,20,0.84
4448,4448,2015,23,1.09
4449,4449,2015,26,0.76
4450,4450,2015,29,0.76
4451,4451,2015,32,0.8
4452,4452,2015,35,1.05
4453,4453,2015,38,1.73
4454,4454,2015,41,0.75
4455,4455,2015,44,0.73
4456,4456,2015,47,1.03
4457,4457,2015,50,0.66
4458,4458,2015,53,0.76
4459,4459,2015,56,0.45
4460,4460,2015,59,1
4461,4461,2015,62,0.96
4462,4462,2015,65,0.62
4463,4463,2015,68,0.55
4464,4464,2015,71,1.13
4465,4465,2015,74,0.98
4466,4466,2015,77,0.73
4467,4467,2015,80,1.09
4468,4468,2015,83,1.02
4469,4469,2015,86,1.08
4470,4470,2015,89,1.36
4471,4471,2015,92,1.07
4472,4472,2015,95,0.68
4473,4473,2015,98,0.5
4474,4474,2015,101,1.21
4475,4475,2015,104,1.33
4476,4476,2015,107,0.94
4477,4477,2015,110,0.97
4478,4478,2015,113,1.33
4479,4479,2015,116,0.9
4480,4480,2015,119,0.89
4481,4481,2015,122,1.11
4482,4482,2015,125,0.83
4483,4483,2015,128,0.66
4484,4484,2015,131,0.83
4485,4485,2015,134,0.86
4486,4486,2015,137,0.84
4487,4487,2015,140,0.76
4488,4488,2015,143,1.02
4489,4489,2015,146,0.78
4490,4490,2015,149,0.81
4491,4491,2015,152,0.93
4492,4492,2015,155,0.92
4493,4493,2015,158,0.94
4494,4494,2015,161,1.2
4495,4495,2015,164,1.24
4496,4496,2015,167,1.05
4497,4497,2015,170,1.01
4498,4498,2015,173,0.92
4499,4499,2015,176,0.78
4500,4500,2015,179,0.96
4501,4501,2015,182,1.06
4502,4502,2015,185,1.03
4503,4503,2015,188,0.8
4504,4504,2015,191,1.02
4505,4505,2015,194,0.83
4506,4506,2015,197,1.18
4507,4507,2015,200,1
4508,4508,2015,203,1.07
4509,4509,2015,206,1
4510,4510,2015,209,0.68
4511,4511,2015,212,0.8
4512,4512,2015,215,1
4513,4513,2015,218,0.9
4514,4514,2015,221,0.73
4515,4515,2015,224,0.94
4516,4516,2015,227,0.96
4517,4517,2015,230,0.94
4518,4518,2015,233,0.92
4519,4519,2015,236,0.83
4520,4520,2015,239,0.68
4521,4521,2015,242,1.46
4522,4522,2015,245,1.05
4523,4523,2015,248,0.64
4524,4524,2015,251,0.64
4525,4525,2015,254,0.81
4526,4526,2015,257,1.13
4527,4527,2015,260,0.73
4528,4528,2015,263,1.26
4529,4529,2015,266,0.86
4530,4530,2015,269,0.83
4531,4531,2015,272,0.76
4532,4532,2015,275,0.76
4533,4533,2015,278,0.66
4534,4534,2015,281,0.87
4535,4535,2015,284,1.27
4536,4536,2015,287,0.94
4537,4537,2015,290,0.53
4538,4538,2015,293,0.53
4539,4539,2015,296,0.71
4540,4540,2015,299,0.81
4541,4541,2015,302,0.96
4542,4542,2015,305,1.21
4543,4543,2015,308,0.66
4544,4544,2015,311,1.13
4545,4545,2015,314,1
4546,4546,2015,317,1.51
4547,4547,2015,320,1.48
4548,4548,2015,323,1.32
4549,4549,2015,326,0.96
4550,4550,2015,329,1.17
4551,4551,2015,332,0.76
4552,4552,2015,335,1.44
4553,4553,2015,338,2.1
4554,4554,2015,341,1.89
4555,4555,2015,344,1.55
4556,4556,2015,347,1.57
4557,4557,2015,350,0.97
4558,4558,2015,353,1.47
4559,4559,2015,356,1.13
4560,4560,2015,360,1.07
4561,4561,2016,2,0.89
4562,4562,2016,5,1.01
4563,4563,2016,8,0.8
4564,4564,2016,11,1.02
4565,4565,2016,14,0.8
4566,4566,2016,17,1.46
4567,4567,2016,20,1.34
4568,4568,2016,23,0.87
4569,4569,2016,26,1.13
4570,4570,2016,29,1.57
4571,4571,2016,32,0.86
4572,4572,2016,35,1.53
4573,4573,2016,38,1.07
4574,4574,2016,41,0.83
4575,4575,2016,44,1.13
4576,4576,2016,47,0.93
4577,4577,2016,50,1.37
4578,4578,2016,53,0.92
4579,4579,2016,56,0.64
4580,4580,2016,59,1.01
4581,4581,2016,62,1.63
4582,4582,2016,65,1.73
4583,4583,2016,68,1.36
4584,4584,2016,71,1.67
4585,4585,2016,74,1.56
4586,4586,2016,77,1.09
4587,4587,2016,80,0.92
4588,4588,2016,83,1.16
4589,4589,2016,86,0.89
4590,4590,2016,89,0.98
4591,4591,2016,92,0.6
4592,4592,2016,95,0.92
4593,4593,2016,98,0.89
4594,4594,2016,101,0.97
4595,4595,2016,104,1.17
4596,4596,2016,107,0.86
4597,4597,2016,110,0.66
4598,4598,2016,113,0.81
4599,4599,2016,116,1.2
4600,4600,2016,119,0.89
4601,4601,2016,122,0.78
4602,4602,2016,125,1.18
4603,4603,2016,128,1.41
4604,4604,2016,131,0.81
4605,4605,2016,134,0.64
4606,4606,2016,137,1.18
4607,4607,2016,140,1.2
4608,4608,2016,143,0.89
4609,4609,2016,146,0.97
4610,4610,2016,149,1.12
4611,4611,2016,152,0.64
4612,4612,2016,155,1.05
4613,4613,2016,158,0.96
4614,4614,2016,161,1.02
4615,4615,2016,164,1.06
4616,4616,2016,167,0.87
4617,4617,2016,170,0.64
4618,4618,2016,173,0.94
4619,4619,2016,176,0.93
4620,4620,2016,179,0.8
4621,4621,2016,182,1.05
4622,4622,2016,185,1.13
4623,4623,2016,188,0.98
4624,4624,2016,191,0.98
4625,4625,2016,194,0.81
4626,4626,2016,197,0.89
4627,4627,2016,200,0.73
4628,4628,2016,203,0.8
4629,4629,2016,206,0.89
4630,4630,2016,209,0.93
4631,4631,2016,212,1.25
4632,4632,2016,215,0.93
4633,4633,2016,218,0.89
4634,4634,2016,221,0.76
4635,4635,2016,224,0.73
4636,4636,2016,227,0.89
4637,4637,2016,230,1.03
4638,4638,2016,233,1
4639,4639,2016,236,0.94
4640,4640,2016,239,0.92
4641,4641,2016,242,0.81
4642,4642,2016,245,0.9
4643,4643,2016,248,0.7
4644,4644,2016,251,0.71
4645,4645,2016,254,0.84
4646,4646,2016,257,0.75
4647,4647,2016,260,0.8
4648,4648,2016,263,0.78
4649,4649,2016,266,1
4650,4650,2016,269,0.68
4651,4651,2016,272,1.11
4652,4652,2016,275,0.62
4653,4653,2016,278,1.06
4654,4654,2016,281,1.12
4655,4655,2016,284,0.9
4656,4656,2016,287,1.59
4657,4657,2016,290,1.53
4658,4658,2016,293,1.19
4659,4659,2016,296,1
4660,4660,2016,299,1.61
4661,4661,2016,302,1.14
4662,4662,2016,305,0.73
4663,4663,2016,308,1.89
4664,4664,2016,311,1.68
4665,4665,2016,314,1.28
4666,4666,2016,317,1.15
4667,4667,2016,320,0.75
4668,4668,2016,323,1.29
4669,4669,2016,326,1.79
4670,4670,2016,329,1.65
4671,4671,2016,332,1.03
4672,4672,2016,335,1.09
4673,4673,2016,338,1.6
4674,4674,2016,341,0.96
4675,4675,2016,344,1.55
4676,4676,2016,347,1.09
4677,4677,2016,350,1.15
4678,4678,2016,353,1.32
4679,4679,2016,356,1.24
4680,4680,2016,361,1.15
4681,4681,2017,2,1.91
4682,4682,2017,5,1.34
4683,4683,2017,8,1.17
4684,4684,2017,11,1.26
4685,4685,2017,14,0.86
4686,4686,2017,17,1.95
4687,4687,2017,20,1.26
4688,4688,2017,23,0.96
4689,4689,2017,26,0.81
4690,4690,2017,29,1.11
4691,4691,2017,32,1.74
4692,4692,2017,35,1.02
4693,4693,2017,38,0.9
4694,4694,2017,41,1.37
4695,4695,2017,44,0.94
4696,4696,2017,47,1.46
4697,4697,2017,50,0.87
4698,4698,2017,53,0.93
4699,4699,2017,56,0.64
4700,4700,2017,59,0.92
4701,4701,2017,62,1.36
4702,4702,2017,65,1.03
4703,4703,2017,68,0.89
4704,4704,2017,71,1.24
4705,4705,2017,74,0.96
4706,4706,2017,77,1.06
4707,4707,2017,80,1.26
4708,4708,2017,83,1.52
4709,4709,2017,86,1.49
4710,4710,2017,89,1.39
4711,4711,2017,92,1.08
4712,4712,2017,95,1.39
4713,4713,2017,98,1.62
4714,4714,2017,101,1
4715,4715,2017,104,1.17
4716,4716,2017,107,0.9
4717,4717,2017,110,1.03
4718,4718,2017,113,0.94
4719,4719,2017,116,1.24
4720,4720,2017,119,1.02
4721,4721,2017,122,0.81
4722,4722,2017,125,1.03
4723,4723,2017,128,0.73
4724,4724,2017,131,0.78
4725,4725,2017,134,0.83
4726,4726,2017,137,0.71
4727,4727,2017,140,0.64
4728,4728,2017,143,1.44
4729,4729,2017,146,0.64
4730,4730,2017,149,0.86
4731,4731,2017,152,1.01
4732,4732,2017,155,0.94
4733,4733,2017,158,0.8
4734,4734,2017,161,0.8
4735,4735,2017,164,1.17
4736,4736,2017,167,1.25
4737,4737,2017,170,0.8
4738,4738,2017,173,1.19
4739,4739,2017,176,0.92
4740,4740,2017,179,0.83
4741,4741,2017,182,0.97
4742,4742,2017,185,0.98
4743,4743,2017,188,0.98
4744,4744,2017,191,1.11
4745,4745,2017,194,0.93
4746,4746,2017,197,1.09
4747,4747,2017,200,0.96
4748,4748,2017,203,0.81
4749,4749,2017,206,1.06
4750,4750,2017,209,0.97
4751,4751,2017,212,0.92
4752,4752,2017,215,0.97
4753,4753,2017,218,0.7
4754,4754,2017,221,0.66
4755,4755,2017,224,0.98
4756,4756,2017,227,0.84
4757,4757,2017,230,0.98
4758,4758,2017,233,0.66
4759,4759,2017,236,1.09
4760,4760,2017,239,0.78
4761,4761,2017,242,0.93
4762,4762,2017,245,0.68
4763,4763,2017,248,0.64
4764,4764,2017,251,0.9
4765,4765,2017,254,0.8
4766,4766,2017,257,0.96
4767,4767,2017,260,0.84
4768,4768,2017,263,0.55
4769,4769,2017,266,0.42
4770,4770,2017,269,0.64
4771,4771,2017,272,0.87
4772,4772,2017,275,0.87
4773,4773,2017,278,0.64
4774,4774,2017,281,0.94
4775,4775,2017,284,0.78
4776,4776,2017,287,0.89
4777,4777,2017,290,1.26
4778,4778,2017,293,1.48
4779,4779,2017,296,1.05
4780,4780,2017,299,0.9
4781,4781,2017,302,0.8
4782,4782,2017,305,0.81
4783,4783,2017,308,1.27
4784,4784,2017,311,1.06
4785,4785,2017,314,0.84
4786,4786,2017,317,1.95
4787,4787,2017,320,1.68
4788,4788,2017,323,1.83
4789,4789,2017,326,1.28
4790,4790,2017,329,1.61
4791,4791,2017,332,1.43
4792,4792,2017,335,1.45
4793,4793,2017,338,0.81
4794,4794,2017,341,1.05
4795,4795,2017,344,0.8
4796,4796,2017,347,0.8
4797,4797,2017,350,0.92
4798,4798,2017,353,1.05
4799,4799,2017,356,1.02
4800,4800,2017,360,1
4801,4801,2018,2,1.03
4802,4802,2018,5,0.92
4803,4803,2018,8,1.14
4804,4804,2018,11,1.08
4805,4805,2018,14,0.97
4806,4806,2018,17,1.93
4807,4807,2018,20,2.34
4808,4808,2018,23,1.72
4809,4809,2018,26,1.28
4810,4810,2018,29,1.53
4811,4811,2018,32,1
4812,4812,2018,35,1.18
4813,4813,2018,38,0.97
4814,4814,2018,41,0.8
4815,4815,2018,44,0.83
4816,4816,2018,47,0.78
4817,4817,2018,50,1.37
4818,4818,2018,53,1
4819,4819,2018,56,1.16
4820,4820,2018,59,1.27
4821,4821,2018,62,0.66
4822,4822,2018,65,0.81
4823,4823,2018,68,1.01
4824,4824,2018,71,0.87
4825,4825,2018,74,0.81
4826,4826,2018,77,0.5
4827,4827,2018,80,0.71
4828,4828,2018,83,1.14
4829,4829,2018,86,1.4
4830,4830,2018,89,0.7
4831,4831,2018,92,1.32
4832,4832,2018,95,1.03
4833,4833,2018,98,1.39
4834,4834,2018,101,1.35
4835,4835,2018,104,1.29
4836,4836,2018,107,1.03
4837,4837,2018,110,0.75
4838,4838,2018,113,0.83
4839,4839,2018,116,0.97
4840,4840,2018,119,0.89
4841,4841,2018,122,0.66
4842,4842,2018,125,0.76
4843,4843,2018,128,0.76
4844,4844,2018,131,1.01
4845,4845,2018,134,0.76
4846,4846,2018,137,1
4847,4847,2018,140,0.83
4848,4848,2018,143,0.92
4849,4849,2018,146,1.08
4850,4850,2018,149,1.31
4851,4851,2018,152,1
4852,4852,2018,155,0.94
4853,4853,2018,158,1.12
4854,4854,2018,161,0.87
4855,4855,2018,164,0.75
4856,4856,2018,167,0.98
4857,4857,2018,170,0.84
4858,4858,2018,173,1.15
4859,4859,2018,176,1
4860,4860,2018,179,0.89
4861,4861,2018,182,1.24
4862,4862,2018,185,0.6
4863,4863,2018,188,0.87
4864,4864,2018,191,0.87
4865,4865,2018,194,1.19
4866,4866,2018,197,0.87
4867,4867,2018,200,1.18
4868,4868,2018,203,0.73
4869,4869,2018,206,0.76
4870,4870,2018,209,0.78
4871,4871,2018,212,0.98
4872,4872,2018,215,1
4873,4873,2018,218,0.62
4874,4874,2018,221,0.73
4875,4875,2018,224,1.12
4876,4876,2018,227,0.75
4877,4877,2018,230,0.78
4878,4878,2018,233,0.64
4879,4879,2018,236,0.97
4880,4880,2018,239,0.58
4881,4881,2018,242,0.87
4882,4882,2018,245,0.92
4883,4883,2018,248,0.7
4884,4884,2018,251,1.14
4885,4885,2018,254,0.86
4886,4886,2018,257,0.75
4887,4887,2018,260,0.81
4888,4888,2018,263,0.84
4889,4889,2018,266,0.86
4890,4890,2018,269,0.89
4891,4891,2018,272,0.9
4892,4892,2018,275,0.97
4893,4893,2018,278,0.86
4894,4894,2018,281,0.68
4895,4895,2018,284,0.48
4896,4896,2018,287,0.94
4897,4897,2018,290,0.66
4898,4898,2018,293,0.81
4899,4899,2018,296,0.73
4900,4900,2018,299,1.15
4901,4901,2018,302,1.07
4902,4902,2018,305,1.19
4903,4903,2018,308,1.14
4904,4904,2018,311,0.87
4905,4905,2018,314,0.64
4906,4906,2018,317,1.11
4907,4907,2018,320,0.84
4908,4908,2018,323,0.78
4909,4909,2018,326,1.32
4910,4910,2018,329,1.39
4911,4911,2018,332,1.24
4912,4912,2018,335,0.78
4913,4913,2018,338,1.07
4914,4914,2018,341,0.92
4915,4915,2018,344,1.7
4916,4916,2018,347,2.1
4917,4917,2018,350,1.92
4918,4918,2018,353,1.87
4919,4919,2018,356,1.76
4920,4920,2018,360,1.23
