threeday_yrmo,threeday_yr,year,dayofyear,varadvecY1_cmsec_0-10mAvg
176,15,2003,44,-0.008
177,15,2003,44,-0.008
178,15,2003,44,-0.008
179,15,2003,44,-0.008
180,15,2003,44,-0.008
181,16,2003,47,0.007
182,16,2003,47,0.007
183,16,2003,47,0.007
184,16,2003,47,0.007
185,16,2003,47,0.007
186,16,2003,47,0.007
187,16,2003,47,0.007
188,16,2003,47,0.007
189,16,2003,47,0.007
190,16,2003,47,0.007
191,16,2003,47,0.007
192,16,2003,47,0.007
193,17,2003,50,0.007
194,17,2003,50,0.007
195,17,2003,50,0.007
196,17,2003,50,0.007
197,17,2003,50,0.007
198,17,2003,50,0.007
199,17,2003,50,0.007
200,17,2003,50,0.007
201,17,2003,50,0.007
202,17,2003,50,0.007
203,17,2003,50,0.007
204,17,2003,50,0.007
205,18,2003,53,-0.012
206,18,2003,53,-0.012
207,18,2003,53,-0.012
208,18,2003,53,-0.012
209,18,2003,53,-0.012
210,18,2003,53,-0.012
211,18,2003,53,-0.012
212,18,2003,53,-0.012
213,18,2003,53,-0.012
214,18,2003,53,-0.012
215,18,2003,53,-0.012
216,18,2003,53,-0.012
217,19,2003,56,-0.002
218,19,2003,56,-0.002
219,19,2003,56,-0.002
220,19,2003,56,-0.002
221,19,2003,56,-0.002
222,19,2003,56,-0.002
223,19,2003,56,-0.002
224,19,2003,56,-0.002
225,19,2003,56,-0.002
226,19,2003,56,-0.002
227,19,2003,56,-0.002
228,19,2003,56,-0.002
229,20,2003,59,-0.01
230,20,2003,59,-0.01
231,20,2003,59,-0.01
232,20,2003,59,-0.01
233,20,2003,59,-0.01
234,20,2003,59,-0.01
235,20,2003,59,-0.01
236,20,2003,59,-0.01
237,20,2003,59,-0.01
238,20,2003,59,-0.01
239,20,2003,59,-0.01
240,20,2003,59,-0.01
241,21,2003,62,-0.012
242,21,2003,62,-0.012
243,21,2003,62,-0.012
244,21,2003,62,-0.012
245,21,2003,62,-0.012
246,21,2003,62,-0.012
247,21,2003,62,-0.012
248,21,2003,62,-0.012
249,21,2003,62,-0.012
250,21,2003,62,-0.012
251,21,2003,62,-0.012
252,21,2003,62,-0.012
253,22,2003,65,-0.025
254,22,2003,65,-0.025
255,22,2003,65,-0.025
256,22,2003,65,-0.025
257,22,2003,65,-0.025
258,22,2003,65,-0.025
259,22,2003,65,-0.025
260,22,2003,65,-0.025
261,22,2003,65,-0.025
262,22,2003,65,-0.025
263,22,2003,65,-0.025
264,22,2003,65,-0.025
265,23,2003,68,-0.011
266,23,2003,68,-0.011
267,23,2003,68,-0.011
268,23,2003,68,-0.011
269,23,2003,68,-0.011
270,23,2003,68,-0.011
271,23,2003,68,-0.011
272,23,2003,68,-0.011
273,23,2003,68,-0.011
274,23,2003,68,-0.011
275,23,2003,68,-0.011
276,23,2003,68,-0.011
277,24,2003,71,0.007
278,24,2003,71,0.007
279,24,2003,71,0.007
280,24,2003,71,0.007
281,24,2003,71,0.007
282,24,2003,71,0.007
283,24,2003,71,0.007
284,24,2003,71,0.007
285,24,2003,71,0.007
286,24,2003,71,0.007
287,24,2003,71,0.007
288,24,2003,71,0.007
289,25,2003,74,0.032
290,25,2003,74,0.032
291,25,2003,74,0.032
292,25,2003,74,0.032
293,25,2003,74,0.032
294,25,2003,74,0.032
295,25,2003,74,0.032
296,25,2003,74,0.032
297,25,2003,74,0.032
298,25,2003,74,0.032
299,25,2003,74,0.032
300,25,2003,74,0.032
301,26,2003,77,0.022
302,26,2003,77,0.022
303,26,2003,77,0.022
304,26,2003,77,0.022
305,26,2003,77,0.022
306,26,2003,77,0.022
307,26,2003,77,0.022
308,26,2003,77,0.022
309,26,2003,77,0.022
310,26,2003,77,0.022
311,26,2003,77,0.022
312,26,2003,77,0.022
313,27,2003,80,0.02
314,27,2003,80,0.02
315,27,2003,80,0.02
316,27,2003,80,0.02
317,27,2003,80,0.02
318,27,2003,80,0.02
319,27,2003,80,0.02
320,27,2003,80,0.02
321,27,2003,80,0.02
322,27,2003,80,0.02
323,27,2003,80,0.02
324,27,2003,80,0.02
325,28,2003,83,-0.004
326,28,2003,83,-0.004
327,28,2003,83,-0.004
328,28,2003,83,-0.004
329,28,2003,83,-0.004
330,28,2003,83,-0.004
331,28,2003,83,-0.004
332,28,2003,83,-0.004
333,28,2003,83,-0.004
334,28,2003,83,-0.004
335,28,2003,83,-0.004
336,28,2003,83,-0.004
337,29,2003,86,-0.004
338,29,2003,86,-0.004
339,29,2003,86,-0.004
340,29,2003,86,-0.004
341,29,2003,86,-0.004
342,29,2003,86,-0.004
343,29,2003,86,-0.004
344,29,2003,86,-0.004
345,29,2003,86,-0.004
346,29,2003,86,-0.004
347,29,2003,86,-0.004
348,29,2003,86,-0.004
349,30,2003,89,-0.007
350,30,2003,89,-0.007
351,30,2003,89,-0.007
352,30,2003,89,-0.007
353,30,2003,89,-0.007
354,30,2003,89,-0.007
355,30,2003,89,-0.007
356,30,2003,89,-0.007
357,30,2003,89,-0.007
358,30,2003,89,-0.007
359,30,2003,89,-0.007
360,30,2003,89,-0.007
361,31,2003,92,-0.007
362,31,2003,92,-0.007
363,31,2003,92,-0.007
364,31,2003,92,-0.007
365,31,2003,92,-0.007
366,31,2003,92,-0.007
367,31,2003,92,-0.007
368,31,2003,92,-0.007
369,31,2003,92,-0.007
370,31,2003,92,-0.007
371,31,2003,92,-0.007
372,31,2003,92,-0.007
373,32,2003,95,-0.014
374,32,2003,95,-0.014
375,32,2003,95,-0.014
376,32,2003,95,-0.014
377,32,2003,95,-0.014
378,32,2003,95,-0.014
379,32,2003,95,-0.014
380,32,2003,95,-0.014
381,32,2003,95,-0.014
382,32,2003,95,-0.014
383,32,2003,95,-0.014
384,32,2003,95,-0.014
385,33,2003,98,0.029
386,33,2003,98,0.029
387,33,2003,98,0.029
388,33,2003,98,0.029
389,33,2003,98,0.029
390,33,2003,98,0.029
391,33,2003,98,0.029
392,33,2003,98,0.029
393,33,2003,98,0.029
394,33,2003,98,0.029
395,33,2003,98,0.029
396,33,2003,98,0.029
397,34,2003,101,0.016
398,34,2003,101,0.016
399,34,2003,101,0.016
400,34,2003,101,0.016
401,34,2003,101,0.016
402,34,2003,101,0.016
403,34,2003,101,0.016
404,34,2003,101,0.016
405,34,2003,101,0.016
406,34,2003,101,0.016
407,34,2003,101,0.016
408,34,2003,101,0.016
409,35,2003,104,-0.001
410,35,2003,104,-0.001
411,35,2003,104,-0.001
412,35,2003,104,-0.001
413,35,2003,104,-0.001
414,35,2003,104,-0.001
415,35,2003,104,-0.001
416,35,2003,104,-0.001
417,35,2003,104,-0.001
418,35,2003,104,-0.001
419,35,2003,104,-0.001
420,35,2003,104,-0.001
421,36,2003,107,-0.008
422,36,2003,107,-0.008
423,36,2003,107,-0.008
424,36,2003,107,-0.008
425,36,2003,107,-0.008
426,36,2003,107,-0.008
427,36,2003,107,-0.008
428,36,2003,107,-0.008
429,36,2003,107,-0.008
430,36,2003,107,-0.008
431,36,2003,107,-0.008
432,36,2003,107,-0.008
433,37,2003,110,-0.003
434,37,2003,110,-0.003
435,37,2003,110,-0.003
436,37,2003,110,-0.003
437,37,2003,110,-0.003
438,37,2003,110,-0.003
439,37,2003,110,-0.003
440,37,2003,110,-0.003
441,37,2003,110,-0.003
442,37,2003,110,-0.003
443,37,2003,110,-0.003
444,37,2003,110,-0.003
445,38,2003,113,-0.011
446,38,2003,113,-0.011
447,38,2003,113,-0.011
448,38,2003,113,-0.011
449,38,2003,113,-0.011
450,38,2003,113,-0.011
451,38,2003,113,-0.011
452,38,2003,113,-0.011
453,38,2003,113,-0.011
454,38,2003,113,-0.011
455,38,2003,113,-0.011
456,38,2003,113,-0.011
457,39,2003,116,-0.005
458,39,2003,116,-0.005
459,39,2003,116,-0.005
460,39,2003,116,-0.005
461,39,2003,116,-0.005
462,39,2003,116,-0.005
463,39,2003,116,-0.005
464,39,2003,116,-0.005
465,39,2003,116,-0.005
466,39,2003,116,-0.005
467,39,2003,116,-0.005
468,39,2003,116,-0.005
469,40,2003,119,-0.009
470,40,2003,119,-0.009
471,40,2003,119,-0.009
472,40,2003,119,-0.009
473,40,2003,119,-0.009
474,40,2003,119,-0.009
475,40,2003,119,-0.009
476,40,2003,119,-0.009
477,40,2003,119,-0.009
478,40,2003,119,-0.009
479,40,2003,119,-0.009
480,40,2003,119,-0.009
481,41,2003,122,-0.01
482,41,2003,122,-0.01
483,41,2003,122,-0.01
484,41,2003,122,-0.01
485,41,2003,122,-0.01
486,41,2003,122,-0.01
487,41,2003,122,-0.01
488,41,2003,122,-0.01
489,41,2003,122,-0.01
490,41,2003,122,-0.01
491,41,2003,122,-0.01
492,41,2003,122,-0.01
493,42,2003,125,-0.001
494,42,2003,125,-0.001
495,42,2003,125,-0.001
496,42,2003,125,-0.001
497,42,2003,125,-0.001
498,42,2003,125,-0.001
499,42,2003,125,-0.001
500,42,2003,125,-0.001
501,42,2003,125,-0.001
502,42,2003,125,-0.001
503,42,2003,125,-0.001
504,42,2003,125,-0.001
505,43,2003,128,-0.009
506,43,2003,128,-0.009
507,43,2003,128,-0.009
508,43,2003,128,-0.009
509,43,2003,128,-0.009
510,43,2003,128,-0.009
511,43,2003,128,-0.009
512,43,2003,128,-0.009
513,43,2003,128,-0.009
514,43,2003,128,-0.009
515,43,2003,128,-0.009
516,43,2003,128,-0.009
517,44,2003,131,-0.01
518,44,2003,131,-0.01
519,44,2003,131,-0.01
520,44,2003,131,-0.01
521,44,2003,131,-0.01
522,44,2003,131,-0.01
523,44,2003,131,-0.01
524,44,2003,131,-0.01
525,44,2003,131,-0.01
526,44,2003,131,-0.01
527,44,2003,131,-0.01
528,44,2003,131,-0.01
529,45,2003,134,-0.006
530,45,2003,134,-0.006
531,45,2003,134,-0.006
532,45,2003,134,-0.006
533,45,2003,134,-0.006
534,45,2003,134,-0.006
535,45,2003,134,-0.006
536,45,2003,134,-0.006
537,45,2003,134,-0.006
538,45,2003,134,-0.006
539,45,2003,134,-0.006
540,45,2003,134,-0.006
541,46,2003,137,-0.014
542,46,2003,137,-0.014
543,46,2003,137,-0.014
544,46,2003,137,-0.014
545,46,2003,137,-0.014
546,46,2003,137,-0.014
547,46,2003,137,-0.014
548,46,2003,137,-0.014
549,46,2003,137,-0.014
550,46,2003,137,-0.014
551,46,2003,137,-0.014
552,46,2003,137,-0.014
553,47,2003,140,-0.003
554,47,2003,140,-0.003
555,47,2003,140,-0.003
556,47,2003,140,-0.003
557,47,2003,140,-0.003
558,47,2003,140,-0.003
559,47,2003,140,-0.003
560,47,2003,140,-0.003
561,47,2003,140,-0.003
562,47,2003,140,-0.003
563,47,2003,140,-0.003
564,47,2003,140,-0.003
565,48,2003,143,0.008
566,48,2003,143,0.008
567,48,2003,143,0.008
568,48,2003,143,0.008
569,48,2003,143,0.008
570,48,2003,143,0.008
571,48,2003,143,0.008
572,48,2003,143,0.008
573,48,2003,143,0.008
574,48,2003,143,0.008
575,48,2003,143,0.008
576,48,2003,143,0.008
577,49,2003,146,0.004
578,49,2003,146,0.004
579,49,2003,146,0.004
580,49,2003,146,0.004
581,49,2003,146,0.004
582,49,2003,146,0.004
583,49,2003,146,0.004
584,49,2003,146,0.004
585,49,2003,146,0.004
586,49,2003,146,0.004
587,49,2003,146,0.004
588,49,2003,146,0.004
589,50,2003,149,-0.01
590,50,2003,149,-0.01
591,50,2003,149,-0.01
592,50,2003,149,-0.01
593,50,2003,149,-0.01
594,50,2003,149,-0.01
595,50,2003,149,-0.01
596,50,2003,149,-0.01
597,50,2003,149,-0.01
598,50,2003,149,-0.01
599,50,2003,149,-0.01
600,50,2003,149,-0.01
601,51,2003,152,-0.006
602,51,2003,152,-0.006
603,51,2003,152,-0.006
604,51,2003,152,-0.006
605,51,2003,152,-0.006
606,51,2003,152,-0.006
607,51,2003,152,-0.006
608,51,2003,152,-0.006
609,51,2003,152,-0.006
610,51,2003,152,-0.006
611,51,2003,152,-0.006
612,51,2003,152,-0.006
613,52,2003,155,-0.025
614,52,2003,155,-0.025
615,52,2003,155,-0.025
616,52,2003,155,-0.025
617,52,2003,155,-0.025
618,52,2003,155,-0.025
619,52,2003,155,-0.025
620,52,2003,155,-0.025
621,52,2003,155,-0.025
622,52,2003,155,-0.025
623,52,2003,155,-0.025
624,52,2003,155,-0.025
625,53,2003,158,-0.017
626,53,2003,158,-0.017
627,53,2003,158,-0.017
628,53,2003,158,-0.017
629,53,2003,158,-0.017
630,53,2003,158,-0.017
631,53,2003,158,-0.017
632,53,2003,158,-0.017
633,53,2003,158,-0.017
634,53,2003,158,-0.017
635,53,2003,158,-0.017
636,53,2003,158,-0.017
637,54,2003,161,-0.011
638,54,2003,161,-0.011
639,54,2003,161,-0.011
640,54,2003,161,-0.011
641,54,2003,161,-0.011
642,54,2003,161,-0.011
643,54,2003,161,-0.011
644,54,2003,161,-0.011
645,54,2003,161,-0.011
646,54,2003,161,-0.011
647,54,2003,161,-0.011
648,54,2003,161,-0.011
649,55,2003,164,0.019
650,55,2003,164,0.019
651,55,2003,164,0.019
652,55,2003,164,0.019
653,55,2003,164,0.019
654,55,2003,164,0.019
655,55,2003,164,0.019
656,55,2003,164,0.019
657,55,2003,164,0.019
658,55,2003,164,0.019
659,55,2003,164,0.019
660,55,2003,164,0.019
661,56,2003,167,0.02
662,56,2003,167,0.02
663,56,2003,167,0.02
664,56,2003,167,0.02
665,56,2003,167,0.02
666,56,2003,167,0.02
667,56,2003,167,0.02
668,56,2003,167,0.02
669,56,2003,167,0.02
670,56,2003,167,0.02
671,56,2003,167,0.02
672,56,2003,167,0.02
673,57,2003,170,-0.01
674,57,2003,170,-0.01
675,57,2003,170,-0.01
676,57,2003,170,-0.01
677,57,2003,170,-0.01
678,57,2003,170,-0.01
679,57,2003,170,-0.01
680,57,2003,170,-0.01
681,57,2003,170,-0.01
682,57,2003,170,-0.01
683,57,2003,170,-0.01
684,57,2003,170,-0.01
685,58,2003,173,-0.014
686,58,2003,173,-0.014
687,58,2003,173,-0.014
688,58,2003,173,-0.014
689,58,2003,173,-0.014
690,58,2003,173,-0.014
691,58,2003,173,-0.014
692,58,2003,173,-0.014
693,58,2003,173,-0.014
694,58,2003,173,-0.014
695,58,2003,173,-0.014
696,58,2003,173,-0.014
697,59,2003,176,-0.011
698,59,2003,176,-0.011
699,59,2003,176,-0.011
700,59,2003,176,-0.011
701,59,2003,176,-0.011
702,59,2003,176,-0.011
703,59,2003,176,-0.011
704,59,2003,176,-0.011
705,59,2003,176,-0.011
706,59,2003,176,-0.011
707,59,2003,176,-0.011
708,59,2003,176,-0.011
709,60,2003,179,-0.029
710,60,2003,179,-0.029
711,60,2003,179,-0.029
712,60,2003,179,-0.029
713,60,2003,179,-0.029
714,60,2003,179,-0.029
715,60,2003,179,-0.029
716,60,2003,179,-0.029
717,60,2003,179,-0.029
718,60,2003,179,-0.029
719,60,2003,179,-0.029
720,60,2003,179,-0.029
721,61,2003,182,-0.01
722,61,2003,182,-0.01
723,61,2003,182,-0.01
724,61,2003,182,-0.01
725,61,2003,182,-0.01
726,61,2003,182,-0.01
727,61,2003,182,-0.01
728,61,2003,182,-0.01
729,61,2003,182,-0.01
730,61,2003,182,-0.01
731,61,2003,182,-0.01
732,61,2003,182,-0.01
733,62,2003,185,-0.005
734,62,2003,185,-0.005
735,62,2003,185,-0.005
736,62,2003,185,-0.005
737,62,2003,185,-0.005
738,62,2003,185,-0.005
739,62,2003,185,-0.005
740,62,2003,185,-0.005
741,62,2003,185,-0.005
742,62,2003,185,-0.005
743,62,2003,185,-0.005
744,62,2003,185,-0.005
745,63,2003,188,-0.004
746,63,2003,188,-0.004
747,63,2003,188,-0.004
748,63,2003,188,-0.004
749,63,2003,188,-0.004
750,63,2003,188,-0.004
751,63,2003,188,-0.004
752,63,2003,188,-0.004
753,63,2003,188,-0.004
754,63,2003,188,-0.004
755,63,2003,188,-0.004
756,63,2003,188,-0.004
757,64,2003,191,0.004
758,64,2003,191,0.004
759,64,2003,191,0.004
760,64,2003,191,0.004
761,64,2003,191,0.004
762,64,2003,191,0.004
763,64,2003,191,0.004
764,64,2003,191,0.004
765,64,2003,191,0.004
766,64,2003,191,0.004
767,64,2003,191,0.004
768,64,2003,191,0.004
769,65,2003,194,0.005
770,65,2003,194,0.005
771,65,2003,194,0.005
772,65,2003,194,0.005
773,65,2003,194,0.005
774,65,2003,194,0.005
775,65,2003,194,0.005
776,65,2003,194,0.005
777,65,2003,194,0.005
778,65,2003,194,0.005
779,65,2003,194,0.005
780,65,2003,194,0.005
781,66,2003,197,-0.001
782,66,2003,197,-0.001
783,66,2003,197,-0.001
784,66,2003,197,-0.001
785,66,2003,197,-0.001
786,66,2003,197,-0.001
787,66,2003,197,-0.001
788,66,2003,197,-0.001
789,66,2003,197,-0.001
790,66,2003,197,-0.001
791,66,2003,197,-0.001
792,66,2003,197,-0.001
793,67,2003,200,-0.021
794,67,2003,200,-0.021
795,67,2003,200,-0.021
796,67,2003,200,-0.021
797,67,2003,200,-0.021
798,67,2003,200,-0.021
799,67,2003,200,-0.021
800,67,2003,200,-0.021
801,67,2003,200,-0.021
802,67,2003,200,-0.021
803,67,2003,200,-0.021
804,67,2003,200,-0.021
805,68,2003,203,-0.022
806,68,2003,203,-0.022
807,68,2003,203,-0.022
808,68,2003,203,-0.022
809,68,2003,203,-0.022
810,68,2003,203,-0.022
811,68,2003,203,-0.022
812,68,2003,203,-0.022
813,68,2003,203,-0.022
814,68,2003,203,-0.022
815,68,2003,203,-0.022
816,68,2003,203,-0.022
817,69,2003,206,-0.031
818,69,2003,206,-0.031
819,69,2003,206,-0.031
820,69,2003,206,-0.031
821,69,2003,206,-0.031
822,69,2003,206,-0.031
823,69,2003,206,-0.031
824,69,2003,206,-0.031
825,69,2003,206,-0.031
826,69,2003,206,-0.031
827,69,2003,206,-0.031
828,69,2003,206,-0.031
829,70,2003,209,-0.012
830,70,2003,209,-0.012
831,70,2003,209,-0.012
832,70,2003,209,-0.012
833,70,2003,209,-0.012
834,70,2003,209,-0.012
835,70,2003,209,-0.012
836,70,2003,209,-0.012
837,70,2003,209,-0.012
838,70,2003,209,-0.012
839,70,2003,209,-0.012
840,70,2003,209,-0.012
841,71,2003,212,-0.011
842,71,2003,212,-0.011
843,71,2003,212,-0.011
844,71,2003,212,-0.011
845,71,2003,212,-0.011
846,71,2003,212,-0.011
847,71,2003,212,-0.011
848,71,2003,212,-0.011
849,71,2003,212,-0.011
850,71,2003,212,-0.011
851,71,2003,212,-0.011
852,71,2003,212,-0.011
853,72,2003,215,-0.002
854,72,2003,215,-0.002
855,72,2003,215,-0.002
856,72,2003,215,-0.002
857,72,2003,215,-0.002
858,72,2003,215,-0.002
859,72,2003,215,-0.002
860,72,2003,215,-0.002
861,72,2003,215,-0.002
862,72,2003,215,-0.002
863,72,2003,215,-0.002
864,72,2003,215,-0.002
865,73,2003,218,0.001
866,73,2003,218,0.001
867,73,2003,218,0.001
868,73,2003,218,0.001
869,73,2003,218,0.001
870,73,2003,218,0.001
871,73,2003,218,0.001
872,73,2003,218,0.001
873,73,2003,218,0.001
874,73,2003,218,0.001
875,73,2003,218,0.001
876,73,2003,218,0.001
877,74,2003,221,-0.002
878,74,2003,221,-0.002
879,74,2003,221,-0.002
880,74,2003,221,-0.002
881,74,2003,221,-0.002
882,74,2003,221,-0.002
883,74,2003,221,-0.002
884,74,2003,221,-0.002
885,74,2003,221,-0.002
886,74,2003,221,-0.002
887,74,2003,221,-0.002
888,74,2003,221,-0.002
889,75,2003,224,-0.008
890,75,2003,224,-0.008
891,75,2003,224,-0.008
892,75,2003,224,-0.008
893,75,2003,224,-0.008
894,75,2003,224,-0.008
895,75,2003,224,-0.008
896,75,2003,224,-0.008
897,75,2003,224,-0.008
898,75,2003,224,-0.008
899,75,2003,224,-0.008
900,75,2003,224,-0.008
901,76,2003,227,-0.018
902,76,2003,227,-0.018
903,76,2003,227,-0.018
904,76,2003,227,-0.018
905,76,2003,227,-0.018
906,76,2003,227,-0.018
907,76,2003,227,-0.018
908,76,2003,227,-0.018
909,76,2003,227,-0.018
910,76,2003,227,-0.018
911,76,2003,227,-0.018
912,76,2003,227,-0.018
913,77,2003,230,-0.006
914,77,2003,230,-0.006
915,77,2003,230,-0.006
916,77,2003,230,-0.006
917,77,2003,230,-0.006
918,77,2003,230,-0.006
919,77,2003,230,-0.006
920,77,2003,230,-0.006
921,77,2003,230,-0.006
922,77,2003,230,-0.006
923,77,2003,230,-0.006
924,77,2003,230,-0.006
925,78,2003,233,-0.025
926,78,2003,233,-0.025
927,78,2003,233,-0.025
928,78,2003,233,-0.025
929,78,2003,233,-0.025
930,78,2003,233,-0.025
931,78,2003,233,-0.025
932,78,2003,233,-0.025
933,78,2003,233,-0.025
934,78,2003,233,-0.025
935,78,2003,233,-0.025
936,78,2003,233,-0.025
937,79,2003,236,-0.012
938,79,2003,236,-0.012
939,79,2003,236,-0.012
940,79,2003,236,-0.012
941,79,2003,236,-0.012
942,79,2003,236,-0.012
943,79,2003,236,-0.012
944,79,2003,236,-0.012
945,79,2003,236,-0.012
946,79,2003,236,-0.012
947,79,2003,236,-0.012
948,79,2003,236,-0.012
949,80,2003,239,-0.006
950,80,2003,239,-0.006
951,80,2003,239,-0.006
952,80,2003,239,-0.006
953,80,2003,239,-0.006
954,80,2003,239,-0.006
955,80,2003,239,-0.006
956,80,2003,239,-0.006
957,80,2003,239,-0.006
958,80,2003,239,-0.006
959,80,2003,239,-0.006
960,80,2003,239,-0.006
961,81,2003,242,-0.01
962,81,2003,242,-0.01
963,81,2003,242,-0.01
964,81,2003,242,-0.01
965,81,2003,242,-0.01
966,81,2003,242,-0.01
967,81,2003,242,-0.01
968,81,2003,242,-0.01
969,81,2003,242,-0.01
970,81,2003,242,-0.01
971,81,2003,242,-0.01
972,81,2003,242,-0.01
973,82,2003,245,-0.026
974,82,2003,245,-0.026
975,82,2003,245,-0.026
976,82,2003,245,-0.026
977,82,2003,245,-0.026
978,82,2003,245,-0.026
979,82,2003,245,-0.026
980,82,2003,245,-0.026
981,82,2003,245,-0.026
982,82,2003,245,-0.026
983,82,2003,245,-0.026
984,82,2003,245,-0.026
985,83,2003,248,-0.008
986,83,2003,248,-0.008
987,83,2003,248,-0.008
988,83,2003,248,-0.008
989,83,2003,248,-0.008
990,83,2003,248,-0.008
991,83,2003,248,-0.008
992,83,2003,248,-0.008
993,83,2003,248,-0.008
994,83,2003,248,-0.008
995,83,2003,248,-0.008
996,83,2003,248,-0.008
997,84,2003,251,0.006
998,84,2003,251,0.006
999,84,2003,251,0.006
1000,84,2003,251,0.006
1001,84,2003,251,0.006
1002,84,2003,251,0.006
1003,84,2003,251,0.006
1004,84,2003,251,0.006
1005,84,2003,251,0.006
1006,84,2003,251,0.006
1007,84,2003,251,0.006
1008,84,2003,251,0.006
1009,85,2003,254,0.009
1010,85,2003,254,0.009
1011,85,2003,254,0.009
