threeday_yrmo,threeday_yr,year,dayofyear,varadvecX2_cmsec_0-40mAvg
160,14,2003,41,-0.004
161,14,2003,41,-0.004
162,14,2003,41,-0.004
163,14,2003,41,-0.004
164,14,2003,41,-0.004
165,14,2003,41,-0.004
166,14,2003,41,-0.004
167,14,2003,41,-0.004
168,14,2003,41,-0.004
169,15,2003,44,-0.003
170,15,2003,44,-0.003
171,15,2003,44,-0.003
172,15,2003,44,-0.003
173,15,2003,44,-0.003
174,15,2003,44,-0.003
175,15,2003,44,-0.003
176,15,2003,44,-0.003
177,15,2003,44,-0.003
178,15,2003,44,-0.003
179,15,2003,44,-0.003
180,15,2003,44,-0.003
181,16,2003,47,-0.001
182,16,2003,47,-0.001
183,16,2003,47,-0.001
184,16,2003,47,-0.001
185,16,2003,47,-0.001
186,16,2003,47,-0.001
187,16,2003,47,-0.001
188,16,2003,47,-0.001
189,16,2003,47,-0.001
190,16,2003,47,-0.001
191,16,2003,47,-0.001
192,16,2003,47,-0.001
193,17,2003,50,-0.005
194,17,2003,50,-0.005
195,17,2003,50,-0.005
196,17,2003,50,-0.005
197,17,2003,50,-0.005
198,17,2003,50,-0.005
199,17,2003,50,-0.005
200,17,2003,50,-0.005
201,17,2003,50,-0.005
202,17,2003,50,-0.005
203,17,2003,50,-0.005
204,17,2003,50,-0.005
205,18,2003,53,-0.006
206,18,2003,53,-0.006
207,18,2003,53,-0.006
208,18,2003,53,-0.006
209,18,2003,53,-0.006
210,18,2003,53,-0.006
211,18,2003,53,-0.006
212,18,2003,53,-0.006
213,18,2003,53,-0.006
214,18,2003,53,-0.006
215,18,2003,53,-0.006
216,18,2003,53,-0.006
217,19,2003,56,-0.003
218,19,2003,56,-0.003
219,19,2003,56,-0.003
220,19,2003,56,-0.003
221,19,2003,56,-0.003
222,19,2003,56,-0.003
223,19,2003,56,-0.003
224,19,2003,56,-0.003
225,19,2003,56,-0.003
226,19,2003,56,-0.003
227,19,2003,56,-0.003
228,19,2003,56,-0.003
229,20,2003,59,-0.001
230,20,2003,59,-0.001
231,20,2003,59,-0.001
232,20,2003,59,-0.001
233,20,2003,59,-0.001
234,20,2003,59,-0.001
235,20,2003,59,-0.001
236,20,2003,59,-0.001
237,20,2003,59,-0.001
238,20,2003,59,-0.001
239,20,2003,59,-0.001
240,20,2003,59,-0.001
241,21,2003,62,-0.003
242,21,2003,62,-0.003
243,21,2003,62,-0.003
244,21,2003,62,-0.003
245,21,2003,62,-0.003
246,21,2003,62,-0.003
247,21,2003,62,-0.003
248,21,2003,62,-0.003
249,21,2003,62,-0.003
250,21,2003,62,-0.003
251,21,2003,62,-0.003
252,21,2003,62,-0.003
253,22,2003,65,-0.002
254,22,2003,65,-0.002
255,22,2003,65,-0.002
256,22,2003,65,-0.002
257,22,2003,65,-0.002
258,22,2003,65,-0.002
259,22,2003,65,-0.002
260,22,2003,65,-0.002
261,22,2003,65,-0.002
262,22,2003,65,-0.002
263,22,2003,65,-0.002
264,22,2003,65,-0.002
265,23,2003,68,-0.004
266,23,2003,68,-0.004
267,23,2003,68,-0.004
268,23,2003,68,-0.004
269,23,2003,68,-0.004
270,23,2003,68,-0.004
271,23,2003,68,-0.004
272,23,2003,68,-0.004
273,23,2003,68,-0.004
274,23,2003,68,-0.004
275,23,2003,68,-0.004
276,23,2003,68,-0.004
277,24,2003,71,-0.001
278,24,2003,71,-0.001
279,24,2003,71,-0.001
280,24,2003,71,-0.001
281,24,2003,71,-0.001
282,24,2003,71,-0.001
283,24,2003,71,-0.001
284,24,2003,71,-0.001
285,24,2003,71,-0.001
286,24,2003,71,-0.001
287,24,2003,71,-0.001
288,24,2003,71,-0.001
289,25,2003,74,0.0
290,25,2003,74,0.0
291,25,2003,74,0.0
292,25,2003,74,0.0
293,25,2003,74,0.0
294,25,2003,74,0.0
295,25,2003,74,0.0
296,25,2003,74,0.0
297,25,2003,74,0.0
298,25,2003,74,0.0
299,25,2003,74,0.0
300,25,2003,74,0.0
301,26,2003,77,-0.004
302,26,2003,77,-0.004
303,26,2003,77,-0.004
304,26,2003,77,-0.004
305,26,2003,77,-0.004
306,26,2003,77,-0.004
307,26,2003,77,-0.004
308,26,2003,77,-0.004
309,26,2003,77,-0.004
310,26,2003,77,-0.004
311,26,2003,77,-0.004
312,26,2003,77,-0.004
313,27,2003,80,-0.006
314,27,2003,80,-0.006
315,27,2003,80,-0.006
316,27,2003,80,-0.006
317,27,2003,80,-0.006
318,27,2003,80,-0.006
319,27,2003,80,-0.006
320,27,2003,80,-0.006
321,27,2003,80,-0.006
322,27,2003,80,-0.006
323,27,2003,80,-0.006
324,27,2003,80,-0.006
325,28,2003,83,-0.006
326,28,2003,83,-0.006
327,28,2003,83,-0.006
328,28,2003,83,-0.006
329,28,2003,83,-0.006
330,28,2003,83,-0.006
331,28,2003,83,-0.006
332,28,2003,83,-0.006
333,28,2003,83,-0.006
334,28,2003,83,-0.006
335,28,2003,83,-0.006
336,28,2003,83,-0.006
337,29,2003,86,-0.001
338,29,2003,86,-0.001
339,29,2003,86,-0.001
340,29,2003,86,-0.001
341,29,2003,86,-0.001
342,29,2003,86,-0.001
343,29,2003,86,-0.001
344,29,2003,86,-0.001
345,29,2003,86,-0.001
346,29,2003,86,-0.001
347,29,2003,86,-0.001
348,29,2003,86,-0.001
349,30,2003,89,-0.001
350,30,2003,89,-0.001
351,30,2003,89,-0.001
352,30,2003,89,-0.001
353,30,2003,89,-0.001
354,30,2003,89,-0.001
355,30,2003,89,-0.001
356,30,2003,89,-0.001
357,30,2003,89,-0.001
358,30,2003,89,-0.001
359,30,2003,89,-0.001
360,30,2003,89,-0.001
361,31,2003,92,-0.001
362,31,2003,92,-0.001
363,31,2003,92,-0.001
364,31,2003,92,-0.001
365,31,2003,92,-0.001
366,31,2003,92,-0.001
367,31,2003,92,-0.001
368,31,2003,92,-0.001
369,31,2003,92,-0.001
370,31,2003,92,-0.001
371,31,2003,92,-0.001
372,31,2003,92,-0.001
373,32,2003,95,-0.003
374,32,2003,95,-0.003
375,32,2003,95,-0.003
376,32,2003,95,-0.003
377,32,2003,95,-0.003
378,32,2003,95,-0.003
379,32,2003,95,-0.003
380,32,2003,95,-0.003
381,32,2003,95,-0.003
382,32,2003,95,-0.003
383,32,2003,95,-0.003
384,32,2003,95,-0.003
385,33,2003,98,0.0
386,33,2003,98,0.0
387,33,2003,98,0.0
388,33,2003,98,0.0
389,33,2003,98,0.0
390,33,2003,98,0.0
391,33,2003,98,0.0
392,33,2003,98,0.0
393,33,2003,98,0.0
394,33,2003,98,0.0
395,33,2003,98,0.0
396,33,2003,98,0.0
397,34,2003,101,-0.003
398,34,2003,101,-0.003
399,34,2003,101,-0.003
400,34,2003,101,-0.003
401,34,2003,101,-0.003
402,34,2003,101,-0.003
403,34,2003,101,-0.003
404,34,2003,101,-0.003
405,34,2003,101,-0.003
406,34,2003,101,-0.003
407,34,2003,101,-0.003
408,34,2003,101,-0.003
409,35,2003,104,-0.001
410,35,2003,104,-0.001
411,35,2003,104,-0.001
412,35,2003,104,-0.001
413,35,2003,104,-0.001
414,35,2003,104,-0.001
415,35,2003,104,-0.001
416,35,2003,104,-0.001
417,35,2003,104,-0.001
418,35,2003,104,-0.001
419,35,2003,104,-0.001
420,35,2003,104,-0.001
421,36,2003,107,-0.003
422,36,2003,107,-0.003
423,36,2003,107,-0.003
424,36,2003,107,-0.003
425,36,2003,107,-0.003
426,36,2003,107,-0.003
427,36,2003,107,-0.003
428,36,2003,107,-0.003
429,36,2003,107,-0.003
430,36,2003,107,-0.003
431,36,2003,107,-0.003
432,36,2003,107,-0.003
433,37,2003,110,-0.004
434,37,2003,110,-0.004
435,37,2003,110,-0.004
436,37,2003,110,-0.004
437,37,2003,110,-0.004
438,37,2003,110,-0.004
439,37,2003,110,-0.004
440,37,2003,110,-0.004
441,37,2003,110,-0.004
442,37,2003,110,-0.004
443,37,2003,110,-0.004
444,37,2003,110,-0.004
445,38,2003,113,-0.001
446,38,2003,113,-0.001
447,38,2003,113,-0.001
448,38,2003,113,-0.001
449,38,2003,113,-0.001
450,38,2003,113,-0.001
451,38,2003,113,-0.001
452,38,2003,113,-0.001
453,38,2003,113,-0.001
454,38,2003,113,-0.001
455,38,2003,113,-0.001
456,38,2003,113,-0.001
457,39,2003,116,-0.002
458,39,2003,116,-0.002
459,39,2003,116,-0.002
460,39,2003,116,-0.002
461,39,2003,116,-0.002
462,39,2003,116,-0.002
463,39,2003,116,-0.002
464,39,2003,116,-0.002
465,39,2003,116,-0.002
466,39,2003,116,-0.002
467,39,2003,116,-0.002
468,39,2003,116,-0.002
469,40,2003,119,-0.005
470,40,2003,119,-0.005
471,40,2003,119,-0.005
472,40,2003,119,-0.005
473,40,2003,119,-0.005
474,40,2003,119,-0.005
475,40,2003,119,-0.005
476,40,2003,119,-0.005
477,40,2003,119,-0.005
478,40,2003,119,-0.005
479,40,2003,119,-0.005
480,40,2003,119,-0.005
481,41,2003,122,-0.005
482,41,2003,122,-0.005
483,41,2003,122,-0.005
484,41,2003,122,-0.005
485,41,2003,122,-0.005
486,41,2003,122,-0.005
487,41,2003,122,-0.005
488,41,2003,122,-0.005
489,41,2003,122,-0.005
490,41,2003,122,-0.005
491,41,2003,122,-0.005
492,41,2003,122,-0.005
493,42,2003,125,-0.006
494,42,2003,125,-0.006
495,42,2003,125,-0.006
496,42,2003,125,-0.006
497,42,2003,125,-0.006
498,42,2003,125,-0.006
499,42,2003,125,-0.006
500,42,2003,125,-0.006
501,42,2003,125,-0.006
502,42,2003,125,-0.006
503,42,2003,125,-0.006
504,42,2003,125,-0.006
505,43,2003,128,-0.005
506,43,2003,128,-0.005
507,43,2003,128,-0.005
508,43,2003,128,-0.005
509,43,2003,128,-0.005
510,43,2003,128,-0.005
511,43,2003,128,-0.005
512,43,2003,128,-0.005
513,43,2003,128,-0.005
514,43,2003,128,-0.005
515,43,2003,128,-0.005
516,43,2003,128,-0.005
517,44,2003,131,-0.001
518,44,2003,131,-0.001
519,44,2003,131,-0.001
520,44,2003,131,-0.001
521,44,2003,131,-0.001
522,44,2003,131,-0.001
523,44,2003,131,-0.001
524,44,2003,131,-0.001
525,44,2003,131,-0.001
526,44,2003,131,-0.001
527,44,2003,131,-0.001
528,44,2003,131,-0.001
529,45,2003,134,-0.003
530,45,2003,134,-0.003
531,45,2003,134,-0.003
532,45,2003,134,-0.003
533,45,2003,134,-0.003
534,45,2003,134,-0.003
535,45,2003,134,-0.003
536,45,2003,134,-0.003
537,45,2003,134,-0.003
538,45,2003,134,-0.003
539,45,2003,134,-0.003
540,45,2003,134,-0.003
541,46,2003,137,-0.007
542,46,2003,137,-0.007
543,46,2003,137,-0.007
544,46,2003,137,-0.007
545,46,2003,137,-0.007
546,46,2003,137,-0.007
547,46,2003,137,-0.007
548,46,2003,137,-0.007
549,46,2003,137,-0.007
550,46,2003,137,-0.007
551,46,2003,137,-0.007
552,46,2003,137,-0.007
553,47,2003,140,-0.006
554,47,2003,140,-0.006
555,47,2003,140,-0.006
556,47,2003,140,-0.006
557,47,2003,140,-0.006
558,47,2003,140,-0.006
559,47,2003,140,-0.006
560,47,2003,140,-0.006
561,47,2003,140,-0.006
562,47,2003,140,-0.006
563,47,2003,140,-0.006
564,47,2003,140,-0.006
565,48,2003,143,-0.003
566,48,2003,143,-0.003
567,48,2003,143,-0.003
568,48,2003,143,-0.003
569,48,2003,143,-0.003
570,48,2003,143,-0.003
571,48,2003,143,-0.003
572,48,2003,143,-0.003
573,48,2003,143,-0.003
574,48,2003,143,-0.003
575,48,2003,143,-0.003
576,48,2003,143,-0.003
577,49,2003,146,-0.005
578,49,2003,146,-0.005
579,49,2003,146,-0.005
580,49,2003,146,-0.005
581,49,2003,146,-0.005
582,49,2003,146,-0.005
583,49,2003,146,-0.005
584,49,2003,146,-0.005
585,49,2003,146,-0.005
586,49,2003,146,-0.005
587,49,2003,146,-0.005
588,49,2003,146,-0.005
589,50,2003,149,-0.007
590,50,2003,149,-0.007
591,50,2003,149,-0.007
592,50,2003,149,-0.007
593,50,2003,149,-0.007
594,50,2003,149,-0.007
595,50,2003,149,-0.007
596,50,2003,149,-0.007
597,50,2003,149,-0.007
598,50,2003,149,-0.007
599,50,2003,149,-0.007
600,50,2003,149,-0.007
601,51,2003,152,-0.006
602,51,2003,152,-0.006
603,51,2003,152,-0.006
604,51,2003,152,-0.006
605,51,2003,152,-0.006
606,51,2003,152,-0.006
607,51,2003,152,-0.006
608,51,2003,152,-0.006
609,51,2003,152,-0.006
610,51,2003,152,-0.006
611,51,2003,152,-0.006
612,51,2003,152,-0.006
613,52,2003,155,-0.007
614,52,2003,155,-0.007
615,52,2003,155,-0.007
616,52,2003,155,-0.007
617,52,2003,155,-0.007
618,52,2003,155,-0.007
619,52,2003,155,-0.007
620,52,2003,155,-0.007
621,52,2003,155,-0.007
622,52,2003,155,-0.007
623,52,2003,155,-0.007
624,52,2003,155,-0.007
625,53,2003,158,-0.006
626,53,2003,158,-0.006
627,53,2003,158,-0.006
628,53,2003,158,-0.006
629,53,2003,158,-0.006
630,53,2003,158,-0.006
631,53,2003,158,-0.006
632,53,2003,158,-0.006
633,53,2003,158,-0.006
634,53,2003,158,-0.006
635,53,2003,158,-0.006
636,53,2003,158,-0.006
637,54,2003,161,-0.005
638,54,2003,161,-0.005
639,54,2003,161,-0.005
640,54,2003,161,-0.005
641,54,2003,161,-0.005
642,54,2003,161,-0.005
643,54,2003,161,-0.005
644,54,2003,161,-0.005
645,54,2003,161,-0.005
646,54,2003,161,-0.005
647,54,2003,161,-0.005
648,54,2003,161,-0.005
649,55,2003,164,-0.008
650,55,2003,164,-0.008
651,55,2003,164,-0.008
652,55,2003,164,-0.008
653,55,2003,164,-0.008
654,55,2003,164,-0.008
655,55,2003,164,-0.008
656,55,2003,164,-0.008
657,55,2003,164,-0.008
658,55,2003,164,-0.008
659,55,2003,164,-0.008
660,55,2003,164,-0.008
661,56,2003,167,-0.012
662,56,2003,167,-0.012
663,56,2003,167,-0.012
664,56,2003,167,-0.012
665,56,2003,167,-0.012
666,56,2003,167,-0.012
667,56,2003,167,-0.012
668,56,2003,167,-0.012
669,56,2003,167,-0.012
670,56,2003,167,-0.012
671,56,2003,167,-0.012
672,56,2003,167,-0.012
673,57,2003,170,-0.006
674,57,2003,170,-0.006
675,57,2003,170,-0.006
676,57,2003,170,-0.006
677,57,2003,170,-0.006
678,57,2003,170,-0.006
679,57,2003,170,-0.006
680,57,2003,170,-0.006
681,57,2003,170,-0.006
682,57,2003,170,-0.006
683,57,2003,170,-0.006
684,57,2003,170,-0.006
685,58,2003,173,-0.003
686,58,2003,173,-0.003
687,58,2003,173,-0.003
688,58,2003,173,-0.003
689,58,2003,173,-0.003
690,58,2003,173,-0.003
691,58,2003,173,-0.003
692,58,2003,173,-0.003
693,58,2003,173,-0.003
694,58,2003,173,-0.003
695,58,2003,173,-0.003
696,58,2003,173,-0.003
697,59,2003,176,-0.006
698,59,2003,176,-0.006
699,59,2003,176,-0.006
700,59,2003,176,-0.006
701,59,2003,176,-0.006
702,59,2003,176,-0.006
703,59,2003,176,-0.006
704,59,2003,176,-0.006
705,59,2003,176,-0.006
706,59,2003,176,-0.006
707,59,2003,176,-0.006
708,59,2003,176,-0.006
709,60,2003,179,-0.007
710,60,2003,179,-0.007
711,60,2003,179,-0.007
712,60,2003,179,-0.007
713,60,2003,179,-0.007
714,60,2003,179,-0.007
715,60,2003,179,-0.007
716,60,2003,179,-0.007
717,60,2003,179,-0.007
718,60,2003,179,-0.007
719,60,2003,179,-0.007
720,60,2003,179,-0.007
721,61,2003,182,-0.008
722,61,2003,182,-0.008
723,61,2003,182,-0.008
724,61,2003,182,-0.008
725,61,2003,182,-0.008
726,61,2003,182,-0.008
727,61,2003,182,-0.008
728,61,2003,182,-0.008
729,61,2003,182,-0.008
730,61,2003,182,-0.008
731,61,2003,182,-0.008
732,61,2003,182,-0.008
733,62,2003,185,-0.008
734,62,2003,185,-0.008
735,62,2003,185,-0.008
736,62,2003,185,-0.008
737,62,2003,185,-0.008
738,62,2003,185,-0.008
739,62,2003,185,-0.008
740,62,2003,185,-0.008
741,62,2003,185,-0.008
742,62,2003,185,-0.008
743,62,2003,185,-0.008
744,62,2003,185,-0.008
745,63,2003,188,-0.005
746,63,2003,188,-0.005
747,63,2003,188,-0.005
748,63,2003,188,-0.005
749,63,2003,188,-0.005
750,63,2003,188,-0.005
751,63,2003,188,-0.005
752,63,2003,188,-0.005
753,63,2003,188,-0.005
754,63,2003,188,-0.005
755,63,2003,188,-0.005
756,63,2003,188,-0.005
757,64,2003,191,-0.008
758,64,2003,191,-0.008
759,64,2003,191,-0.008
760,64,2003,191,-0.008
761,64,2003,191,-0.008
762,64,2003,191,-0.008
763,64,2003,191,-0.008
764,64,2003,191,-0.008
765,64,2003,191,-0.008
766,64,2003,191,-0.008
767,64,2003,191,-0.008
768,64,2003,191,-0.008
769,65,2003,194,-0.007
770,65,2003,194,-0.007
771,65,2003,194,-0.007
772,65,2003,194,-0.007
773,65,2003,194,-0.007
774,65,2003,194,-0.007
775,65,2003,194,-0.007
776,65,2003,194,-0.007
777,65,2003,194,-0.007
778,65,2003,194,-0.007
779,65,2003,194,-0.007
780,65,2003,194,-0.007
781,66,2003,197,-0.009
782,66,2003,197,-0.009
783,66,2003,197,-0.009
784,66,2003,197,-0.009
785,66,2003,197,-0.009
786,66,2003,197,-0.009
787,66,2003,197,-0.009
788,66,2003,197,-0.009
789,66,2003,197,-0.009
790,66,2003,197,-0.009
791,66,2003,197,-0.009
792,66,2003,197,-0.009
793,67,2003,200,-0.005
794,67,2003,200,-0.005
795,67,2003,200,-0.005
796,67,2003,200,-0.005
797,67,2003,200,-0.005
798,67,2003,200,-0.005
799,67,2003,200,-0.005
800,67,2003,200,-0.005
801,67,2003,200,-0.005
802,67,2003,200,-0.005
803,67,2003,200,-0.005
804,67,2003,200,-0.005
805,68,2003,203,-0.006
806,68,2003,203,-0.006
807,68,2003,203,-0.006
808,68,2003,203,-0.006
809,68,2003,203,-0.006
810,68,2003,203,-0.006
811,68,2003,203,-0.006
812,68,2003,203,-0.006
813,68,2003,203,-0.006
814,68,2003,203,-0.006
815,68,2003,203,-0.006
816,68,2003,203,-0.006
817,69,2003,206,-0.007
818,69,2003,206,-0.007
819,69,2003,206,-0.007
820,69,2003,206,-0.007
821,69,2003,206,-0.007
822,69,2003,206,-0.007
823,69,2003,206,-0.007
824,69,2003,206,-0.007
825,69,2003,206,-0.007
826,69,2003,206,-0.007
827,69,2003,206,-0.007
828,69,2003,206,-0.007
829,70,2003,209,-0.008
830,70,2003,209,-0.008
831,70,2003,209,-0.008
832,70,2003,209,-0.008
833,70,2003,209,-0.008
834,70,2003,209,-0.008
835,70,2003,209,-0.008
836,70,2003,209,-0.008
837,70,2003,209,-0.008
838,70,2003,209,-0.008
839,70,2003,209,-0.008
840,70,2003,209,-0.008
841,71,2003,212,-0.008
842,71,2003,212,-0.008
843,71,2003,212,-0.008
844,71,2003,212,-0.008
845,71,2003,212,-0.008
846,71,2003,212,-0.008
847,71,2003,212,-0.008
848,71,2003,212,-0.008
849,71,2003,212,-0.008
850,71,2003,212,-0.008
851,71,2003,212,-0.008
852,71,2003,212,-0.008
853,72,2003,215,-0.007
854,72,2003,215,-0.007
855,72,2003,215,-0.007
856,72,2003,215,-0.007
857,72,2003,215,-0.007
858,72,2003,215,-0.007
859,72,2003,215,-0.007
860,72,2003,215,-0.007
861,72,2003,215,-0.007
862,72,2003,215,-0.007
863,72,2003,215,-0.007
864,72,2003,215,-0.007
865,73,2003,218,-0.006
866,73,2003,218,-0.006
867,73,2003,218,-0.006
868,73,2003,218,-0.006
869,73,2003,218,-0.006
870,73,2003,218,-0.006
871,73,2003,218,-0.006
872,73,2003,218,-0.006
873,73,2003,218,-0.006
874,73,2003,218,-0.006
875,73,2003,218,-0.006
876,73,2003,218,-0.006
877,74,2003,221,-0.008
878,74,2003,221,-0.008
879,74,2003,221,-0.008
880,74,2003,221,-0.008
881,74,2003,221,-0.008
882,74,2003,221,-0.008
883,74,2003,221,-0.008
884,74,2003,221,-0.008
885,74,2003,221,-0.008
886,74,2003,221,-0.008
887,74,2003,221,-0.008
888,74,2003,221,-0.008
889,75,2003,224,-0.008
890,75,2003,224,-0.008
891,75,2003,224,-0.008
892,75,2003,224,-0.008
893,75,2003,224,-0.008
894,75,2003,224,-0.008
895,75,2003,224,-0.008
896,75,2003,224,-0.008
897,75,2003,224,-0.008
898,75,2003,224,-0.008
899,75,2003,224,-0.008
900,75,2003,224,-0.008
901,76,2003,227,-0.007
902,76,2003,227,-0.007
903,76,2003,227,-0.007
904,76,2003,227,-0.007
905,76,2003,227,-0.007
906,76,2003,227,-0.007
907,76,2003,227,-0.007
908,76,2003,227,-0.007
909,76,2003,227,-0.007
910,76,2003,227,-0.007
911,76,2003,227,-0.007
912,76,2003,227,-0.007
913,77,2003,230,-0.007
914,77,2003,230,-0.007
915,77,2003,230,-0.007
916,77,2003,230,-0.007
917,77,2003,230,-0.007
918,77,2003,230,-0.007
919,77,2003,230,-0.007
920,77,2003,230,-0.007
921,77,2003,230,-0.007
922,77,2003,230,-0.007
923,77,2003,230,-0.007
924,77,2003,230,-0.007
925,78,2003,233,-0.008
926,78,2003,233,-0.008
927,78,2003,233,-0.008
928,78,2003,233,-0.008
929,78,2003,233,-0.008
930,78,2003,233,-0.008
931,78,2003,233,-0.008
932,78,2003,233,-0.008
933,78,2003,233,-0.008
934,78,2003,233,-0.008
935,78,2003,233,-0.008
936,78,2003,233,-0.008
937,79,2003,236,-0.007
938,79,2003,236,-0.007
939,79,2003,236,-0.007
940,79,2003,236,-0.007
941,79,2003,236,-0.007
942,79,2003,236,-0.007
943,79,2003,236,-0.007
944,79,2003,236,-0.007
945,79,2003,236,-0.007
946,79,2003,236,-0.007
947,79,2003,236,-0.007
948,79,2003,236,-0.007
949,80,2003,239,-0.008
950,80,2003,239,-0.008
951,80,2003,239,-0.008
952,80,2003,239,-0.008
953,80,2003,239,-0.008
954,80,2003,239,-0.008
955,80,2003,239,-0.008
956,80,2003,239,-0.008
957,80,2003,239,-0.008
958,80,2003,239,-0.008
959,80,2003,239,-0.008
960,80,2003,239,-0.008
961,81,2003,242,-0.008
962,81,2003,242,-0.008
963,81,2003,242,-0.008
964,81,2003,242,-0.008
965,81,2003,242,-0.008
966,81,2003,242,-0.008
967,81,2003,242,-0.008
968,81,2003,242,-0.008
969,81,2003,242,-0.008
970,81,2003,242,-0.008
971,81,2003,242,-0.008
972,81,2003,242,-0.008
973,82,2003,245,-0.006
974,82,2003,245,-0.006
975,82,2003,245,-0.006
976,82,2003,245,-0.006
977,82,2003,245,-0.006
978,82,2003,245,-0.006
979,82,2003,245,-0.006
980,82,2003,245,-0.006
981,82,2003,245,-0.006
982,82,2003,245,-0.006
983,82,2003,245,-0.006
984,82,2003,245,-0.006
985,83,2003,248,-0.007
986,83,2003,248,-0.007
987,83,2003,248,-0.007
988,83,2003,248,-0.007
989,83,2003,248,-0.007
990,83,2003,248,-0.007
991,83,2003,248,-0.007
992,83,2003,248,-0.007
993,83,2003,248,-0.007
994,83,2003,248,-0.007
995,83,2003,248,-0.007
996,83,2003,248,-0.007
