threeday_yrmo,threeday_yr,year,dayofyear,varvarmixing_m
1987,1987,1994,200,11.3
1988,1988,1994,203,12.3
1989,1989,1994,206,12.4
1990,1990,1994,209,11.2
1991,1991,1994,212,10.4
1992,1992,1994,215,10.5
1993,1993,1994,218,11.2
1994,1994,1994,221,11.7
1995,1995,1994,224,11.2
1996,1996,1994,227,10.9
1997,1997,1994,230,11.6
1998,1998,1994,233,12.3
1999,1999,1994,236,12.0
2000,2000,1994,239,10.5
2001,2001,1994,242,10.2
2002,2002,1994,245,10.3
2003,2003,1994,248,11.2
2004,2004,1994,251,12.4
2005,2005,1994,254,12.6
2006,2006,1994,257,11.7
2007,2007,1994,260,11.7
2008,2008,1994,263,11.6
2009,2009,1994,266,11.0
2010,2010,1994,269,10.6
2011,2011,1994,272,10.3
2012,2012,1994,275,10.7
2013,2013,1994,278,12.1
2014,2014,1994,281,13.6
2015,2015,1994,284,12.9
2016,2016,1994,287,11.5
2017,2017,1994,290,11.7
2018,2018,1994,293,12.7
2019,2019,1994,296,13.3
2020,2020,1994,299,14.3
2021,2021,1994,302,11.5
2022,2022,1994,305,15.3
2023,2023,1994,308,19.0
2024,2024,1994,311,21.5
2025,2025,1994,314,21.8
2026,2026,1994,317,14.7
2027,2027,1994,320,14.9
2028,2028,1994,323,16.3
2029,2029,1994,326,18.4
2030,2030,1994,329,17.7
2031,2031,1994,332,17.3
2032,2032,1994,335,18.3
2033,2033,1994,338,18.9
2034,2034,1994,341,19.3
2035,2035,1994,344,16.1
2036,2036,1994,347,15.3
2037,2037,1994,350,18.6
2038,2038,1994,353,24.2
2039,2039,1994,356,21.7
2040,2040,1994,360,17.4
2041,2041,1995,2,17.1
2042,2042,1995,5,16.9
2043,2043,1995,8,14.6
2044,2044,1995,11,15.4
2045,2045,1995,14,15.5
2046,2046,1995,17,17.2
2047,2047,1995,20,19.5
2048,2048,1995,23,16.5
2049,2049,1995,26,13.6
2050,2050,1995,29,18.9
2051,2051,1995,32,20.4
2052,2052,1995,35,17.6
2053,2053,1995,38,13.0
2054,2054,1995,41,11.2
2055,2055,1995,44,16.9
2056,2056,1995,47,20.7
2057,2057,1995,50,19.9
2058,2058,1995,53,16.5
2059,2059,1995,56,15.6
2060,2060,1995,59,16.6
2061,2061,1995,62,17.4
2062,2062,1995,65,14.1
2063,2063,1995,68,13.1
2064,2064,1995,71,13.0
2065,2065,1995,74,17.7
2066,2066,1995,77,16.8
2067,2067,1995,80,24.6
2068,2068,1995,83,18.1
2069,2069,1995,86,14.9
2070,2070,1995,89,14.6
2071,2071,1995,92,14.8
2072,2072,1995,95,13.2
2073,2073,1995,98,13.4
2074,2074,1995,101,13.5
2075,2075,1995,104,14.0
2076,2076,1995,107,15.2
2077,2077,1995,110,15.9
2078,2078,1995,113,13.7
2079,2079,1995,116,12.1
2080,2080,1995,119,12.8
2081,2081,1995,122,13.7
2082,2082,1995,125,12.4
2083,2083,1995,128,10.5
2084,2084,1995,131,10.7
2085,2085,1995,134,13.0
2086,2086,1995,137,13.7
2087,2087,1995,140,12.3
2088,2088,1995,143,10.9
2089,2089,1995,146,11.0
2090,2090,1995,149,12.1
2091,2091,1995,152,12.3
2092,2092,1995,155,11.2
2093,2093,1995,158,10.4
2094,2094,1995,161,10.9
2095,2095,1995,164,13.5
2096,2096,1995,167,15.5
2097,2097,1995,170,13.4
2098,2098,1995,173,11.5
2099,2099,1995,176,11.5
2100,2100,1995,179,10.9
2101,2101,1995,182,10.9
2102,2102,1995,185,10.5
2103,2103,1995,188,10.6
2104,2104,1995,191,12.0
2105,2105,1995,194,14.1
2106,2106,1995,197,13.8
2107,2107,1995,200,10.5
2108,2108,1995,203,10.3
2109,2109,1995,206,11.0
2110,2110,1995,209,12.0
2111,2111,1995,212,11.6
2112,2112,1995,215,10.7
2113,2113,1995,218,10.9
2114,2114,1995,221,12.2
2115,2115,1995,224,13.3
2116,2116,1995,227,12.4
2117,2117,1995,230,10.9
2118,2118,1995,233,10.5
2119,2119,1995,236,10.6
2120,2120,1995,239,10.8
2121,2121,1995,242,11.2
2122,2122,1995,245,11.1
2123,2123,1995,248,10.9
2124,2124,1995,251,12.0
2125,2125,1995,254,12.5
2126,2126,1995,257,11.4
2127,2127,1995,260,10.3
2128,2128,1995,263,10.2
2129,2129,1995,266,10.6
2130,2130,1995,269,11.6
2131,2131,1995,272,12.7
2132,2132,1995,275,12.5
2133,2133,1995,278,12.1
2134,2134,1995,281,12.7
2135,2135,1995,284,14.0
2136,2136,1995,287,13.1
2137,2137,1995,290,11.5
2138,2138,1995,293,10.7
2139,2139,1995,296,11.6
2140,2140,1995,299,15.1
2141,2141,1995,302,14.8
2142,2142,1995,305,12.3
2143,2143,1995,308,11.9
2144,2144,1995,311,13.6
2145,2145,1995,314,15.8
2146,2146,1995,317,13.6
2147,2147,1995,320,11.2
2148,2148,1995,323,13.8
2149,2149,1995,326,14.4
2150,2150,1995,329,16.8
2151,2151,1995,332,15.5
2152,2152,1995,335,12.7
2153,2153,1995,338,16.7
2154,2154,1995,341,15.4
2155,2155,1995,344,16.8
2156,2156,1995,347,16.6
2157,2157,1995,350,15.9
2158,2158,1995,353,17.1
2159,2159,1995,356,18.2
2160,2160,1995,360,14.4
2161,2161,1996,2,13.8
2162,2162,1996,5,17.1
2163,2163,1996,8,18.7
2164,2164,1996,11,16.7
2165,2165,1996,14,14.6
2166,2166,1996,17,16.7
2167,2167,1996,20,17.6
2168,2168,1996,23,16.7
2169,2169,1996,26,14.5
2170,2170,1996,29,15.7
2171,2171,1996,32,15.4
2172,2172,1996,35,14.7
2173,2173,1996,38,16.0
2174,2174,1996,41,15.3
2175,2175,1996,44,12.5
2176,2176,1996,47,13.6
2177,2177,1996,50,17.1
2178,2178,1996,53,20.3
2179,2179,1996,56,15.4
2180,2180,1996,59,14.9
2181,2181,1996,62,13.8
2182,2182,1996,65,14.8
2183,2183,1996,68,14.2
2184,2184,1996,71,13.3
2185,2185,1996,74,12.7
2186,2186,1996,77,13.4
2187,2187,1996,80,15.9
2188,2188,1996,83,15.9
2189,2189,1996,86,14.6
2190,2190,1996,89,12.2
2191,2191,1996,92,11.7
2192,2192,1996,95,13.3
2193,2193,1996,98,14.9
2194,2194,1996,101,14.3
2195,2195,1996,104,13.4
2196,2196,1996,107,15.0
2197,2197,1996,110,18.3
2198,2198,1996,113,15.9
2199,2199,1996,116,13.8
2200,2200,1996,119,10.9
2201,2201,1996,122,10.8
2202,2202,1996,125,11.6
2203,2203,1996,128,13.5
2204,2204,1996,131,12.9
2205,2205,1996,134,12.4
2206,2206,1996,137,13.7
2207,2207,1996,140,15.0
2208,2208,1996,143,14.0
2209,2209,1996,146,10.7
2210,2210,1996,149,10.4
2211,2211,1996,152,11.1
2212,2212,1996,155,13.2
2213,2213,1996,158,13.5
2214,2214,1996,161,11.5
2215,2215,1996,164,11.7
2216,2216,1996,167,12.1
2217,2217,1996,170,11.5
2218,2218,1996,173,10.8
2219,2219,1996,176,10.2
2220,2220,1996,179,10.5
2221,2221,1996,182,11.9
2222,2222,1996,185,12.6
2223,2223,1996,188,11.7
2224,2224,1996,191,10.5
2225,2225,1996,194,10.5
2226,2226,1996,197,10.9
2227,2227,1996,200,10.8
2228,2228,1996,203,10.7
2229,2229,1996,206,10.4
2230,2230,1996,209,10.6
2231,2231,1996,212,11.9
2232,2232,1996,215,12.4
2233,2233,1996,218,11.4
2234,2234,1996,221,10.7
2235,2235,1996,224,10.6
2236,2236,1996,227,10.8
2237,2237,1996,230,10.8
2238,2238,1996,233,10.8
2239,2239,1996,236,10.8
2240,2240,1996,239,11.0
2241,2241,1996,242,12.1
2242,2242,1996,245,12.6
2243,2243,1996,248,11.1
2244,2244,1996,251,10.5
2245,2245,1996,254,10.7
2246,2246,1996,257,10.9
2247,2247,1996,260,11.6
2248,2248,1996,263,11.5
2249,2249,1996,266,10.9
2250,2250,1996,269,11.4
2251,2251,1996,272,12.1
2252,2252,1996,275,12.4
2253,2253,1996,278,10.8
2254,2254,1996,281,10.3
2255,2255,1996,284,10.5
2256,2256,1996,287,11.6
2257,2257,1996,290,13.5
2258,2258,1996,293,16.0
2259,2259,1996,296,14.6
2260,2260,1996,299,14.7
2261,2261,1996,302,14.6
2262,2262,1996,305,13.0
2263,2263,1996,308,10.8
2264,2264,1996,311,10.5
2265,2265,1996,314,12.4
2266,2266,1996,317,13.4
2267,2267,1996,320,15.1
2268,2268,1996,323,13.8
2269,2269,1996,326,13.8
2270,2270,1996,329,13.5
2271,2271,1996,332,15.5
2272,2272,1996,335,15.3
2273,2273,1996,338,14.6
2274,2274,1996,341,13.1
2275,2275,1996,344,15.4
2276,2276,1996,347,20.0
2277,2277,1996,350,18.8
2278,2278,1996,353,13.5
2279,2279,1996,356,12.6
2280,2280,1996,361,15.9
2281,2281,1997,2,14.5
2282,2282,1997,5,12.6
2283,2283,1997,8,16.9
2284,2284,1997,11,18.0
2285,2285,1997,14,16.0
2286,2286,1997,17,13.2
2287,2287,1997,20,14.4
2288,2288,1997,23,17.0
2289,2289,1997,26,16.6
2290,2290,1997,29,13.7
2291,2291,1997,32,11.8
2292,2292,1997,35,13.6
2293,2293,1997,38,17.5
2294,2294,1997,41,17.2
2295,2295,1997,44,16.5
2296,2296,1997,47,13.0
2297,2297,1997,50,16.7
2298,2298,1997,53,15.7
2299,2299,1997,56,14.5
2300,2300,1997,59,12.8
2301,2301,1997,62,14.6
2302,2302,1997,65,15.2
2303,2303,1997,68,20.4
2304,2304,1997,71,18.9
2305,2305,1997,74,15.8
2306,2306,1997,77,15.7
2307,2307,1997,80,13.9
2308,2308,1997,83,14.1
2309,2309,1997,86,13.9
2310,2310,1997,89,15.7
2311,2311,1997,92,13.9
2312,2312,1997,95,15.8
2313,2313,1997,98,15.0
2314,2314,1997,101,15.2
2315,2315,1997,104,13.0
2316,2316,1997,107,12.1
2317,2317,1997,110,12.1
2318,2318,1997,113,12.6
2319,2319,1997,116,13.4
2320,2320,1997,119,12.7
2321,2321,1997,122,12.0
2322,2322,1997,125,14.3
2323,2323,1997,128,16.0
2324,2324,1997,131,13.2
2325,2325,1997,134,10.4
2326,2326,1997,137,10.2
2327,2327,1997,140,10.5
2328,2328,1997,143,11.6
2329,2329,1997,146,12.9
2330,2330,1997,149,12.5
2331,2331,1997,152,12.0
2332,2332,1997,155,13.8
2333,2333,1997,158,14.7
2334,2334,1997,161,11.6
2335,2335,1997,164,10.1
2336,2336,1997,167,10.2
2337,2337,1997,170,11.1
2338,2338,1997,173,12.7
2339,2339,1997,176,12.6
2340,2340,1997,179,11.2
2341,2341,1997,182,11.0
2342,2342,1997,185,12.1
2343,2343,1997,188,11.4
2344,2344,1997,191,11.0
2345,2345,1997,194,10.2
2346,2346,1997,197,10.3
2347,2347,1997,200,10.7
2348,2348,1997,203,11.7
2349,2349,1997,206,11.5
2350,2350,1997,209,10.4
2351,2351,1997,212,10.7
2352,2352,1997,215,11.3
2353,2353,1997,218,10.8
2354,2354,1997,221,10.2
2355,2355,1997,224,10.1
2356,2356,1997,227,10.5
2357,2357,1997,230,11.4
2358,2358,1997,233,12.4
2359,2359,1997,236,11.8
2360,2360,1997,239,11.2
2361,2361,1997,242,11.5
2362,2362,1997,245,11.1
2363,2363,1997,248,10.6
2364,2364,1997,251,10.5
2365,2365,1997,254,10.3
2366,2366,1997,257,10.9
2367,2367,1997,260,13.5
2368,2368,1997,263,14.3
2369,2369,1997,266,12.0
2370,2370,1997,269,10.9
2371,2371,1997,272,11.1
2372,2372,1997,275,13.0
2373,2373,1997,278,13.0
2374,2374,1997,281,13.9
2375,2375,1997,284,15.4
2376,2376,1997,287,12.6
2377,2377,1997,290,13.9
2378,2378,1997,293,12.8
2379,2379,1997,296,11.3
2380,2380,1997,299,10.6
2381,2381,1997,302,11.9
2382,2382,1997,305,12.7
2383,2383,1997,308,14.7
2384,2384,1997,311,13.4
2385,2385,1997,314,11.1
2386,2386,1997,317,12.3
2387,2387,1997,320,15.1
2388,2388,1997,323,15.3
2389,2389,1997,326,12.4
2390,2390,1997,329,11.9
2391,2391,1997,332,14.9
2392,2392,1997,335,16.8
2393,2393,1997,338,16.8
2394,2394,1997,341,12.9
2395,2395,1997,344,13.0
2396,2396,1997,347,17.9
2397,2397,1997,350,25.5
2398,2398,1997,353,18.9
2399,2399,1997,356,15.9
2400,2400,1997,360,15.3
2401,2401,1998,2,18.7
2402,2402,1998,5,16.3
2403,2403,1998,8,14.8
2404,2404,1998,11,20.2
2405,2405,1998,14,21.4
2406,2406,1998,17,19.6
2407,2407,1998,20,15.2
2408,2408,1998,23,18.8
2409,2409,1998,26,23.1
2410,2410,1998,29,21.2
2411,2411,1998,32,18.6
2412,2412,1998,35,15.4
2413,2413,1998,38,13.6
2414,2414,1998,41,18.6
2415,2415,1998,44,24.0
2416,2416,1998,47,16.8
2417,2417,1998,50,20.2
2418,2418,1998,53,20.6
2419,2419,1998,56,17.4
2420,2420,1998,59,16.5
2421,2421,1998,62,16.1
2422,2422,1998,65,13.4
2423,2423,1998,68,14.7
2424,2424,1998,71,16.9
2425,2425,1998,74,14.9
2426,2426,1998,77,12.9
2427,2427,1998,80,11.1
2428,2428,1998,83,11.8
2429,2429,1998,86,14.3
2430,2430,1998,89,16.0
2431,2431,1998,92,15.1
2432,2432,1998,95,12.6
2433,2433,1998,98,12.0
2434,2434,1998,101,12.7
2435,2435,1998,104,12.6
2436,2436,1998,107,12.1
2437,2437,1998,110,11.6
2438,2438,1998,113,12.3
2439,2439,1998,116,13.9
2440,2440,1998,119,15.8
2441,2441,1998,122,13.1
2442,2442,1998,125,11.0
2443,2443,1998,128,11.2
2444,2444,1998,131,11.9
2445,2445,1998,134,12.8
2446,2446,1998,137,12.6
2447,2447,1998,140,11.1
2448,2448,1998,143,11.4
2449,2449,1998,146,14.6
2450,2450,1998,149,15.8
2451,2451,1998,152,11.9
2452,2452,1998,155,10.3
2453,2453,1998,158,10.7
2454,2454,1998,161,11.5
2455,2455,1998,164,11.8
2456,2456,1998,167,10.8
2457,2457,1998,170,10.7
2458,2458,1998,173,12.2
2459,2459,1998,176,14.6
2460,2460,1998,179,14.5
2461,2461,1998,182,11.1
2462,2462,1998,185,10.3
2463,2463,1998,188,10.9
2464,2464,1998,191,11.2
2465,2465,1998,194,12.1
2466,2466,1998,197,11.9
2467,2467,1998,200,11.6
2468,2468,1998,203,12.1
2469,2469,1998,206,11.8
2470,2470,1998,209,11.1
2471,2471,1998,212,10.3
2472,2472,1998,215,10.4
2473,2473,1998,218,10.9
2474,2474,1998,221,11.9
2475,2475,1998,224,12.3
2476,2476,1998,227,10.9
2477,2477,1998,230,11.0
2478,2478,1998,233,11.9
2479,2479,1998,236,11.9
2480,2480,1998,239,10.9
2481,2481,1998,242,10.2
2482,2482,1998,245,10.3
2483,2483,1998,248,11.2
2484,2484,1998,251,12.2
2485,2485,1998,254,12.3
2486,2486,1998,257,11.4
2487,2487,1998,260,11.3
2488,2488,1998,263,11.7
2489,2489,1998,266,11.5
2490,2490,1998,269,10.9
2491,2491,1998,272,10.5
2492,2492,1998,275,10.7
2493,2493,1998,278,12.1
2494,2494,1998,281,14.2
2495,2495,1998,284,14.4
2496,2496,1998,287,13.8
2497,2497,1998,290,12.9
2498,2498,1998,293,12.4
2499,2499,1998,296,11.8
2500,2500,1998,299,11.8
2501,2501,1998,302,11.5
2502,2502,1998,305,13.4
2503,2503,1998,308,14.7
2504,2504,1998,311,16.7
2505,2505,1998,314,13.8
2506,2506,1998,317,12.9
2507,2507,1998,320,14.8
2508,2508,1998,323,15.1
2509,2509,1998,326,17.9
2510,2510,1998,329,23.5
2511,2511,1998,332,16.0
2512,2512,1998,335,20.4
2513,2513,1998,338,20.1
2514,2514,1998,341,22.3
2515,2515,1998,344,21.3
2516,2516,1998,347,20.1
2517,2517,1998,350,18.7
2518,2518,1998,353,21.1
2519,2519,1998,356,18.2
2520,2520,1998,360,17.2
2521,2521,1999,2,17.8
2522,2522,1999,5,16.5
2523,2523,1999,8,13.2
2524,2524,1999,11,11.5
2525,2525,1999,14,14.5
2526,2526,1999,17,17.3
2527,2527,1999,20,19.0
2528,2528,1999,23,17.5
2529,2529,1999,26,14.2
2530,2530,1999,29,17.7
2531,2531,1999,32,20.7
2532,2532,1999,35,22.3
2533,2533,1999,38,21.1
2534,2534,1999,41,16.4
2535,2535,1999,44,23.6
2536,2536,1999,47,22.8
2537,2537,1999,50,19.4
2538,2538,1999,53,24.3
2539,2539,1999,56,22.1
2540,2540,1999,59,23.8
2541,2541,1999,62,22.6
2542,2542,1999,65,16.9
2543,2543,1999,68,16.4
2544,2544,1999,71,16.0
2545,2545,1999,74,15.4
2546,2546,1999,77,18.6
2547,2547,1999,80,15.7
2548,2548,1999,83,15.0
2549,2549,1999,86,17.0
2550,2550,1999,89,24.7
2551,2551,1999,92,16.1
2552,2552,1999,95,14.2
2553,2553,1999,98,12.6
2554,2554,1999,101,11.8
2555,2555,1999,104,12.8
2556,2556,1999,107,14.0
2557,2557,1999,110,14.7
2558,2558,1999,113,13.3
2559,2559,1999,116,12.0
2560,2560,1999,119,11.9
2561,2561,1999,122,11.8
2562,2562,1999,125,12.3
2563,2563,1999,128,11.7
2564,2564,1999,131,10.9
2565,2565,1999,134,12.3
2566,2566,1999,137,13.9
2567,2567,1999,140,14.1
2568,2568,1999,143,11.4
2569,2569,1999,146,10.5
2570,2570,1999,149,10.9
2571,2571,1999,152,11.2
2572,2572,1999,155,11.3
2573,2573,1999,158,10.8
2574,2574,1999,161,11.3
2575,2575,1999,164,13.0
2576,2576,1999,167,13.7
2577,2577,1999,170,12.4
2578,2578,1999,173,10.7
2579,2579,1999,176,10.8
2580,2580,1999,179,11.1
2581,2581,1999,182,11.5
2582,2582,1999,185,10.9
2583,2583,1999,188,10.4
2584,2584,1999,191,10.8
2585,2585,1999,194,11.6
2586,2586,1999,197,11.3
2587,2587,1999,200,10.5
2588,2588,1999,203,10.2
2589,2589,1999,206,10.4
2590,2590,1999,209,11.0
2591,2591,1999,212,11.3
2592,2592,1999,215,10.8
2593,2593,1999,218,10.5
2594,2594,1999,221,11.4
2595,2595,1999,224,12.1
2596,2596,1999,227,11.8
2597,2597,1999,230,10.5
2598,2598,1999,233,10.2
2599,2599,1999,236,10.4
2600,2600,1999,239,10.9
2601,2601,1999,242,11.2
2602,2602,1999,245,10.9
2603,2603,1999,248,10.8
2604,2604,1999,251,11.6
2605,2605,1999,254,11.7
2606,2606,1999,257,10.8
2607,2607,1999,260,10.3
2608,2608,1999,263,10.2
2609,2609,1999,266,10.5
2610,2610,1999,269,12.9
2611,2611,1999,272,12.5
2612,2612,1999,275,12.2
2613,2613,1999,278,11.4
2614,2614,1999,281,12.2
2615,2615,1999,284,12.7
2616,2616,1999,287,11.8
2617,2617,1999,290,10.7
2618,2618,1999,293,10.5
2619,2619,1999,296,11.2
2620,2620,1999,299,13.8
2621,2621,1999,302,20.0
2622,2622,1999,305,14.9
2623,2623,1999,308,12.8
2624,2624,1999,311,13.5
2625,2625,1999,314,21.1
2626,2626,1999,317,14.7
2627,2627,1999,320,12.3
2628,2628,1999,323,11.6
2629,2629,1999,326,13.6
2630,2630,1999,329,19.0
2631,2631,1999,332,20.4
2632,2632,1999,335,16.3
2633,2633,1999,338,16.2
2634,2634,1999,341,17.2
2635,2635,1999,344,21.6
2636,2636,1999,347,17.5
2637,2637,1999,350,12.8
2638,2638,1999,353,13.7
2639,2639,1999,356,15.2
2640,2640,1999,360,15.5
2641,2641,2000,2,13.9
2642,2642,2000,5,16.5
2643,2643,2000,8,18.6
2644,2644,2000,11,18.0
2645,2645,2000,14,17.8
2646,2646,2000,17,17.4
2647,2647,2000,20,18.1
2648,2648,2000,23,17.4
2649,2649,2000,26,14.4
2650,2650,2000,29,11.7
2651,2651,2000,32,15.8
2652,2652,2000,35,14.8
2653,2653,2000,38,15.9
2654,2654,2000,41,15.7
2655,2655,2000,44,13.6
2656,2656,2000,47,13.8
2657,2657,2000,50,16.6
2658,2658,2000,53,18.7
2659,2659,2000,56,17.8
2660,2660,2000,59,12.9
2661,2661,2000,62,16.8
2662,2662,2000,65,16.8
2663,2663,2000,68,15.7
2664,2664,2000,71,14.5
2665,2665,2000,74,14.3
2666,2666,2000,77,16.4
2667,2667,2000,80,18.4
2668,2668,2000,83,17.2
2669,2669,2000,86,13.2
2670,2670,2000,89,11.4
2671,2671,2000,92,11.2
2672,2672,2000,95,12.3
2673,2673,2000,98,13.4
2674,2674,2000,101,13.7
2675,2675,2000,104,12.8
2676,2676,2000,107,13.6
2677,2677,2000,110,14.6
2678,2678,2000,113,13.9
2679,2679,2000,116,13.5
2680,2680,2000,119,13.1
2681,2681,2000,122,12.8
2682,2682,2000,125,14.7
2683,2683,2000,128,16.3
2684,2684,2000,131,14.7
2685,2685,2000,134,11.6
2686,2686,2000,137,11.2
2687,2687,2000,140,12.2
2688,2688,2000,143,13.0
2689,2689,2000,146,11.5
2690,2690,2000,149,10.4
2691,2691,2000,152,11.4
2692,2692,2000,155,13.0
2693,2693,2000,158,13.3
2694,2694,2000,161,12.3
2695,2695,2000,164,12.3
2696,2696,2000,167,13.1
2697,2697,2000,170,11.3
2698,2698,2000,173,10.8
2699,2699,2000,176,10.4
2700,2700,2000,179,10.3
2701,2701,2000,182,11.4
2702,2702,2000,185,13.7
2703,2703,2000,188,14.0
2704,2704,2000,191,11.3
2705,2705,2000,194,11.0
2706,2706,2000,197,11.5
2707,2707,2000,200,10.9
2708,2708,2000,203,10.8
2709,2709,2000,206,10.5
2710,2710,2000,209,11.2
2711,2711,2000,212,13.1
2712,2712,2000,215,12.8
2713,2713,2000,218,10.8
2714,2714,2000,221,10.4
2715,2715,2000,224,10.4
2716,2716,2000,227,11.0
2717,2717,2000,230,11.4
2718,2718,2000,233,11.3
2719,2719,2000,236,11.0
2720,2720,2000,239,11.2
2721,2721,2000,242,11.6
2722,2722,2000,245,11.7
2723,2723,2000,248,11.0
2724,2724,2000,251,10.4
2725,2725,2000,254,10.6
2726,2726,2000,257,11.2
2727,2727,2000,260,11.1
2728,2728,2000,263,11.3
2729,2729,2000,266,11.4
2730,2730,2000,269,11.4
2731,2731,2000,272,12.2
2732,2732,2000,275,12.6
2733,2733,2000,278,10.9
2734,2734,2000,281,10.2
2735,2735,2000,284,10.4
2736,2736,2000,287,11.0
2737,2737,2000,290,12.5
2738,2738,2000,293,14.0
2739,2739,2000,296,13.3
2740,2740,2000,299,12.9
2741,2741,2000,302,14.9
2742,2742,2000,305,14.5
2743,2743,2000,308,12.1
2744,2744,2000,311,10.9
2745,2745,2000,314,11.3
2746,2746,2000,317,12.3
2747,2747,2000,320,15.0
2748,2748,2000,323,14.9
2749,2749,2000,326,12.5
2750,2750,2000,329,14.3
2751,2751,2000,332,18.0
2752,2752,2000,335,17.4
2753,2753,2000,338,15.1
2754,2754,2000,341,11.4
2755,2755,2000,344,11.7
2756,2756,2000,347,14.9
2757,2757,2000,350,19.1
2758,2758,2000,353,16.8
2759,2759,2000,356,15.0
2760,2760,2000,361,16.7
2761,2761,2001,2,12.6
2762,2762,2001,5,12.5
2763,2763,2001,8,16.4
2764,2764,2001,11,21.1
2765,2765,2001,14,17.5
2766,2766,2001,17,13.3
2767,2767,2001,20,13.7
2768,2768,2001,23,16.5
2769,2769,2001,26,17.1
2770,2770,2001,29,16.0
2771,2771,2001,32,12.4
2772,2772,2001,35,15.1
2773,2773,2001,38,18.8
2774,2774,2001,41,19.8
2775,2775,2001,44,17.0
2776,2776,2001,47,16.0
2777,2777,2001,50,14.0
2778,2778,2001,53,14.1
2779,2779,2001,56,14.0
2780,2780,2001,59,13.4
2781,2781,2001,62,14.1
2782,2782,2001,65,14.7
2783,2783,2001,68,16.5
2784,2784,2001,71,16.1
2785,2785,2001,74,14.0
2786,2786,2001,77,14.4
2787,2787,2001,80,14.1
2788,2788,2001,83,13.8
2789,2789,2001,86,14.7
2790,2790,2001,89,14.6
2791,2791,2001,92,14.2
2792,2792,2001,95,14.1
2793,2793,2001,98,15.6
2794,2794,2001,101,16.8
2795,2795,2001,104,13.4
2796,2796,2001,107,11.6
2797,2797,2001,110,11.4
2798,2798,2001,113,13.2
2799,2799,2001,116,14.9
2800,2800,2001,119,17.1
2801,2801,2001,122,15.0
2802,2802,2001,125,14.8
2803,2803,2001,128,14.6
2804,2804,2001,131,13.1
2805,2805,2001,134,11.8
2806,2806,2001,137,11.0
2807,2807,2001,140,11.4
2808,2808,2001,143,12.3
2809,2809,2001,146,12.6
2810,2810,2001,149,12.2
2811,2811,2001,152,11.7
2812,2812,2001,155,12.5
2813,2813,2001,158,14.9
2814,2814,2001,161,14.2
2815,2815,2001,164,11.5
2816,2816,2001,167,10.6
2817,2817,2001,170,10.9
2818,2818,2001,173,11.9
2819,2819,2001,176,13.4
2820,2820,2001,179,12.1
2821,2821,2001,182,11.5
2822,2822,2001,185,12.6
2823,2823,2001,188,11.9
2824,2824,2001,191,10.9
2825,2825,2001,194,10.2
2826,2826,2001,197,10.4
2827,2827,2001,200,12.0
2828,2828,2001,203,14.2
2829,2829,2001,206,13.7
2830,2830,2001,209,10.6
2831,2831,2001,212,10.8
2832,2832,2001,215,12.0
2833,2833,2001,218,12.7
2834,2834,2001,221,11.2
2835,2835,2001,224,10.2
2836,2836,2001,227,10.6
2837,2837,2001,230,12.2
2838,2838,2001,233,14.2
2839,2839,2001,236,13.7
2840,2840,2001,239,11.6
2841,2841,2001,242,10.8
2842,2842,2001,245,11.0
2843,2843,2001,248,11.2
2844,2844,2001,251,10.7
2845,2845,2001,254,10.4
2846,2846,2001,257,10.8
2847,2847,2001,260,12.0
2848,2848,2001,263,13.2
2849,2849,2001,266,12.5
2850,2850,2001,269,11.1
2851,2851,2001,272,11.2
2852,2852,2001,275,11.6
2853,2853,2001,278,12.0
2854,2854,2001,281,11.7
2855,2855,2001,284,12.3
2856,2856,2001,287,12.5
2857,2857,2001,290,14.3
2858,2858,2001,293,14.7
2859,2859,2001,296,13.6
2860,2860,2001,299,11.5
2861,2861,2001,302,11.3
2862,2862,2001,305,13.2
2863,2863,2001,308,14.8
2864,2864,2001,311,16.1
2865,2865,2001,314,13.6
2866,2866,2001,317,14.8
2867,2867,2001,320,19.9
2868,2868,2001,323,17.2
2869,2869,2001,326,17.3
2870,2870,2001,329,11.8
2871,2871,2001,332,11.7
2872,2872,2001,335,19.6
2873,2873,2001,338,19.4
2874,2874,2001,341,18.2
2875,2875,2001,344,17.8
2876,2876,2001,347,18.1
2877,2877,2001,350,24.0
2878,2878,2001,353,25.5
2879,2879,2001,356,15.1
2880,2880,2001,360,14.0
2881,2881,2002,2,18.4
2882,2882,2002,5,17.5
2883,2883,2002,8,17.6
2884,2884,2002,11,17.1
2885,2885,2002,14,17.7
2886,2886,2002,17,14.3
2887,2887,2002,20,12.4
2888,2888,2002,23,11.7
2889,2889,2002,26,14.4
2890,2890,2002,29,18.5
2891,2891,2002,32,19.0
2892,2892,2002,35,19.0
2893,2893,2002,38,19.3
2894,2894,2002,41,18.7
2895,2895,2002,44,17.4
2896,2896,2002,47,13.0
2897,2897,2002,50,13.0
2898,2898,2002,53,12.0
2899,2899,2002,56,15.6
2900,2900,2002,59,17.1
2901,2901,2002,62,14.7
2902,2902,2002,65,14.6
2903,2903,2002,68,14.5
2904,2904,2002,71,18.7
2905,2905,2002,74,15.3
2906,2906,2002,77,15.7
2907,2907,2002,80,16.0
2908,2908,2002,83,13.3
2909,2909,2002,86,14.1
2910,2910,2002,89,15.7
2911,2911,2002,92,15.8
2912,2912,2002,95,12.8
2913,2913,2002,98,12.1
2914,2914,2002,101,12.7
2915,2915,2002,104,15.4
2916,2916,2002,107,14.8
2917,2917,2002,110,13.7
