threeday_yrmo,threeday_yr,year,dayofyear,varvartemp_avg150toBot_anom
673,673,1983,218,0.3
674,674,1983,221,0.3
675,675,1983,224,0.3
676,676,1983,227,0.3
677,677,1983,230,0.3
678,678,1983,233,0.3
679,679,1983,236,0.3
680,680,1983,239,0.3
681,681,1983,242,0.3
682,682,1983,245,0.3
683,683,1983,248,0.4
684,684,1983,251,0.4
685,685,1983,254,0.4
686,686,1983,257,0.4
687,687,1983,260,0.4
688,688,1983,263,0.4
689,689,1983,266,0.4
690,690,1983,269,0.4
691,691,1983,272,0.4
692,692,1983,275,0.4
693,693,1983,278,0.4
694,694,1983,281,0.4
695,695,1983,284,0.5
696,696,1983,287,0.4
697,697,1983,290,0.4
698,698,1983,293,0.4
699,699,1983,296,0.4
700,700,1983,299,0.5
701,701,1983,302,0.5
702,702,1983,305,0.5
703,703,1983,308,0.5
704,704,1983,311,0.5
705,705,1983,314,0.5
706,706,1983,317,0.5
707,707,1983,320,0.5
708,708,1983,323,0.5
709,709,1983,326,0.5
710,710,1983,329,0.5
711,711,1983,332,0.5
712,712,1983,335,0.5
713,713,1983,338,0.5
714,714,1983,341,0.5
715,715,1983,344,0.5
716,716,1983,347,0.5
717,717,1983,350,0.5
718,718,1983,353,0.5
719,719,1983,356,0.5
720,720,1983,363,0.4
721,721,1984,2,0.4
722,722,1984,5,0.4
723,723,1984,8,0.4
724,724,1984,11,0.4
725,725,1984,14,0.4
726,726,1984,17,0.4
727,727,1984,20,0.4
728,728,1984,23,0.4
729,729,1984,26,0.5
730,730,1984,29,0.4
731,731,1984,32,0.4
732,732,1984,35,0.4
733,733,1984,38,0.5
734,734,1984,41,0.5
735,735,1984,44,0.5
736,736,1984,47,0.5
737,737,1984,50,0.5
738,738,1984,53,0.5
739,739,1984,56,0.5
740,740,1984,59,0.5
741,741,1984,62,0.5
742,742,1984,65,0.5
743,743,1984,68,0.5
744,744,1984,71,0.5
745,745,1984,74,0.5
746,746,1984,77,0.5
747,747,1984,80,0.5
748,748,1984,83,0.5
749,749,1984,86,0.5
750,750,1984,89,0.5
751,751,1984,92,0.5
752,752,1984,95,0.5
753,753,1984,98,0.5
754,754,1984,101,0.5
755,755,1984,104,0.5
756,756,1984,107,0.5
757,757,1984,110,0.5
758,758,1984,113,0.5
759,759,1984,116,0.5
760,760,1984,119,0.5
761,761,1984,122,0.5
762,762,1984,125,0.5
763,763,1984,128,0.5
764,764,1984,131,0.5
765,765,1984,134,0.5
766,766,1984,137,0.5
767,767,1984,140,0.5
768,768,1984,143,0.5
769,769,1984,146,0.5
770,770,1984,149,0.4
771,771,1984,152,0.4
772,772,1984,155,0.5
773,773,1984,158,0.4
774,774,1984,161,0.4
775,775,1984,164,0.4
776,776,1984,167,0.5
777,777,1984,170,0.4
778,778,1984,173,0.4
779,779,1984,176,0.4
780,780,1984,179,0.4
781,781,1984,182,0.4
782,782,1984,185,0.5
783,783,1984,188,0.4
784,784,1984,191,0.4
785,785,1984,194,0.4
786,786,1984,197,0.4
787,787,1984,200,0.4
788,788,1984,203,0.4
789,789,1984,206,0.3
790,790,1984,209,0.3
791,791,1984,212,0.4
792,792,1984,215,0.4
793,793,1984,218,0.4
794,794,1984,221,0.4
795,795,1984,224,0.4
796,796,1984,227,0.4
797,797,1984,230,0.3
798,798,1984,233,0.3
799,799,1984,236,0.3
800,800,1984,239,0.3
801,801,1984,242,0.3
802,802,1984,245,0.3
803,803,1984,248,0.3
804,804,1984,251,0.3
805,805,1984,254,0.3
806,806,1984,257,0.2
807,807,1984,260,0.2
808,808,1984,263,0.2
809,809,1984,266,0.2
810,810,1984,269,0.2
811,811,1984,272,0.2
812,812,1984,275,0.2
813,813,1984,278,0.2
814,814,1984,281,0.1
815,815,1984,284,0.1
816,816,1984,287,0.1
817,817,1984,290,0.1
818,818,1984,293,0.1
819,819,1984,296,0.1
820,820,1984,299,0.1
821,821,1984,302,0.1
822,822,1984,305,0.1
823,823,1984,308,0.1
824,824,1984,311,0.1
825,825,1984,314,0.1
826,826,1984,317,0.1
827,827,1984,320,0.1
828,828,1984,323,0.1
829,829,1984,326,0.1
830,830,1984,329,0.1
831,831,1984,332,0.1
832,832,1984,335,0.1
833,833,1984,338,0.1
834,834,1984,341,0.1
835,835,1984,344,0.1
836,836,1984,347,0.1
837,837,1984,350,0.1
838,838,1984,353,0.1
839,839,1984,356,0.1
840,840,1984,363,0.1
841,841,1985,2,0.0
842,842,1985,5,0.0
843,843,1985,8,0.0
844,844,1985,11,0.0
845,845,1985,14,-0.0
846,846,1985,17,-0.0
847,847,1985,20,-0.0
848,848,1985,23,-0.0
849,849,1985,26,-0.0
850,850,1985,29,-0.0
851,851,1985,32,-0.0
852,852,1985,35,-0.1
853,853,1985,38,-0.1
854,854,1985,41,-0.1
855,855,1985,44,-0.1
856,856,1985,47,-0.2
857,857,1985,50,-0.2
858,858,1985,53,-0.2
859,859,1985,56,-0.2
860,860,1985,59,-0.2
861,861,1985,62,-0.3
862,862,1985,65,-0.3
863,863,1985,68,-0.3
864,864,1985,71,-0.3
865,865,1985,74,-0.3
866,866,1985,77,-0.3
867,867,1985,80,-0.3
868,868,1985,83,-0.3
869,869,1985,86,-0.3
870,870,1985,89,-0.3
871,871,1985,92,-0.3
872,872,1985,95,-0.4
873,873,1985,98,-0.4
874,874,1985,101,-0.4
875,875,1985,104,-0.4
876,876,1985,107,-0.4
877,877,1985,110,-0.4
878,878,1985,113,-0.4
879,879,1985,116,-0.4
880,880,1985,119,-0.4
881,881,1985,122,-0.4
882,882,1985,125,-0.4
883,883,1985,128,-0.5
884,884,1985,131,-0.5
885,885,1985,134,-0.5
886,886,1985,137,-0.5
887,887,1985,140,-0.5
888,888,1985,143,-0.5
889,889,1985,146,-0.5
890,890,1985,149,-0.5
891,891,1985,152,-0.5
892,892,1985,155,-0.4
893,893,1985,158,-0.4
894,894,1985,161,-0.4
895,895,1985,164,-0.4
896,896,1985,167,-0.4
897,897,1985,170,-0.4
898,898,1985,173,-0.4
899,899,1985,176,-0.4
900,900,1985,179,-0.4
901,901,1985,182,-0.4
902,902,1985,185,-0.4
903,903,1985,188,-0.4
904,904,1985,191,-0.4
905,905,1985,194,-0.4
906,906,1985,197,-0.4
907,907,1985,200,-0.4
908,908,1985,203,-0.4
909,909,1985,206,-0.4
910,910,1985,209,-0.4
911,911,1985,212,-0.4
912,912,1985,215,-0.4
913,913,1985,218,-0.4
914,914,1985,221,-0.4
915,915,1985,224,-0.4
916,916,1985,227,-0.4
917,917,1985,230,-0.3
918,918,1985,233,-0.3
919,919,1985,236,-0.3
920,920,1985,239,-0.3
921,921,1985,242,-0.3
922,922,1985,245,-0.3
923,923,1985,248,-0.3
924,924,1985,251,-0.3
925,925,1985,254,-0.3
926,926,1985,257,-0.3
927,927,1985,260,-0.2
928,928,1985,263,-0.2
929,929,1985,266,-0.2
930,930,1985,269,-0.2
931,931,1985,272,-0.2
932,932,1985,275,-0.2
933,933,1985,278,-0.2
934,934,1985,281,-0.2
935,935,1985,284,-0.2
936,936,1985,287,-0.2
937,937,1985,290,-0.2
938,938,1985,293,-0.1
939,939,1985,296,-0.1
940,940,1985,299,-0.1
941,941,1985,302,-0.1
942,942,1985,305,-0.1
943,943,1985,308,-0.1
944,944,1985,311,-0.1
945,945,1985,314,-0.1
946,946,1985,317,-0.1
947,947,1985,320,-0.1
948,948,1985,323,-0.1
949,949,1985,326,-0.2
950,950,1985,329,-0.2
951,951,1985,332,-0.2
952,952,1985,335,-0.2
953,953,1985,338,-0.3
954,954,1985,341,-0.3
955,955,1985,344,-0.3
956,956,1985,347,-0.3
957,957,1985,350,-0.3
958,958,1985,353,-0.3
959,959,1985,356,-0.3
960,960,1985,363,-0.4
961,961,1986,2,-0.3
962,962,1986,5,-0.3
963,963,1986,8,-0.3
964,964,1986,11,-0.3
965,965,1986,14,-0.3
966,966,1986,17,-0.3
967,967,1986,20,-0.3
968,968,1986,23,-0.3
969,969,1986,26,-0.3
970,970,1986,29,-0.4
971,971,1986,32,-0.4
972,972,1986,35,-0.4
973,973,1986,38,-0.4
974,974,1986,41,-0.4
975,975,1986,44,-0.4
976,976,1986,47,-0.4
977,977,1986,50,-0.3
978,978,1986,53,-0.3
979,979,1986,56,-0.3
980,980,1986,59,-0.3
981,981,1986,62,-0.3
982,982,1986,65,-0.3
983,983,1986,68,-0.3
984,984,1986,71,-0.3
985,985,1986,74,-0.3
986,986,1986,77,-0.3
987,987,1986,80,-0.3
988,988,1986,83,-0.3
989,989,1986,86,-0.3
990,990,1986,89,-0.3
991,991,1986,92,-0.3
992,992,1986,95,-0.3
993,993,1986,98,-0.3
994,994,1986,101,-0.3
995,995,1986,104,-0.3
996,996,1986,107,-0.3
997,997,1986,110,-0.3
998,998,1986,113,-0.3
999,999,1986,116,-0.3
1000,1000,1986,119,-0.3
1001,1001,1986,122,-0.3
1002,1002,1986,125,-0.3
1003,1003,1986,128,-0.3
1004,1004,1986,131,-0.3
1005,1005,1986,134,-0.3
1006,1006,1986,137,-0.3
1007,1007,1986,140,-0.3
1008,1008,1986,143,-0.3
1009,1009,1986,146,-0.3
1010,1010,1986,149,-0.3
1011,1011,1986,152,-0.3
1012,1012,1986,155,-0.3
1013,1013,1986,158,-0.3
1014,1014,1986,161,-0.3
1015,1015,1986,164,-0.3
1016,1016,1986,167,-0.3
1017,1017,1986,170,-0.3
1018,1018,1986,173,-0.3
1019,1019,1986,176,-0.3
1020,1020,1986,179,-0.3
1021,1021,1986,182,-0.3
1022,1022,1986,185,-0.3
1023,1023,1986,188,-0.3
1024,1024,1986,191,-0.3
1025,1025,1986,194,-0.3
1026,1026,1986,197,-0.3
1027,1027,1986,200,-0.3
1028,1028,1986,203,-0.3
1029,1029,1986,206,-0.3
1030,1030,1986,209,-0.3
1031,1031,1986,212,-0.3
1032,1032,1986,215,-0.3
1033,1033,1986,218,-0.3
1034,1034,1986,221,-0.3
1035,1035,1986,224,-0.3
1036,1036,1986,227,-0.3
1037,1037,1986,230,-0.3
1038,1038,1986,233,-0.3
1039,1039,1986,236,-0.3
1040,1040,1986,239,-0.3
1041,1041,1986,242,-0.3
1042,1042,1986,245,-0.3
1043,1043,1986,248,-0.3
1044,1044,1986,251,-0.3
1045,1045,1986,254,-0.3
1046,1046,1986,257,-0.2
