timestep\group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,date,season,year,day_of_year,biweekly,Total_Biomass_C,Total_Biomass_N,N_Free
2171,2.841005e-09,1.787859e-05,0.09078487,0.01121846,0.2319915,0.2250285,0.05455694,0.1056862,0.06787314,0.0006464333,0.005667286,0.1216993,0.005721634,0.2108887,0.0003755635,0.01106422,0.6035105,0.9342222,0.0330406,0.1541342,1.584874,2.298689,1996-02-01,Winter,1996,32,3,2.868128128231005,3.8312573799513894,27.203225378669302
2172,2.808483e-09,1.765538e-05,0.08916906,0.01107095,0.2264525,0.2197575,0.05363399,0.1037289,0.06396987,0.0006246608,0.005342518,0.1192512,0.00613354,0.2250099,0.0003268819,0.01121579,0.591458,0.9624159,0.0293768,0.1483999,1.588033,2.337787,1996-02-04,Winter,1996,35,3,2.867355518888483,3.83022532520592,27.20425743341477
2173,2.774206e-09,1.742006e-05,0.08756839,0.01092431,0.2210798,0.2146859,0.05270929,0.1015155,0.06056074,0.0006045492,0.005042414,0.1168924,0.006617142,0.2289145,0.0002560638,0.009667441,0.4478133,0.861275,0.02496054,0.1445612,1.591385,2.355997,1996-02-07,Winter,1996,38,3,2.5956659028342055,3.4673012158126193,27.567181542808072
2174,2.73828e-09,1.71734e-05,0.0859822,0.01077898,0.2158194,0.209786,0.05180467,0.09923934,0.05741313,0.0005850231,0.004762478,0.11461,0.007101809,0.2305274,0.0002417982,0.009949889,0.498695,0.9323703,0.04064454,0.1405222,1.595581,2.366599,1996-02-10,Winter,1996,41,3,2.7108513334382804,3.6211663889619548,27.413316369658737
2175,2.700853e-09,1.691668e-05,0.08441557,0.01063763,0.2111759,0.2050728,0.05101616,0.09778308,0.05467482,0.0005659593,0.004503445,0.1124128,0.007849319,0.2427737,0.0002377841,0.01036809,0.7491839,0.9822844,0.04922298,0.1372033,1.609731,2.412806,1996-02-13,Winter,1996,44,4,3.011398556780853,4.022638609160615,27.011844149460075
2176,2.662133e-09,1.665169e-05,0.0828791,0.01050218,0.2074267,0.2005947,0.05038347,0.09760159,0.05253972,0.0005478163,0.004268239,0.1103232,0.009032784,0.266746,0.0002513732,0.01104764,1.023537,1.022008,0.06176122,0.1341155,1.638849,2.509593,1996-02-16,Winter,1996,47,4,3.345582886852133,4.469043415224627,26.565439343396065
2177,2.622311e-09,1.638001e-05,0.08138113,0.01036918,0.2037431,0.1963798,0.0497671,0.09721085,0.05074279,0.0005307732,0.004057147,0.1083539,0.01033143,0.2817111,0.0002182441,0.01096619,0.6596477,0.9954066,0.0531636,0.1319985,1.669301,2.590355,1996-02-19,Winter,1996,50,4,2.9459955169323107,3.9352729588521216,27.09920979976857
2178,2.58146e-09,1.610208e-05,0.07991654,0.01023637,0.1997283,0.1923732,0.04910774,0.09597081,0.04901566,0.0005144706,0.003863442,0.1064801,0.01152829,0.2855549,0.0002055618,0.01184212,0.5724017,1.042881,0.05941508,0.1302583,1.692909,2.631015,1996-02-22,Winter,1996,53,4,2.90130968906146,3.8755814457274873,27.158901312893203
2179,2.539706e-09,1.581887e-05,0.0784863,0.01010914,0.1965043,0.1885677,0.04858973,0.09591986,0.04759029,0.0004983963,0.003686179,0.1047004,0.01301234,0.3040317,0.0002213497,0.01283169,1.112201,1.065933,0.07310829,0.1293458,1.727979,2.718207,1996-02-25,Winter,1996,56,4,3.4853532864097057,4.65574929127417,26.37873346734652
2180,2.497258e-09,1.553209e-05,0.0770989,0.009986112,0.1936576,0.1850102,0.0481409,0.09626679,0.04627574,0.0004825126,0.003528412,0.1030364,0.01449135,0.3220363,0.0002406937,0.01376346,0.7882783,1.065591,0.07629631,0.1290251,1.768124,2.815552,1996-02-28,Winter,1996,59,5,3.1732216148872583,4.238802517430243,26.795680241190446
2181,2.454221e-09,1.524249e-05,0.07575073,0.009866862,0.1911456,0.1816713,0.0477512,0.09699127,0.04510844,0.0004670538,0.003386219,0.1014725,0.01596351,0.3402951,0.0002657416,0.01467836,1.181283,1.056957,0.07634474,0.1294603,1.811308,2.918291,1996-03-02,Spring,1996,62,5,3.568874171344221,4.767316833754497,26.267165924866195
2182,2.410773e-09,1.495148e-05,0.07444756,0.009753875,0.1894019,0.1785798,0.04748877,0.09889483,0.04426311,0.0004521811,0.003260961,0.1000216,0.01764357,0.365349,0.000310546,0.01566896,1.306413,1.044006,0.07584985,0.1305303,1.864775,3.055287,1996-03-05,Spring,1996,65,5,3.702350766990773,4.94561542058822,26.088867338032472
2183,2.367048e-09,1.466003e-05,0.07318971,0.009643112,0.1875619,0.1757285,0.04720596,0.1003868,0.04354677,0.0004381185,0.003150698,0.09867856,0.01900702,0.3749323,0.0002783352,0.01514614,0.9939814,0.9686245,0.05805848,0.1332483,1.912397,3.154798,1996-03-08,Spring,1996,68,5,3.3028212660970477,4.411922265899388,26.622560492721302
2184,2.323093e-09,1.43683e-05,0.07196764,0.009533425,0.1854792,0.1730519,0.0468859,0.1012539,0.042925,0.0004248827,0.003049514,0.09741119,0.02009324,0.3750559,0.0002800647,0.01620239,0.981174,0.9932252,0.05868615,0.1358416,1.950299,3.214144,1996-03-11,Spring,1996,71,6,3.312555467023093,4.424925251633796,26.609557506986896
2185,2.279001e-09,1.407693e-05,0.07078231,0.009429102,0.1840482,0.1705454,0.04668594,0.103233,0.04270654,0.0004124404,0.002957552,0.0962209,0.02161424,0.3911465,0.0003383969,0.01784442,1.425265,1.017591,0.07668081,0.1386822,1.995324,3.313241,1996-03-14,Spring,1996,74,6,3.816198030509001,5.097693064626566,25.936789693994125
2186,2.234937e-09,1.378727e-05,0.06964502,0.009331488,0.1834164,0.1682673,0.04662975,0.1065917,0.04299751,0.0004008402,0.002879213,0.09513815,0.02360896,0.4200158,0.0004445304,0.02027519,1.566773,1.037807,0.09085063,0.1413518,2.051414,3.46109,1996-03-17,Spring,1996,77,6,4.026438071104937,5.378532577745271,25.65595018087542
2187,2.191011e-09,1.350009e-05,0.06855796,0.009235737,0.1825174,0.1662232,0.04654298,0.1092067,0.04338953,0.0003898856,0.002814136,0.09416528,0.02531233,0.4345811,0.0005680498,0.0233698,1.108781,1.053717,0.1013044,0.143878,2.100392,3.573019,1996-03-20,Spring,1996,80,6,3.614567990681011,4.828354826035622,26.20612793258507
2188,2.14726e-09,1.32155e-05,0.06751359,0.009144007,0.1818934,0.1643639,0.04651365,0.1122484,0.04400152,0.0003793788,0.002758332,0.09327839,0.02706098,0.453596,0.0007453987,0.02726145,1.618323,1.064557,0.1081417,0.1462727,2.150755,3.693026,1996-03-23,Spring,1996,83,6,4.16806601414726,5.567719768041022,25.466762990579667
2189,2.103831e-09,1.293467e-05,0.06652093,0.009060469,0.1823097,0.1627411,0.04666388,0.1172971,0.04511358,0.0003693788,0.00271566,0.09250368,0.0292494,0.4886718,0.001079893,0.03203866,1.902329,1.064617,0.1109786,0.1484295,2.216154,3.874907,1996-03-26,Spring,1996,86,7,4.502702267573831,6.014728255186466,25.019754503434225
2190,2.060864e-09,1.265869e-05,0.06558714,0.00898419,0.1834508,0.1613954,0.04694046,0.1237403,0.04678851,0.0003599302,0.002688388,0.09185922,0.03161403,0.5274372,0.001682906,0.03798468,2.093561,1.06216,0.1142035,0.1503279,2.291647,4.088379,1996-03-29,Spring,1996,89,7,4.750778214950864,6.346109128593576,24.688373630027115
2191,2.018445e-09,1.238813e-05,0.06471074,0.008910337,0.1842431,0.1603164,0.04716714,0.1292518,0.0485479,0.0003510154,0.002675012,0.09133711,0.0333086,0.5430579,0.002136805,0.04452509,1.521891,1.05811,0.09897816,0.1522046,2.357732,4.245341,1996-04-01,Spring,1996,92,7,4.1917350995484455,5.599337029915555,25.435145728705137
2192,1.976565e-09,1.212265e-05,0.06387689,0.008838893,0.1848362,0.1594169,0.04736973,0.1342427,0.05032026,0.0003425239,0.002669154,0.09089285,0.03455376,0.5515749,0.003105097,0.05161214,1.768971,1.052311,0.1074821,0.1541351,2.415891,4.36549,1996-04-04,Spring,1996,95,7,4.466563322526565,5.966453703379259,25.068029055241432
2193,1.935279e-09,1.186262e-05,0.06308532,0.008772244,0.1857324,0.1586952,0.0476304,0.1398307,0.05249028,0.000334447,0.002671688,0.09052824,0.0357752,0.5643134,0.00467097,0.0600988,1.733682,1.050803,0.1090925,0.1555072,2.474882,4.49176,1996-04-07,Spring,1996,98,7,4.463725853555279,5.962663400627573,25.071819357993117
2194,1.894639e-09,1.160835e-05,0.06233652,0.008711239,0.1870872,0.1581523,0.04797594,0.1464036,0.05534753,0.0003267805,0.002683258,0.09024522,0.03714243,0.5847813,0.007481933,0.0707285,2.043382,1.056762,0.1192481,0.1558407,2.537886,4.638079,1996-04-10,Spring,1996,101,8,4.8346481607446385,6.458142948008997,24.576339810611692
2195,1.854712e-09,1.13603e-05,0.06163384,0.008654369,0.1884829,0.1578062,0.04833815,0.1529219,0.0585321,0.0003195395,0.002705843,0.0900543,0.03824716,0.5987478,0.01188639,0.08245779,1.720279,1.057895,0.1248021,0.1555694,2.598194,4.770363,1996-04-13,Spring,1996,104,8,4.5593451436547126,6.090392042613005,24.944090716007686
2196,1.815496e-09,1.111831e-05,0.06096942,0.008600276,0.1896903,0.1576112,0.04867933,0.1588643,0.06199149,0.0003126659,0.002736569,0.08993282,0.03897516,0.605535,0.01841138,0.09496388,1.766039,1.059249,0.129327,0.1546779,2.651449,4.873066,1996-04-16,Spring,1996,107,8,4.646577811025497,6.206917799376632,24.827564959244057
2197,1.776993e-09,1.088225e-05,0.06033783,0.008547221,0.190363,0.157535,0.04894233,0.1633306,0.065427,0.0003061177,0.002774149,0.0898671,0.03910309,0.5978378,0.02647941,0.107188,1.257101,1.059254,0.1320837,0.153384,2.691243,4.921409,1996-04-19,Spring,1996,110,8,4.159872231726993,5.5567744796983,25.477708278922393
2198,1.739151e-09,1.06515e-05,0.05972625,0.008494393,0.1904909,0.1575013,0.04912588,0.1663573,0.06890981,0.0002998065,0.002813797,0.08982129,0.03879335,0.5834907,0.03585676,0.1193898,1.240801,1.06565,0.1367716,0.1513717,2.717138,4.922671,1996-04-22,Spring,1996,113,9,4.165676289739151,5.56452756432303,25.46995519429766
2199,1.701955e-09,1.042584e-05,0.05913128,0.008443212,0.190466,0.1574885,0.04929161,0.1689202,0.07231648,0.0002937041,0.002855414,0.08978959,0.03839245,0.5715067,0.04668983,0.1299813,1.124321,1.063801,0.1372266,0.1494652,2.735928,4.910731,1996-04-25,Spring,1996,116,9,4.060390497641955,5.423886369110735,25.610596389509954
2200,1.665419e-09,1.020532e-05,0.05855539,0.008398249,0.1913284,0.1575113,0.04960713,0.1736816,0.07663812,0.0002878209,0.002901528,0.0897835,0.03865679,0.5841634,0.06496795,0.1405934,1.859752,1.063713,0.1390537,0.1471164,2.765471,4.968145,1996-04-28,Spring,1996,119,9,4.8467198848854185,6.474268406892044,24.560214351728646
2201,1.629656e-09,9.990947e-06,0.05801929,0.008363729,0.1937343,0.1576938,0.05017732,0.1821561,0.0827594,0.0002822824,0.002964323,0.0898717,0.0398199,0.6220477,0.09859636,0.1511375,2.276721,1.060435,0.1421133,0.1445837,2.816935,5.136216,1996-05-01,Spring,1996,122,9,5.361486696976656,7.161896037040846,23.872586721579843
2202,1.594771e-09,9.783631e-06,0.05753829,0.008338865,0.1972214,0.1581289,0.0509232,0.1930039,0.09059997,0.0002771813,0.003053586,0.09010384,0.04125907,0.6640507,0.148548,0.1599655,2.482483,1.050828,0.1443675,0.1427248,2.880901,5.36385,1996-05-04,Spring,1996,125,9,5.6834254875257715,7.591943200918658,23.442539557702034
2203,1.560843e-09,9.583993e-06,0.05712002,0.008323329,0.2015237,0.1588625,0.05179821,0.2054405,0.1003518,0.0002725633,0.003175904,0.09050401,0.04260547,0.7013624,0.2118894,0.1668787,2.589132,1.03993,0.1476139,0.141883,2.950073,5.618648,1996-05-07,Spring,1996,128,10,5.918676991853843,7.9061931304214585,23.128289628199234
2204,1.527933e-09,9.392495e-06,0.05676834,0.008317172,0.2065186,0.1599157,0.05278061,0.2183391,0.1117436,0.0002684506,0.003335131,0.09108299,0.04382612,0.7329494,0.2824517,0.1723487,2.648542,1.030219,0.1515064,0.1421773,3.020029,5.882819,1996-05-10,Spring,1996,131,10,6.113099707622933,8.165903795816293,22.8685789628044
2205,1.496088e-09,9.20949e-06,0.05648486,0.008320344,0.2120967,0.1612946,0.05385071,0.2318289,0.124731,0.0002648518,0.003533537,0.09184191,0.04472521,0.7581063,0.3522965,0.176232,2.658748,1.018458,0.1534711,0.1437954,3.087828,6.142752,1996-05-13,Spring,1996,134,10,6.250089133786089,8.348894836138681,22.685587922482007
2206,1.465347e-09,9.035231e-06,0.0562694,0.008333035,0.218207,0.1629944,0.05499944,0.2451813,0.1392957,0.000261765,0.003767195,0.09277512,0.04531512,0.7790496,0.4182608,0.1799562,2.684188,1.012388,0.157084,0.1460575,3.151558,6.393217,1996-05-16,Spring,1996,137,10,6.4043926116963465,8.555014058176528,22.479468700444162
2207,1.435713e-09,8.869691e-06,0.05611673,0.008350614,0.2237354,0.164976,0.05604953,0.2563212,0.1540606,0.0002591587,0.004042508,0.09385461,0.04487439,0.7730193,0.4577562,0.1817197,1.990064,1.005425,0.1584502,0.1491043,3.19455,6.545618,1996-05-19,Spring,1996,140,10,5.778188311826713,7.718527772358968,23.315954986261723
2208,1.407117e-09,8.712111e-06,0.0560077,0.008371607,0.228616,0.167111,0.05699315,0.2656899,0.1683337,0.0002569181,0.004348199,0.09500085,0.04377339,0.7569352,0.4768986,0.1823104,1.994886,0.9994842,0.1580113,0.1524438,3.220376,6.616968,1996-05-22,Spring,1996,143,11,5.8154806276181175,7.768343001561932,23.26613975705876
2209,1.37954e-09,8.562322e-06,0.05594116,0.008401514,0.2341881,0.1693864,0.05804425,0.274994,0.1836471,0.0002550309,0.004658662,0.09621564,0.04317893,0.7629908,0.5060101,0.1861486,2.387238,1.009966,0.164545,0.1544027,3.249311,6.727913,1996-05-25,Spring,1996,146,11,6.300220550601541,8.415860589429517,22.618622169191173
2210,1.353004e-09,8.420515e-06,0.05592451,0.008437539,0.2396805,0.171844,0.05908101,0.283385,0.1991286,0.000253536,0.005000744,0.0975251,0.04241156,0.7617654,0.5243016,0.1898557,1.906008,1.01705,0.1683568,0.155953,3.271286,6.811575,1996-05-28,Spring,1996,149,11,5.885971020868004,7.862504359520816,23.171978399099874
2211,1.327469e-09,8.286299e-06,0.05595018,0.00848036,0.2453561,0.1744306,0.06014842,0.2899663,0.2149953,0.0002523858,0.005344278,0.09889987,0.04185284,0.7689267,0.5448474,0.1960613,2.332096,1.036766,0.1767338,0.1560544,3.291466,6.899206,1996-05-31,Spring,1996,152,11,6.40717052142647,8.558724801448287,22.475757957172405
2212,1.302966e-09,8.16e-06,0.05602945,0.008530966,0.2520379,0.1772158,0.06137296,0.2972317,0.2324082,0.0002516416,0.005713429,0.1003852,0.0419132,0.7923193,0.5768349,0.2036529,2.518797,1.051748,0.183012,0.1556621,3.323974,7.050078,1996-06-03,Summer,1996,155,12,6.715124807902966,8.970091407123064,22.064391351497626
2213,1.279528e-09,8.041945e-06,0.05617109,0.008588294,0.2593617,0.1802528,0.06269506,0.3044755,0.2509742,0.0002513559,0.00612037,0.1020089,0.04214346,0.8170525,0.6097546,0.2112387,2.592815,1.061688,0.1870775,0.1552895,3.362577,7.224288,1996-06-06,Summer,1996,158,12,6.907966573124528,9.227690232257718,21.806792526362972
2214,1.257171e-09,7.932309e-06,0.05637856,0.008651898,0.2671163,0.1835588,0.06408051,0.3111072,0.270344,0.0002515534,0.00656702,0.1037766,0.04233913,0.8384918,0.6396326,0.218282,2.615714,1.068099,0.1902382,0.1552366,3.403708,7.400531,1996-06-09,Summer,1996,161,12,7.039873704966171,9.403892322869416,21.630590435751273
2215,1.235902e-09,7.831179e-06,0.05665289,0.008725249,0.2751592,0.1871336,0.06550433,0.318502,0.2899636,0.0002522477,0.007070834,0.105681,0.04239221,0.8548097,0.6633155,0.2235151,2.615649,1.065276,0.1897077,0.1560966,3.446201,7.567163,1996-06-12,Summer,1996,164,12,7.125414593114901,9.518158193972447,21.516324564648244
2216,1.215719e-09,7.738574e-06,0.05699318,0.008802127,0.2834093,0.1909648,0.06695509,0.3242182,0.3098004,0.0002534419,0.007603829,0.1077147,0.04231968,0.8681033,0.68385,0.2290148,2.608206,1.069517,0.1921691,0.156973,3.486194,7.719128,1996-06-15,Summer,1996,167,12,7.2068756876897195,9.626974259997079,21.407508498623613
2217,1.196618e-09,7.654484e-06,0.05739814,0.008886524,0.2918023,0.1950363,0.06842226,0.3299471,0.3294105,0.0002551371,0.008184602,0.1098655,0.04214498,0.8785201,0.6995776,0.2336165,2.59748,1.069439,0.1926544,0.1583522,3.524678,7.856243,1996-06-18,Summer,1996,170,13,7.271000798780619,9.71263284780178,21.321849910818912
2218,1.178588e-09,7.578872e-06,0.05786619,0.008973842,0.3003034,0.1993301,0.06990251,0.3336478,0.3488997,0.0002573334,0.008788702,0.1120957,0.04192188,0.8878822,0.7135866,0.2386876,2.587816,1.074977,0.195704,0.1595503,3.559319,7.978763,1996-06-21,Summer,1996,173,13,7.340198437450589,9.805067338862347,21.229415419758343
2219,1.161605e-09,7.511585e-06,0.05839276,0.009061364,0.3082827,0.2038078,0.07130586,0.3341226,0.3673854,0.0002600117,0.00940744,0.1143289,0.04136277,0.8852955,0.7159593,0.2435806,2.239603,1.08516,0.1991833,0.1604216,3.581946,8.046474,1996-06-24,Summer,1996,176,13,7.046928418446606,9.413316038225545,21.621166720395145
2220,1.145619e-09,7.452221e-06,0.05896803,0.009149323,0.3160856,0.2083952,0.07268686,0.3318911,0.3851972,0.0002631203,0.01002468,0.1165222,0.04087887,0.8865006,0.7187232,0.249289,2.424174,1.099272,0.204762,0.1607204,3.600041,8.098188,1996-06-27,Summer,1996,179,13,7.293510836666618,9.742701849226382,21.29178090939431
2221,1.130623e-09,7.400817e-06,0.05959543,0.00924336,0.3242733,0.2131108,0.07412305,0.3302067,0.4028164,0.0002666863,0.01067056,0.1187793,0.04068159,0.8959613,0.7272837,0.2546669,2.50404,1.105302,0.2065973,0.1611108,3.62282,8.174612,1996-06-30,Summer,1996,182,13,7.438736578247624,9.936694993645043,21.09778776497565
2222,1.116611e-09,7.357432e-06,0.06027763,0.009344081,0.3325324,0.2179676,0.07556354,0.3295221,0.4196364,0.0002707399,0.01135553,0.1211386,0.0404628,0.9033368,0.7339319,0.2585386,2.47098,1.104058,0.2058093,0.1618614,3.645462,8.249196,1996-07-03,Summer,1996,185,14,7.456594779448612,9.960550052444717,21.073932706175974
2223,1.103571e-09,7.322023e-06,0.06101344,0.009449705,0.3408213,0.222952,0.07700171,0.3288994,0.4356744,0.0002752909,0.01206604,0.1235575,0.04022399,0.9097595,0.7397918,0.2615577,2.517071,1.101926,0.2050829,0.1627636,3.667011,8.319139,1996-07-06,Summer,1996,188,14,7.549894599026571,10.085180336143601,20.94930242247709
2224,1.09149e-09,7.294595e-06,0.0618024,0.009555292,0.3492143,0.2280563,0.07845285,0.3255588,0.4516392,0.0002803501,0.0127714,0.1259388,0.04006537,0.9178969,0.748292,0.2652605,2.537373,1.106902,0.2076965,0.1633017,3.686892,8.389541,1996-07-09,Summer,1996,191,14,7.63006495778649,10.192272231944553,20.842210526676137
2225,1.080347e-09,7.275059e-06,0.06264139,0.009664854,0.3570213,0.2332532,0.07981253,0.3226354,0.4657505,0.0002859143,0.01350268,0.1283908,0.03956484,0.9134922,0.7450258,0.2672638,2.226458,1.106607,0.2076571,0.1641215,3.698623,8.417378,1996-07-12,Summer,1996,194,14,7.3431560844393475,9.809018175905308,21.225464582715382
2226,1.070068e-09,7.262769e-06,0.06351288,0.009775415,0.3626815,0.2384154,0.08085301,0.3197215,0.4750348,0.000291896,0.01424617,0.1309057,0.03803441,0.8765929,0.7097508,0.2656601,1.448297,1.102656,0.2051806,0.1651988,3.684842,8.310434,1996-07-15,Summer,1996,197,15,6.5068161448390684,8.691831836075377,22.342650922545314
2227,1.060527e-09,7.25652e-06,0.06438752,0.009885156,0.3665774,0.2433416,0.08162905,0.3167693,0.4795642,0.0002981241,0.0149488,0.1333625,0.03612056,0.8334213,0.6518441,0.2619208,1.439676,1.101423,0.1708363,0.1663577,3.669801,8.119035,1996-07-18,Summer,1996,200,15,6.372370667680528,8.512239013322915,22.522243745297775
2228,1.051667e-09,7.25585e-06,0.06526139,0.009999584,0.371031,0.2480184,0.08247286,0.3163698,0.4831951,0.0003045685,0.01560612,0.1357327,0.03512967,0.8242313,0.6355535,0.2584005,2.064722,1.094552,0.184816,0.1673123,3.649719,8.00974,1996-07-21,Summer,1996,203,15,6.992716049401667,9.340898932119421,21.693583826501268
2229,1.043508e-09,7.261146e-06,0.06615324,0.01010497,0.3764611,0.2525926,0.08345912,0.3119715,0.4892218,0.000311335,0.01616874,0.1378232,0.03502333,0.8378898,0.6443014,0.2609492,2.192666,1.110468,0.1996929,0.1661214,3.639301,7.99181,1996-07-24,Summer,1996,206,15,7.191386897189507,9.606284269781384,21.428198488839307
2230,1.036058e-09,7.272664e-06,0.06707259,0.01020652,0.3824521,0.2571376,0.08452772,0.3044336,0.4968638,0.0003184789,0.01669274,0.1397983,0.03534189,0.8584098,0.6626781,0.2657869,2.385448,1.127869,0.210127,0.1640903,3.636818,8.025669,1996-07-27,Summer,1996,209,15,7.4692617126000584,9.977470593978458,21.05701216464223
2231,1.029333e-09,7.290714e-06,0.06802783,0.01031107,0.3889541,0.2617147,0.08566482,0.2974982,0.5052312,0.0003260637,0.01723015,0.1418124,0.03583658,0.8792603,0.6837236,0.2701225,2.46782,1.13475,0.2139643,0.1623858,3.643854,8.097617,1996-07-30,Summer,1996,212,16,7.624640905443332,10.185026760459364,20.849455998161325
2232,1.023346e-09,7.315559e-06,0.06902386,0.01042203,0.3957442,0.2663571,0.08683228,0.2930768,0.5134382,0.0003341432,0.01780276,0.1439371,0.03626979,0.8956569,0.702017,0.272648,2.521212,1.131183,0.2128075,0.1615666,3.657958,8.184984,1996-08-02,Summer,1996,215,16,7.730336579782346,10.326215478060362,20.708267280560328
2233,1.018106e-09,7.347417e-06,0.07006265,0.01053891,0.4026781,0.2710754,0.08800646,0.2908375,0.5211847,0.0003427572,0.01840622,0.1461672,0.03655295,0.9071777,0.7164696,0.2733506,2.541196,1.121254,0.2096807,0.1617318,3.676217,8.273773,1996-08-05,Summer,1996,218,16,7.786720595635106,10.401533478926808,20.632949279693882
2234,1.013616e-09,7.386449e-06,0.0711434,0.01065502,0.409664,0.2758606,0.08918035,0.2867618,0.5291786,0.0003519227,0.01899154,0.1483658,0.03674459,0.9164821,0.7299832,0.2744974,2.545929,1.119771,0.2102006,0.1620326,3.694173,8.356253,1996-08-08,Summer,1996,221,16,7.835800910162616,10.467095165447361,20.56738759317333
2235,1.009873e-09,7.432792e-06,0.07226437,0.01077128,0.4166204,0.2806959,0.0903431,0.2817441,0.5370759,0.0003616448,0.0195655,0.1505531,0.03686251,0.9237583,0.7413612,0.275892,2.533937,1.120461,0.2112378,0.1625352,3.711365,8.430573,1996-08-11,Summer,1996,224,16,7.866047738601872,10.5074990035944,20.52698375502629
2236,1.006874e-09,7.486565e-06,0.07342395,0.01089116,0.4235051,0.2855651,0.09148512,0.2778733,0.5442709,0.000371932,0.02014552,0.1527937,0.0368944,0.9289002,0.7493461,0.2767006,2.536372,1.116863,0.2103517,0.1634741,3.728599,8.497035,1996-08-14,Summer,1996,227,17,7.899235369571874,10.551831177887935,20.482651580732757
2237,1.004619e-09,7.547893e-06,0.0746206,0.01101266,0.4303086,0.2904541,0.09260574,0.2740825,0.5509771,0.0003827937,0.02071554,0.1550415,0.03687223,0.9330693,0.7557361,0.2774314,2.535145,1.113884,0.2097663,0.1645409,3.744652,8.5558,1996-08-17,Summer,1996,230,17,7.926653912597619,10.588456980717632,20.44602577790306
