timestep\group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,date,season,year,month,day_of_year,biweekly,multiplier,Total_Biomass_C,Total_Biomass_N,N_Free,N_Free_Adjusted
20,0.004781342,0.0001869107,0.3079304,0.0324398,0.5536668,0.4699042,0.08661804,0.6542999,0.6212389,0.003386271,0.04207643,0.3207606,0.02082198,0.7533866,0.4179173,0.1750942,0.432772,0.6669167,0.1932637,0.02071428,7.69014,10.80916,1978-02-28,Winter,1978,2,59,5,1.2,5.7781763537,3.0063556334156707,20.070567443507407,24.084680932208887
21,0.004783756,0.0001866319,0.3076546,0.03235992,0.5363931,0.4633538,0.08424987,0.631429,0.5978804,0.003386901,0.04094123,0.3208804,0.01831605,0.7032963,0.3673064,0.16583,0.5426285,0.7416568,0.2162403,0.02033103,7.492752,10.38477,1978-03-03,Spring,1978,3,62,5,1.1,5.799104988900001,3.017244695376013,20.059678381547062,22.06564621970177
22,0.004783861,0.0001862246,0.3070548,0.03225504,0.5199635,0.4566831,0.08206621,0.6105585,0.5757182,0.003383052,0.03973041,0.3205836,0.01710013,0.6916518,0.3321067,0.191236,0.8969401,0.9735126,0.3163716,0.0180853,7.342145,10.07105,1978-03-06,Spring,1978,3,65,5,1.1,6.389970727600001,3.3246691202112957,19.75225395671178,21.72747935238296
23,0.004781673,0.0001856961,0.3062043,0.03213386,0.5042381,0.449865,0.08006667,0.5920025,0.5563287,0.003374777,0.03853437,0.3200364,0.01706138,0.7124801,0.3099006,0.2261198,1.113049,1.118811,0.3602305,0.01528464,7.243448,9.88444,1978-03-09,Spring,1978,3,68,5,1.1,6.760689066099999,3.5175519775588917,19.559371099364185,21.515308209300606
24,0.00477722,0.0001850525,0.3051547,0.03199369,0.4889775,0.4429764,0.07811815,0.5738482,0.5384413,0.003362804,0.03738668,0.3193289,0.01720794,0.7239879,0.2897123,0.2375991,0.8472137,1.095493,0.3132463,0.01322246,7.149751,9.722598,1978-03-12,Spring,1978,3,71,6,1.1,6.3622332965,3.310237476533517,19.76668560038956,21.74335416042852
25,0.004770528,0.0001842983,0.3039101,0.03182911,0.4744417,0.436288,0.07625116,0.5552804,0.5204394,0.003348759,0.03624477,0.3184263,0.01733172,0.7197902,0.2689098,0.2578821,0.7132944,1.175774,0.3183645,0.01111561,7.035104,9.542223,1978-03-15,Spring,1978,3,74,6,1.1,6.2438768553,3.2486572249157546,19.828265852007323,21.811092437208057
26,0.004761612,0.000183437,0.3024727,0.03164184,0.4601317,0.4295128,0.07433704,0.5360237,0.5024784,0.003331187,0.03512105,0.3173303,0.01707488,0.6961819,0.245611,0.2412032,0.4062845,1.062155,0.2662828,0.01024741,6.910231,9.329696,1978-03-18,Spring,1978,3,77,6,1.1,5.6423664559999995,2.9356944375588574,20.14122863936422,22.155351503300643
27,0.004750466,0.0001824705,0.3008362,0.03143717,0.4464798,0.4227811,0.07253329,0.5179624,0.4852046,0.003310787,0.03398914,0.3160063,0.0170197,0.6838326,0.227329,0.2606023,0.8436903,1.198522,0.3077326,0.008484151,6.796617,9.152086,1978-03-21,Spring,1978,3,80,6,1.1,6.1826863745,3.2168201304063953,19.860102946516683,21.846113241168354
28,0.004737184,0.0001814085,0.2990514,0.03122474,0.4337368,0.4161386,0.07095911,0.5023834,0.4702612,0.003288196,0.03289842,0.3145711,0.01785177,0.7021564,0.2179952,0.2898417,1.063857,1.316752,0.3621563,0.006890531,6.731795,9.079797,1978-03-24,Spring,1978,3,83,6,1.1,6.5569324595000005,3.41153845623303,19.665384620690048,21.631923082759055
29,0.004721879,0.0001802605,0.2971682,0.03100707,0.421573,0.409536,0.06951731,0.4884196,0.4575806,0.003263453,0.0318901,0.3131208,0.01908714,0.7287415,0.2130873,0.3089075,1.190688,1.329141,0.3375739,0.005592951,6.692335,9.065628,1978-03-27,Spring,1978,3,86,7,1.1,6.6607975635,3.4655789391486738,19.611344137774402,21.572478551551843
30,0.004704668,0.0001790349,0.2952181,0.03078452,0.4101539,0.4031238,0.06822788,0.4757823,0.4466375,0.003237228,0.03096135,0.3116857,0.02061837,0.7579473,0.2116217,0.3338961,1.2977,1.396179,0.3635335,0.004425121,6.664843,9.090179,1978-03-30,Spring,1978,3,89,7,1.1,6.8666170719,3.572665777740743,19.504257299182335,21.45468302910057
31,0.004685719,0.0001777432,0.2932351,0.03056018,0.3998592,0.3970737,0.06717256,0.4650359,0.4375603,0.003209906,0.03011304,0.3103097,0.02265995,0.7977151,0.2155742,0.358434,1.582175,1.453939,0.3844488,0.003581724,6.663165,9.175581,1978-04-02,Spring,1978,4,92,7,1.1,7.2575208222,3.7760510017111386,19.300872075211938,21.230959282733135
32,0.004665304,0.0001764029,0.2912691,0.03034046,0.3916722,0.3916538,0.06651664,0.4576573,0.4309326,0.003182223,0.029356,0.3090506,0.02564997,0.8595322,0.2305834,0.3834567,2.111606,1.556244,0.4101627,0.00311029,6.708508,9.362878,1978-04-05,Spring,1978,4,95,7,1.2,7.9868178899,4.155500539714502,18.921422537208574,22.70570704465029
33,0.004643731,0.0001750331,0.2893835,0.03013217,0.384675,0.3866073,0.06611784,0.4528062,0.4274421,0.003155097,0.02874954,0.3080254,0.0292646,0.9324004,0.2537704,0.4066395,2.235043,1.613752,0.4183533,0.002757797,6.784086,9.626692,1978-04-08,Spring,1978,4,98,7,1.2,8.2738939081,4.304864725177873,18.772058351745205,22.526470022094244
34,0.004621245,0.0001736467,0.2876132,0.02993449,0.3786747,0.3819923,0.06590564,0.4495004,0.4263996,0.003129119,0.02829403,0.3072729,0.03298043,1.000899,0.2822169,0.4244632,2.375617,1.642789,0.4192376,0.002514349,6.866945,9.921893,1978-04-11,Spring,1978,4,101,8,1.2,8.5442287497,4.445518561994791,18.631404514928285,22.35768541791394
35,0.004598163,0.0001722607,0.2859899,0.02975397,0.3753175,0.3782049,0.06606049,0.4494711,0.4280131,0.003104828,0.02796987,0.3067153,0.0371258,1.077742,0.3236639,0.4383982,2.870348,1.695784,0.425079,0.002569679,6.977756,10.28465,1978-04-14,Spring,1978,4,104,8,1.2,9.226081960700002,4.8002833037700725,18.276639773153004,21.931967727783604
36,0.004574862,0.0001708951,0.2845631,0.02959559,0.3735734,0.3749661,0.06650896,0.4526452,0.4331706,0.003082993,0.02782574,0.3065561,0.04150504,1.163914,0.3788596,0.4490991,3.153686,1.718046,0.4248794,0.002762251,7.118126,10.72046,1978-04-17,Spring,1978,4,107,8,1.2,9.6899849311,5.041649648971226,18.03527342795185,21.64232811354222
37,0.004551585,0.0001695607,0.2833325,0.02944479,0.3716744,0.37214,0.06686365,0.4542676,0.4386311,0.003063808,0.02784465,0.3068013,0.04361914,1.185572,0.4214394,0.4092739,2.291697,1.468739,0.3220899,0.003394472,7.200264,11.02846,1978-04-20,Spring,1978,4,110,8,1.1,8.504609755699999,4.424905001848622,18.652018075074455,20.5172198825819
38,0.004528393,0.0001682556,0.2822038,0.02929649,0.3703854,0.3698079,0.0671595,0.4547227,0.4429621,0.003046273,0.02790735,0.3071431,0.04436497,1.179816,0.4534845,0.4038393,2.435349,1.525447,0.3623781,0.004171941,7.22735,11.22204,1978-04-23,Spring,1978,4,113,9,1.0,8.7681820726,4.562040331617042,18.514882745306036,18.514882745306036
39,0.00450555,0.0001669925,0.2811927,0.02916918,0.3731129,0.3685376,0.06783288,0.4599205,0.4493679,0.003030589,0.02800416,0.3074642,0.04645993,1.221406,0.5083372,0.4075454,3.246024,1.620258,0.3901231,0.006216317,7.311646,11.51725,1978-04-26,Spring,1978,4,116,9,1.0,9.8186750985,5.108606485530992,17.968316591392085,17.968316591392085
40,0.004483507,0.0001657949,0.2803834,0.02907104,0.3790829,0.3680678,0.06886519,0.4701932,0.459602,0.003017836,0.02823772,0.3080672,0.04959518,1.294361,0.586207,0.4137938,3.629318,1.636015,0.3863301,0.01026484,7.451041,11.9178,1978-04-29,Spring,1978,4,119,9,0.9,10.4051225079,5.413732076206803,17.663191000716274,15.896871900644648
41,0.004462624,0.0001646796,0.2798232,0.02900053,0.3869283,0.3682391,0.0701273,0.483414,0.4730154,0.003008722,0.02864797,0.3090991,0.05270857,1.367743,0.6724619,0.4183046,3.815855,1.63609,0.3826884,0.01753918,7.608868,12.33876,1978-05-02,Spring,1978,5,122,9,0.9,10.799321575599999,5.6188318369830945,17.458091239939982,15.712282115945984
42,0.004443222,0.0001636606,0.2795314,0.02895807,0.3973606,0.3693551,0.07158145,0.499543,0.4890869,0.003003619,0.02921702,0.3104966,0.05563757,1.435656,0.7633166,0.422602,3.998289,1.648342,0.3828769,0.03149157,7.779064,12.73378,1978-05-05,Spring,1978,5,125,9,0.9,11.220952281599999,5.838204139005764,17.238718937917312,15.514847044125581
43,0.004425648,0.0001627527,0.2795215,0.02894663,0.4103627,0.371429,0.07323618,0.518741,0.5078104,0.003002778,0.02991219,0.3122604,0.05835963,1.502231,0.8575899,0.4298311,4.210798,1.665852,0.3845744,0.05486564,7.970805,13.07526,1978-05-08,Spring,1978,5,128,10,0.9,11.703912848699998,6.089486054395724,16.987437022527352,15.288693320274618
44,0.00441024,0.0001619704,0.2798103,0.0289699,0.4258146,0.3743474,0.07513954,0.5415223,0.5296302,0.003006465,0.03074448,0.3144249,0.0612794,1.578868,0.9573626,0.4447759,4.547132,1.738326,0.4035642,0.08467866,8.200827,13.37874,1978-05-11,Spring,1978,5,131,10,1.0,12.4239690554,6.464127619636685,16.612795457286392,16.612795457286392
45,0.004397385,0.000161331,0.2804298,0.02903335,0.4445859,0.3785766,0.07732224,0.5691722,0.555072,0.003015108,0.03166791,0.3169366,0.06427234,1.664373,1.066152,0.4669747,4.851477,1.802807,0.4146083,0.1182456,8.472418,13.65717,1978-05-14,Spring,1978,5,134,10,1.0,13.139280364,6.836300438640124,16.240622638282954,16.240622638282954
46,0.004387471,0.0001608522,0.2814163,0.02913909,0.4656902,0.383631,0.0797921,0.6006595,0.5842026,0.003029226,0.03277346,0.3199554,0.06763341,1.756993,1.177044,0.4947828,5.15039,1.884714,0.4325116,0.1440638,8.777241,13.95774,1978-05-17,Spring,1978,5,137,10,1.1,13.892969809200002,7.228441206024636,15.848481870898441,17.433330057988286
47,0.004380868,0.0001605503,0.2828064,0.02928969,0.489146,0.389879,0.08251196,0.6359196,0.616651,0.003049379,0.03402377,0.3234588,0.07076769,1.845137,1.285825,0.5229838,5.310615,1.932678,0.439083,0.1647464,9.097577,14.27442,1978-05-20,Spring,1978,5,140,10,1.1,14.4631129073,7.525083746837432,15.551839330085645,17.10702326309421
48,0.004377834,0.0001604349,0.284606,0.02947582,0.5124999,0.3961456,0.08529081,0.669496,0.6495685,0.003075821,0.03555262,0.3276425,0.07295504,1.894897,1.360514,0.5415791,4.974426,1.842572,0.4123552,0.1716453,9.379787,14.55577,1978-05-23,Spring,1978,5,143,11,1.0,14.2688354799,7.424002194015754,15.652920882907322,15.652920882907322
49,0.004378469,0.0001605063,0.2867472,0.02969149,0.5360293,0.4036804,0.08794542,0.7016079,0.680362,0.003107865,0.03705976,0.3320391,0.0728373,1.898245,1.403697,0.5472763,4.710862,1.751801,0.386708,0.1822517,9.602427,14.69837,1978-05-26,Spring,1978,5,146,11,0.9,14.0564877103,7.3135187344772765,15.7634043424458,14.18706390820122
50,0.004382818,0.000160763,0.2891545,0.02993239,0.5590808,0.4119971,0.09048128,0.7320035,0.7080373,0.003144545,0.03851224,0.3365317,0.07173447,1.884155,1.425974,0.5488201,4.577236,1.716884,0.379354,0.1912088,9.784399,14.74733,1978-05-29,Spring,1978,5,149,11,0.9,13.998785306,7.283496468348647,15.793426608574428,14.214083947716986
51,0.004390859,0.0001612011,0.2917726,0.03019089,0.5811191,0.4212376,0.09285496,0.7605825,0.7320291,0.00318504,0.03982182,0.340955,0.06976301,1.854878,1.432075,0.5465687,4.343135,1.63773,0.3574881,0.2004088,9.926912,14.70188,1978-06-01,Summer,1978,6,152,11,0.8,13.740347280099998,7.149032483954024,15.927890592969053,12.742312474375243
52,0.004402477,0.0001618122,0.2945453,0.03046728,0.6021807,0.4303514,0.09506187,0.786071,0.7516533,0.003228515,0.04108372,0.3453663,0.06772879,1.819516,1.422904,0.542456,4.234557,1.590121,0.3478429,0.2023444,10.03487,14.61114,1978-06-04,Summer,1978,6,155,12,0.8,13.612043764199997,7.082276820194123,15.994646256728954,12.795717005383164
53,0.004417562,0.0001625881,0.2974483,0.03076031,0.6230361,0.4395857,0.09723687,0.8112792,0.7685971,0.003274534,0.04224547,0.3496847,0.06648397,1.806939,1.421145,0.543159,4.463594,1.650214,0.3686224,0.2028599,10.14405,14.55404,1978-06-07,Summer,1978,6,158,12,0.9,13.9907457041,7.279313504558175,15.797609572364902,14.217848615128412
54,0.004436092,0.0001635273,0.3004948,0.03106346,0.6435934,0.4494274,0.09939501,0.8366231,0.783848,0.003323075,0.04327942,0.3538902,0.06574067,1.807407,1.426001,0.5475792,4.402486,1.696751,0.374191,0.205936,10.25323,14.5195,1978-06-10,Summer,1978,6,161,12,0.9,14.0756293543,7.323478034046835,15.75344504287624,14.178100538588616
55,0.004458053,0.0001646288,0.3036883,0.03137562,0.6643697,0.4598687,0.1016185,0.8634264,0.7985924,0.003374012,0.04420832,0.3580131,0.06587667,1.831787,1.445427,0.5583041,4.752995,1.807112,0.405297,0.2098767,10.38011,14.54494,1978-06-13,Summer,1978,6,164,12,1.0,14.7098332038,7.653451056496612,15.423472020426464,15.423472020426464
56,0.004483519,0.0001658971,0.3070633,0.03169305,0.6852664,0.4711079,0.1038979,0.8912712,0.8134753,0.003427627,0.04505837,0.3621305,0.06643353,1.863883,1.471639,0.5721807,4.68629,1.873697,0.4193568,0.2152008,10.51495,14.60908,1978-06-16,Summer,1978,6,167,12,1.0,14.887721793099997,7.746005580593124,15.330917496329953,15.330917496329953
57,0.004512482,0.0001673311,0.3106085,0.03201468,0.7050545,0.4829268,0.1060678,0.9166244,0.8267285,0.003483677,0.045846,0.3661347,0.0665751,1.87684,1.482915,0.5841778,4.398405,1.913006,0.426152,0.2198262,10.6206,14.63064,1978-06-19,Summer,1978,6,170,13,1.0,14.7680664701,7.683749527411419,15.393173549511658,15.393173549511658
58,0.004544751,0.0001689201,0.3142537,0.03231616,0.7212365,0.4954086,0.107821,0.9341754,0.8350391,0.003541115,0.04643156,0.3696005,0.06496035,1.834895,1.452333,0.5877478,3.471971,1.867645,0.4115918,0.225215,10.64128,14.47192,1978-06-22,Summer,1978,6,173,13,0.9,13.780896256099998,7.170129908983078,15.906793167939998,14.316113851146
59,0.004579849,0.0001706369,0.3178535,0.0325978,0.7330223,0.5075193,0.1090221,0.9415842,0.835377,0.003597888,0.0468106,0.3726257,0.06172302,1.746259,1.380889,0.5815102,2.847604,1.76923,0.3844651,0.2254063,10.56872,14.12356,1978-06-25,Summer,1978,6,176,13,0.8,12.9018474939,6.7127653294830445,16.364157747440032,13.091326197952027
60,0.004617235,0.0001724515,0.3212904,0.03286485,0.7415265,0.518628,0.1097995,0.9421391,0.8286644,0.003652291,0.04698582,0.3752292,0.05814118,1.65002,1.297743,0.5697301,2.581227,1.735875,0.3523889,0.2204119,10.44639,13.69461,1978-06-28,Summer,1978,6,179,13,0.8,12.3911068275,6.447029570368858,16.629893506554218,13.303914805243375
61,0.004656433,0.0001743387,0.3245122,0.03310903,0.7479932,0.5289026,0.1103329,0.9400652,0.8177766,0.003703394,0.04690112,0.3771602,0.05518321,1.576493,1.228671,0.5606757,2.635326,1.735263,0.3697645,0.2148676,10.32018,13.28576,1978-07-01,Summer,1978,7,182,13,0.8,12.311531225700001,6.405626791341409,16.67129628558167,13.337037028465335
62,0.004697044,0.0001762788,0.3275106,0.03332536,0.7522314,0.5384049,0.110632,0.9347005,0.8038782,0.003750812,0.04659328,0.3784286,0.05291134,1.517631,1.165604,0.5582834,2.284638,1.837777,0.3986211,0.2096164,10.18473,12.89357,1978-07-04,Summer,1978,7,185,14,0.9,11.959411214799998,6.222420548816507,16.85450252810657,15.169052275295911
63,0.004738715,0.0001782545,0.3302945,0.03354185,0.7568628,0.5465816,0.1109892,0.9313173,0.7901035,0.003794519,0.04626304,0.3795898,0.0523284,1.505518,1.133848,0.5632057,3.046876,1.895226,0.4148471,0.2002408,10.09736,12.65778,1978-07-07,Summer,1978,7,188,14,0.9,12.7463450785,6.631858217285235,16.445064859637842,14.800558373674058
64,0.004781367,0.0001802641,0.3329457,0.03373306,0.7613889,0.5546806,0.1113975,0.9299943,0.7785617,0.003835471,0.04578377,0.3801151,0.0524939,1.512023,1.12343,0.5712557,2.814382,2.00526,0.4468107,0.1973542,10.03844,12.51308,1978-07-10,Summer,1978,7,191,14,1.0,12.660407232099999,6.587145194900099,16.489777882022977,16.489777882022977
65,0.004824798,0.0001822987,0.3354709,0.03391275,0.7648947,0.5621364,0.1116965,0.9265758,0.7669305,0.003873716,0.04531798,0.3805181,0.05247616,1.506392,1.106189,0.5765246,2.714009,1.989239,0.4365326,0.1932601,9.967526,12.37466,1978-07-13,Summer,1978,7,194,14,0.9,12.510956902699998,6.509386952125142,16.567536124797932,14.91078251231814
66,0.004868781,0.0001843468,0.3378519,0.03407333,0.7670839,0.5690718,0.1118398,0.9209062,0.7546679,0.003909066,0.04480392,0.3806256,0.05195081,1.485246,1.081885,0.5763222,2.480185,1.985668,0.4284834,0.1901111,9.878864,12.21305,1978-07-16,Summer,1978,7,197,15,0.9,12.209738053799999,6.35266432411092,16.724258752812155,15.05183287753094
67,0.004913011,0.0001863927,0.3400481,0.03420272,0.7670096,0.5755023,0.1117109,0.9111827,0.7404699,0.003940972,0.04417099,0.3802546,0.05048696,1.438364,1.04242,0.5696995,2.058796,1.905397,0.4096905,0.1882101,9.753421,11.97381,1978-07-19,Summer,1978,7,200,15,0.8,11.5766562457,6.023275094068526,17.05364798285455,13.64291838628364
68,0.004957065,0.0001884149,0.341992,0.03429609,0.7641277,0.5811898,0.1112412,0.896389,0.7232593,0.003968482,0.04337507,0.3792919,0.0482538,1.370754,0.9868446,0.5601543,1.637735,1.877227,0.4075863,0.1860663,9.586685,11.64287,1978-07-22,Summer,1978,7,203,15,0.8,10.9588973219,5.701858282435616,17.37506479448746,13.90005183558997
69,0.005000441,0.0001903879,0.3436182,0.03434534,0.758072,0.5859464,0.1103816,0.8760413,0.7024961,0.003990608,0.04237593,0.3775894,0.04529204,1.283075,0.9161184,0.5468404,1.137192,1.780691,0.3837294,0.1831996,9.37544,11.21377,1978-07-25,Summer,1978,7,206,15,0.7,10.1161855469,5.263399651713023,17.813523425210054,12.469466397647038
70,0.005042599,0.0001922842,0.3448624,0.03435868,0.7494987,0.5893955,0.1092023,0.8516347,0.6783608,0.004006415,0.04123623,0.375336,0.04219572,1.193357,0.8407805,0.533593,0.9368376,1.754795,0.3807056,0.1776571,9.141088,10.74077,1978-07-28,Summer,1978,7,209,15,0.7,9.6430481282,5.017228670244507,18.05969440667857,12.641786084675
71,0.005083147,0.000194085,0.34573,0.03436132,0.7411891,0.5912872,0.1080517,0.8293746,0.6542379,0.004015975,0.04012782,0.3730083,0.040647,1.14922,0.7913672,0.5307724,1.475805,1.863157,0.4101886,0.1680136,8.955287,10.39646,1978-07-31,Summer,1978,7,212,16,0.8,10.155831947,5.2840274711129895,17.792895605810088,14.23431648464807
72,0.005121975,0.0001957878,0.3463118,0.03434503,0.7337106,0.5923461,0.1070398,0.8109359,0.6330914,0.004020498,0.03898539,0.3703341,0.04042181,1.140584,0.7691083,0.5340651,1.6231,1.927852,0.4232371,0.1608438,8.820798,10.18675,1978-08-03,Summer,1978,8,215,16,0.8,10.295650490800002,5.35677434505358,17.720148731869497,14.176118985495599
73,0.005158996,0.0001973914,0.3466658,0.03431214,0.7265517,0.592736,0.1060872,0.7942122,0.6142969,0.004020803,0.03787993,0.3675002,0.0406711,1.141159,0.7567124,0.5378166,1.692306,1.966457,0.4287822,0.1550995,8.708223,10.04683,1978-08-06,Summer,1978,8,218,16,0.8,10.348623060400001,5.384335702354743,17.692587374568333,14.154069899654667
74,0.005194129,0.0001988937,0.3468249,0.03426155,0.7193566,0.5926265,0.1051462,0.7781808,0.5973846,0.004017429,0.03680832,0.3645071,0.04098024,1.140323,0.74694,0.5401786,1.635326,1.989884,0.4316366,0.1510665,8.603128,9.936696,1978-08-09,Summer,1978,8,221,16,0.8,10.2608419617,5.338663645215958,17.738259431707117,14.190607545365694
