timestep\group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,date,season,year,month,day_of_year,biweekly,multiplier,Total_Biomass_C,Total_Biomass_N,N_Free,N_Free_Adjusted
47,0.005465035,0.0002071836,0.373365,0.03812284,0.7111514,0.531591,0.1174181,1.047023,0.8997527,0.004368389,0.05368762,0.4257449,0.07422078,2.152871,1.6945,0.5938185,5.591289,1.865788,0.4065745,0.230105,11.35629,16.65091,1978-05-20,Fall,1978,5,140,10,1.1,16.817063947599998,8.74983244566505,14.327090631258027,15.759799694383831
48,0.005508227,0.0002089968,0.3775161,0.03852802,0.738608,0.5427384,0.1201275,1.077281,0.9177186,0.004430146,0.05490356,0.4308442,0.07481192,2.165829,1.710332,0.6055932,5.500342,1.79932,0.3828901,0.2267366,11.52532,16.73317,1978-05-23,Fall,1978,5,143,11,1.0,16.7742675698,8.727565708962485,14.349357367960591,14.349357367960591
49,0.005555591,0.0002110079,0.3818422,0.03894575,0.7649292,0.5549318,0.1225654,1.103594,0.9313518,0.004494847,0.05594973,0.4357688,0.07353194,2.138417,1.702913,0.6048709,5.024998,1.703724,0.3583708,0.2309958,11.63617,16.6916,1978-05-26,Fall,1978,5,146,11,0.9,16.237961565899997,8.448528435372355,14.628394641550722,13.16555517739565
50,0.00560689,0.0002132014,0.3862325,0.03936502,0.7888649,0.5674576,0.1246663,1.124591,0.9394726,0.004560887,0.05679863,0.4403864,0.07134217,2.089994,1.674943,0.6001927,4.75902,1.667767,0.3531798,0.2347788,11.69315,16.53649,1978-05-29,Fall,1978,5,149,11,0.9,15.929433398399999,8.288002806237293,14.788920270685784,13.310028243617205
51,0.005661765,0.0002155571,0.3905954,0.03977191,0.8094411,0.5803775,0.126341,1.139229,0.9413453,0.004626788,0.05735679,0.4444844,0.06814615,2.016562,1.625736,0.5911905,4.195198,1.577718,0.3325715,0.2392392,11.68884,16.24702,1978-06-01,Fall,1978,6,152,11,0.8,15.185807860100002,7.901098238191631,15.175824838731446,12.140659870985157
52,0.005719702,0.0002180461,0.3948321,0.04016605,0.8272468,0.5923342,0.1276451,1.148144,0.9374677,0.004690995,0.05773567,0.4481231,0.06506445,1.941696,1.566442,0.5811864,4.087863,1.538891,0.3257055,0.2360559,11.64446,15.90823,1978-06-04,Fall,1978,6,155,12,0.8,14.9272277131,7.766560308914841,15.310362768008236,12.24829021440659
53,0.005780278,0.0002206459,0.3989211,0.04054969,0.844017,0.6036485,0.1288458,1.156546,0.931253,0.004752974,0.05791939,0.4512622,0.06325177,1.904021,1.528693,0.5779062,4.35943,1.617174,0.350131,0.2318331,11.61518,15.64351,1978-06-07,Fall,1978,6,158,12,0.9,15.2561566479,7.937700353039,15.139222723884076,13.625300451495669
54,0.00584325,0.0002233457,0.4028969,0.04091769,0.859874,0.6149205,0.1299904,1.164998,0.9243382,0.004812912,0.05792298,0.4539409,0.06225502,1.887925,1.508002,0.5792722,4.323771,1.669313,0.3581881,0.2307887,11.59903,15.43974,1978-06-10,Fall,1978,6,161,12,0.9,15.2801940977,7.95020691535133,15.126716161571746,13.614044545414572
55,0.005908379,0.0002261351,0.4067707,0.04126578,0.8746614,0.6261421,0.1310737,1.172878,0.9171692,0.004870767,0.05779233,0.4562297,0.06191442,1.886452,1.496983,0.5863662,4.373448,1.785285,0.392278,0.2309796,11.59021,15.28198,1978-06-13,Fall,1978,6,164,12,1.0,15.508694411099999,8.069094460898024,15.007828616025053,15.007828616025053
56,0.005975447,0.0002290048,0.4105564,0.04158723,0.8879241,0.6374331,0.1320443,1.178947,0.9097245,0.004926557,0.05753781,0.4581706,0.06172279,1.88395,1.485702,0.5960987,4.140238,1.854548,0.4092977,0.2323967,11.57361,15.13283,1978-06-16,Fall,1978,6,167,12,1.0,15.389009938800001,8.006823241484467,15.07009983543861,15.07009983543861
57,0.006044152,0.0002319401,0.4142307,0.04188406,0.8990429,0.6485117,0.1328085,1.181398,0.9010399,0.004979868,0.05718088,0.4596669,0.06123507,1.86743,1.463835,0.6043218,3.857413,1.898447,0.418873,0.2328934,11.53098,14.95085,1978-06-19,Fall,1978,6,170,13,1.0,15.151467770100002,7.883231264824264,15.193691812098812,15.193691812098812
58,0.006114076,0.0002349203,0.4177379,0.04213839,0.9065839,0.6594803,0.1331896,1.177536,0.8894356,0.005029834,0.05661362,0.4603613,0.05958736,1.815683,1.418542,0.6052598,3.212007,1.852873,0.4057233,0.2344401,11.43266,14.65543,1978-06-22,Fall,1978,6,173,13,0.9,14.358571000300001,7.470691126778994,15.606231950144082,14.045608755129674
59,0.00618461,0.0002379136,0.4209729,0.0423552,0.9102941,0.6694432,0.1331032,1.166174,0.8729637,0.005074955,0.05588905,0.4604739,0.05680706,1.731476,1.348553,0.5969834,2.747482,1.75223,0.3787342,0.2317832,11.27344,14.24296,1978-06-25,Fall,1978,6,176,13,0.8,13.587215588600001,7.069358847288245,16.00756422963483,12.806051383707866
60,0.006255122,0.0002408868,0.4238558,0.04254282,0.9114421,0.6779214,0.1326914,1.15067,0.8526673,0.005114122,0.05504182,0.4601054,0.05393662,1.647034,1.276375,0.5836303,2.655399,1.717633,0.3468455,0.2250677,11.09052,13.80385,1978-06-28,Fall,1978,6,179,13,0.8,13.224469290799998,6.88062380198396,16.196299274939115,12.957039419951293
61,0.00632509,0.0002438139,0.4263687,0.04269447,0.9108565,0.6851898,0.1320863,1.133777,0.8306478,0.005147005,0.05403074,0.4590642,0.05156954,1.58039,1.21625,0.5727559,2.625401,1.715754,0.3639513,0.2187176,10.91129,13.39615,1978-07-01,Fall,1978,7,182,13,0.8,13.031220758900002,6.780077578233825,16.29684549868925,13.037476398951402
62,0.00639408,0.0002466754,0.4285275,0.0428115,0.9091192,0.6913909,0.1313941,1.116823,0.8086669,0.005173697,0.05289222,0.4573916,0.05015521,1.539946,1.172394,0.5698099,2.680048,1.816494,0.3928467,0.2132401,10.75036,13.05462,1978-07-04,Fall,1978,7,185,14,0.9,13.085765282399999,6.8084568151173075,16.26846626180577,14.641619635625194
63,0.006461813,0.0002494597,0.4303872,0.04291962,0.907945,0.6961763,0.1307878,1.102206,0.7884703,0.005194946,0.05185055,0.4557146,0.05003093,1.532369,1.149439,0.5731933,3.020135,1.873084,0.4089068,0.204271,10.63064,12.84806,1978-07-07,Fall,1978,7,188,14,0.9,13.429792618700002,6.987452480397101,16.089470596525977,14.48052353687338
64,0.006528161,0.0002521639,0.4320167,0.04299479,0.906469,0.7006728,0.1302278,1.089362,0.7711554,0.005211724,0.05072394,0.4534425,0.05041005,1.537606,1.141226,0.5799778,2.928154,1.983852,0.4416815,0.201681,10.53254,12.7059,1978-07-10,Fall,1978,7,191,14,1.0,13.453645328900002,6.999862923639471,16.077060153283604,16.077060153283604
65,0.006592949,0.0002547819,0.4334418,0.04305319,0.9044181,0.7044232,0.1296242,1.075772,0.7551109,0.005224436,0.04968241,0.4511132,0.05067115,1.534377,1.128653,0.5845425,2.823694,1.96652,0.4313067,0.1978205,10.43214,12.58084,1978-07-13,Fall,1978,7,194,14,0.9,13.2762960169,6.907588982766728,16.169334094156348,14.552400684740713
66,0.006655996,0.0002573058,0.4346599,0.04308983,0.9015981,0.7075836,0.1289429,1.061476,0.7398067,0.005233215,0.04866048,0.4485698,0.0505293,1.520179,1.112574,0.5840764,2.725943,1.96127,0.4230607,0.1949513,10.32536,12.44794,1978-07-16,Fall,1978,7,197,15,0.9,13.0991175268,6.815403919655746,16.26151915726733,14.635367241540598
67,0.006717074,0.0002597257,0.4356534,0.04309575,0.897213,0.7102296,0.1280836,1.044921,0.7241365,0.005237918,0.04759417,0.4456633,0.04954725,1.483894,1.085251,0.5771746,2.388826,1.870055,0.4030934,0.1935799,10.19475,12.25722,1978-07-19,Fall,1978,7,200,15,0.8,12.5402261877,6.524615611560131,16.552307465362944,13.241845972290356
68,0.006775844,0.0002620253,0.4363717,0.04306794,0.8907815,0.7121794,0.1269813,1.02518,0.7069883,0.005237921,0.04643984,0.4422997,0.04784093,1.429479,1.045308,0.5669965,2.110704,1.819196,0.3998303,0.1922715,10.03569,11.9934,1978-07-22,Fall,1978,7,203,15,0.8,12.054191700299999,6.271734351144182,16.805188725778894,13.444150980623116
69,0.006831908,0.0002641855,0.4367671,0.04300019,0.8819491,0.7133019,0.1255832,1.001711,0.6877069,0.005232565,0.04515772,0.4383492,0.04535173,1.354874,0.9921393,0.5520646,1.712345,1.680396,0.373952,0.1906163,9.84289,11.64449,1978-07-25,Fall,1978,7,206,15,0.7,11.287593898499999,5.872877431775542,17.204045645147534,12.042831951603274
70,0.006884816,0.0002661844,0.4367848,0.04289962,0.8711819,0.7132674,0.1239342,0.9754127,0.6659992,0.005221136,0.0438058,0.4339967,0.0426147,1.275684,0.933015,0.5363807,1.562756,1.626394,0.3693705,0.1865488,9.631579,11.25124,1978-07-28,Fall,1978,7,209,15,0.7,10.8524181564,5.646457716677989,17.430465360245087,12.20132575217156
71,0.006934269,0.0002680084,0.4364353,0.04278811,0.8608151,0.7118582,0.1223366,0.9511665,0.6443918,0.005203867,0.04254903,0.4297102,0.04129814,1.236896,0.8935653,0.5314397,1.972506,1.755626,0.3986062,0.1783418,9.461028,10.96394,1978-07-31,Fall,1978,7,212,16,0.8,11.2627361244,5.859944058921346,17.21697901800173,13.773583214401384
72,0.006980231,0.0002696602,0.4358102,0.04265956,0.8512855,0.709753,0.120893,0.9305296,0.6256322,0.005182033,0.04129602,0.4251949,0.04123603,1.230929,0.8771889,0.5335326,2.102851,1.826593,0.4114062,0.1724368,9.334646,10.79077,1978-08-03,Summer,1978,8,215,16,0.8,11.3916594342,5.927022198280597,17.14990087864248,13.719920702913985
73,0.007022708,0.0002711436,0.4349714,0.04251689,0.8422408,0.7071187,0.1195394,0.9118433,0.6092374,0.00515654,0.04011113,0.4206305,0.04162246,1.233849,0.869442,0.5366488,2.163712,1.867421,0.4167217,0.1677078,9.228911,10.67948,1978-08-06,Summer,1978,8,218,16,0.8,11.437784671600001,5.951020923624335,17.125902153298743,13.700721722638995
74,0.007061718,0.0002724627,0.4339555,0.04235993,0.8334052,0.7041252,0.1182362,0.8943209,0.5948287,0.005128007,0.03898525,0.4160115,0.04206179,1.236028,0.86446,0.5386583,2.141414,1.885676,0.4193141,0.1645206,9.132295,10.59659,1978-08-09,Summer,1978,8,221,16,0.8,11.3808233577,5.921384243044248,17.15553883387883,13.724431067103064
75,0.007097275,0.0002736204,0.4327808,0.04218914,0.8245402,0.7008326,0.1169508,0.8772796,0.58188,0.005096808,0.03791412,0.411366,0.04235534,1.233375,0.8584046,0.539246,2.083288,1.891497,0.4211141,0.1622688,9.037692,10.52011,1978-08-12,Summer,1978,8,224,16,0.8,11.2697498034,5.863593240268868,17.21332983665421,13.77066386932337
