timestep\group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,date,season,year,month,day_of_year,biweekly,multiplier,Total_Biomass_C,Total_Biomass_N,N_Free,N_Free_Adjusted
56,0.005708683,0.0002195127,0.3906197,0.07065038,0.903351,0.998175,0.2697134,1.412025,1.755646,0.004846472,0.06119139,0.5260497,0.08856172,1.959816,1.493984,0.6392842,5.001044,2.357183,0.4535332,0.2312683,11.39897,15.30968,1978-06-16,Fall,1978,6,167,12,1.0,33.9325506577,21.37421439908563,9.13426017718556,9.13426017718556
57,0.005771426,0.0002224222,0.3945834,0.07123346,0.9168537,1.020085,0.2738779,1.432369,1.768816,0.004907362,0.06109714,0.5323913,0.0903726,2.00141,1.523432,0.6582517,4.693731,2.415079,0.459672,0.2356107,11.50563,15.43162,1978-06-19,Fall,1978,6,170,13,1.0,33.9913871102,21.411275655190508,9.097198921080683,9.097198921080683
58,0.005836793,0.0002254565,0.3985868,0.0717372,0.9256633,1.042833,0.2766701,1.437957,1.772186,0.00496801,0.06079254,0.5390144,0.08834244,1.957248,1.494764,0.6589727,3.532395,2.252554,0.4175084,0.2410029,11.51373,15.31672,1978-06-22,Fall,1978,6,173,13,0.9,32.4959780395,20.469313041948933,10.039161534322258,9.035245380890032
59,0.00590404,0.0002285688,0.4024059,0.0721693,0.928593,1.064083,0.2774391,1.424941,1.757508,0.005025305,0.06026354,0.5449723,0.08258026,1.833936,1.406883,0.638473,2.651645,1.968887,0.3531675,0.241137,11.39904,14.91261,1978-06-25,Fall,1978,6,176,13,0.8,30.632851813800002,19.29572430108502,11.21275027518617,8.970200220148937
60,0.005972254,0.0002317038,0.4058608,0.07254791,0.9274324,1.082359,0.2767615,1.401205,1.727743,0.005076638,0.05950153,0.5496745,0.07629783,1.704301,1.305481,0.6129859,2.36895,1.900768,0.3234066,0.235823,11.22227,14.38248,1978-06-28,Fall,1978,6,179,13,0.8,29.4248595658,18.534806397752387,11.973668178518803,9.578934542815043
61,0.00604069,0.0002348209,0.4089029,0.072853,0.9240612,1.098001,0.2754418,1.374895,1.690448,0.005121012,0.05843282,0.5532798,0.07152992,1.614178,1.225404,0.596473,2.45713,1.91917,0.3477756,0.2294113,11.04507,13.88345,1978-07-01,Fall,1978,7,182,13,0.8,28.812233862899998,18.148911648717252,12.359562927553938,9.887650342043152
62,0.00610885,0.0002378962,0.4115702,0.07308888,0.9197073,1.111397,0.274061,1.349713,1.652438,0.005158596,0.05714731,0.5560571,0.06952187,1.579944,1.175392,0.5989599,2.566416,2.201931,0.4158988,0.2231715,10.89792,13.50158,1978-07-04,Fall,1978,7,185,14,0.9,28.749500202200004,18.109395529597073,12.399079046674117,11.159171142006706
63,0.006176492,0.0002409218,0.4139736,0.07334285,0.9174314,1.122186,0.2734497,1.333171,1.62251,0.005190794,0.05603322,0.5580606,0.07084365,1.609319,1.168734,0.6146459,3.319394,2.337775,0.4433637,0.2139206,10.82083,13.34937,1978-07-07,Fall,1978,7,188,14,0.9,29.5091324278,18.587890123717557,11.920584452553634,10.72852600729827
64,0.006243693,0.0002439079,0.4162431,0.07352936,0.9155977,1.132844,0.2733293,1.321018,1.600408,0.005219433,0.05483002,0.5602224,0.07320372,1.658093,1.182575,0.6365572,3.156812,2.599653,0.5040532,0.2114613,10.77999,13.31718,1978-07-10,Fall,1978,7,191,14,1.0,29.6993173339,18.70768816069563,11.800786415575562,11.800786415575562
65,0.006310378,0.0002468533,0.4184093,0.07370026,0.9132659,1.14253,0.2731128,1.306958,1.581491,0.005245047,0.05378779,0.5622504,0.07479376,1.679722,1.183294,0.6505969,2.947475,2.534716,0.4763596,0.2084343,10.72567,13.28325,1978-07-13,Fall,1978,7,194,14,0.9,29.3759492883,18.50399766874909,12.0044769075221,10.80402921676989
66,0.006376353,0.0002497473,0.4204345,0.07383068,0.9097031,1.151359,0.2724917,1.289604,1.561864,0.005267388,0.05276879,0.5641115,0.07479239,1.668777,1.168448,0.6529631,2.666565,2.514602,0.4636404,0.2065485,10.64516,13.19137,1978-07-16,Fall,1978,7,197,15,0.9,28.9157671483,18.214127572562905,12.294347003708285,11.064912303337458
67,0.006441287,0.0002525713,0.4222493,0.0738882,0.9035844,1.159202,0.2709981,1.26537,1.536896,0.005285608,0.0516394,0.565676,0.07239547,1.611146,1.127703,0.6408351,2.097028,2.298906,0.4162434,0.2055684,10.51351,12.96823,1978-07-19,Fall,1978,7,200,15,0.8,27.6995382363,17.448021370123463,13.060453206147727,10.448362564918183
68,0.006504634,0.0002552939,0.4237394,0.07385918,0.8943594,1.165384,0.2684538,1.23328,1.503678,0.005298149,0.05031342,0.5666422,0.06853427,1.526894,1.06573,0.6236981,1.651799,2.241012,0.4130975,0.2037801,10.33184,12.61471,1978-07-22,Fall,1978,7,203,15,0.8,26.601022446899997,16.756063013079398,13.752411563191792,11.001929250553435
69,0.006565762,0.0002578801,0.4248172,0.07372339,0.8817532,1.169457,0.2647405,1.193089,1.461143,0.005303669,0.04873789,0.5668557,0.06327427,1.415842,0.9854041,0.5988326,1.086668,2.002326,0.3611025,0.2006724,10.09751,12.13147,1978-07-25,Fall,1978,7,206,15,0.7,24.942036061099998,15.711062563423935,14.797412012847255,10.358188408993078
70,0.006623954,0.0002602909,0.4253946,0.07351099,0.8665924,1.170647,0.2601085,1.147711,1.410548,0.005300873,0.04700968,0.5659065,0.0580036,1.305908,0.9009746,0.5750058,0.8868914,1.959279,0.3608938,0.1946838,9.834755,11.58766,1978-07-28,Fall,1978,7,209,15,0.7,23.808913787899996,14.997305479493665,15.511169096777525,10.857818367744267
71,0.00667872,0.0002625037,0.4255041,0.07330299,0.8524684,1.168697,0.2558568,1.108484,1.362487,0.005290186,0.04539677,0.5636737,0.05627266,1.269194,0.8537162,0.5735723,1.558565,2.235412,0.4299819,0.1847599,9.631439,11.21496,1978-07-31,Fall,1978,7,212,16,0.8,24.2445361297,15.271705285879928,15.236769290391262,12.18941543231301
72,0.006730041,0.0002645263,0.4253031,0.07305952,0.8399753,1.165256,0.2523363,1.077175,1.322784,0.005273755,0.04379712,0.5610501,0.05708316,1.283393,0.8411129,0.5849487,1.745395,2.384399,0.4569015,0.1772982,9.49029,11.02299,1978-08-03,Summer,1978,8,215,16,0.8,24.3265262223,15.323351088622898,15.185123487648292,12.148098790118635
73,0.006777966,0.0002663677,0.4248821,0.07279117,0.8284536,1.160818,0.2492219,1.049927,1.289779,0.005252949,0.04230553,0.5582417,0.0585802,1.306495,0.8397717,0.5965755,1.829022,2.465159,0.4670825,0.1715513,9.375142,10.92049,1978-08-06,Summer,1978,8,218,16,0.8,24.3434444827,15.33400795107621,15.174466625194981,12.139573300155986
74,0.006822545,0.0002680347,0.424287,0.07249267,0.8173937,1.155766,0.2463115,1.024701,1.261686,0.005228605,0.04090336,0.5553908,0.05992759,1.323468,0.8400056,0.6049152,1.769559,2.511043,0.4718867,0.1678102,9.269409,10.85388,1978-08-09,Summer,1978,8,221,16,0.8,24.2137465047,15.252310809683427,15.256163766587763,12.204931013270212
75,0.00686379,0.0002695311,0.4235331,0.07216451,0.8063705,1.150206,0.24345,0.9999248,1.236686,0.005201133,0.03957713,0.5524915,0.06083167,1.32974,0.8362576,0.6101509,1.65636,2.541743,0.4758034,0.1652716,9.163209,10.78907,1978-08-12,Summer,1978,8,224,16,0.8,24.0019661641,15.118909744400742,15.389564831870448,12.311651865496358
