threeday_yrmo,threeday_yr,year,dayofyear,vartemp3_C_30-40mAvg
224,19,2015,56,3.7
225,19,2015,56,3.7
226,19,2015,56,3.7
227,19,2015,56,3.7
228,19,2015,56,3.7
229,20,2015,59,3.7
230,20,2015,59,3.7
231,20,2015,59,3.7
232,20,2015,59,3.7
233,20,2015,59,3.7
234,20,2015,59,3.7
235,20,2015,59,3.7
236,20,2015,59,3.7
237,20,2015,59,3.7
238,20,2015,59,3.7
239,20,2015,59,3.7
240,20,2015,59,3.7
241,21,2015,62,3.7
242,21,2015,62,3.7
243,21,2015,62,3.7
244,21,2015,62,3.7
245,21,2015,62,3.7
246,21,2015,62,3.7
247,21,2015,62,3.7
248,21,2015,62,3.7
249,21,2015,62,3.7
250,21,2015,62,3.7
251,21,2015,62,3.7
252,21,2015,62,3.7
253,22,2015,65,3.7
254,22,2015,65,3.7
255,22,2015,65,3.7
256,22,2015,65,3.7
257,22,2015,65,3.7
258,22,2015,65,3.7
259,22,2015,65,3.7
260,22,2015,65,3.7
261,22,2015,65,3.7
262,22,2015,65,3.7
263,22,2015,65,3.7
264,22,2015,65,3.7
265,23,2015,68,3.7
266,23,2015,68,3.7
267,23,2015,68,3.7
268,23,2015,68,3.7
269,23,2015,68,3.7
270,23,2015,68,3.7
271,23,2015,68,3.7
272,23,2015,68,3.7
273,23,2015,68,3.7
274,23,2015,68,3.7
275,23,2015,68,3.7
276,23,2015,68,3.7
277,24,2015,71,3.7
278,24,2015,71,3.7
279,24,2015,71,3.7
280,24,2015,71,3.7
281,24,2015,71,3.7
282,24,2015,71,3.7
283,24,2015,71,3.7
284,24,2015,71,3.7
285,24,2015,71,3.7
286,24,2015,71,3.7
287,24,2015,71,3.7
288,24,2015,71,3.7
289,25,2015,74,3.7
290,25,2015,74,3.7
291,25,2015,74,3.7
292,25,2015,74,3.7
293,25,2015,74,3.7
294,25,2015,74,3.7
295,25,2015,74,3.7
296,25,2015,74,3.7
297,25,2015,74,3.7
298,25,2015,74,3.7
299,25,2015,74,3.7
300,25,2015,74,3.7
301,26,2015,77,3.7
302,26,2015,77,3.7
303,26,2015,77,3.7
304,26,2015,77,3.7
305,26,2015,77,3.7
306,26,2015,77,3.7
307,26,2015,77,3.7
308,26,2015,77,3.7
309,26,2015,77,3.7
310,26,2015,77,3.7
311,26,2015,77,3.7
312,26,2015,77,3.7
313,27,2015,80,3.7
314,27,2015,80,3.7
315,27,2015,80,3.7
316,27,2015,80,3.7
317,27,2015,80,3.7
318,27,2015,80,3.7
319,27,2015,80,3.7
320,27,2015,80,3.7
321,27,2015,80,3.7
322,27,2015,80,3.7
323,27,2015,80,3.7
324,27,2015,80,3.7
325,28,2015,83,3.7
326,28,2015,83,3.7
327,28,2015,83,3.7
328,28,2015,83,3.7
329,28,2015,83,3.7
330,28,2015,83,3.7
331,28,2015,83,3.7
332,28,2015,83,3.7
333,28,2015,83,3.7
334,28,2015,83,3.7
335,28,2015,83,3.7
336,28,2015,83,3.7
337,29,2015,86,3.7
338,29,2015,86,3.7
339,29,2015,86,3.7
340,29,2015,86,3.7
341,29,2015,86,3.7
342,29,2015,86,3.7
343,29,2015,86,3.7
344,29,2015,86,3.7
345,29,2015,86,3.7
346,29,2015,86,3.7
347,29,2015,86,3.7
348,29,2015,86,3.7
349,30,2015,89,3.7
350,30,2015,89,3.7
351,30,2015,89,3.7
352,30,2015,89,3.7
353,30,2015,89,3.7
354,30,2015,89,3.7
355,30,2015,89,3.7
356,30,2015,89,3.7
357,30,2015,89,3.7
358,30,2015,89,3.7
359,30,2015,89,3.7
360,30,2015,89,3.7
361,31,2015,92,3.7
362,31,2015,92,3.7
363,31,2015,92,3.7
364,31,2015,92,3.7
365,31,2015,92,3.7
366,31,2015,92,3.7
367,31,2015,92,3.7
368,31,2015,92,3.7
369,31,2015,92,3.7
370,31,2015,92,3.7
371,31,2015,92,3.7
372,31,2015,92,3.7
373,32,2015,95,3.7
374,32,2015,95,3.7
375,32,2015,95,3.7
376,32,2015,95,3.7
377,32,2015,95,3.7
378,32,2015,95,3.7
379,32,2015,95,3.7
380,32,2015,95,3.7
381,32,2015,95,3.7
382,32,2015,95,3.7
383,32,2015,95,3.7
384,32,2015,95,3.7
385,33,2015,98,3.7
386,33,2015,98,3.7
387,33,2015,98,3.7
388,33,2015,98,3.7
389,33,2015,98,3.7
390,33,2015,98,3.7
391,33,2015,98,3.7
392,33,2015,98,3.7
393,33,2015,98,3.7
394,33,2015,98,3.7
395,33,2015,98,3.7
396,33,2015,98,3.7
397,34,2015,101,3.7
398,34,2015,101,3.7
399,34,2015,101,3.7
400,34,2015,101,3.7
401,34,2015,101,3.7
402,34,2015,101,3.7
403,34,2015,101,3.7
404,34,2015,101,3.7
405,34,2015,101,3.7
406,34,2015,101,3.7
407,34,2015,101,3.7
408,34,2015,101,3.7
409,35,2015,104,3.7
410,35,2015,104,3.7
411,35,2015,104,3.7
412,35,2015,104,3.7
413,35,2015,104,3.7
414,35,2015,104,3.7
415,35,2015,104,3.7
416,35,2015,104,3.7
417,35,2015,104,3.7
418,35,2015,104,3.7
419,35,2015,104,3.7
420,35,2015,104,3.7
421,36,2015,107,3.7
422,36,2015,107,3.7
423,36,2015,107,3.7
424,36,2015,107,3.7
425,36,2015,107,3.7
426,36,2015,107,3.7
427,36,2015,107,3.7
428,36,2015,107,3.7
429,36,2015,107,3.7
430,36,2015,107,3.7
431,36,2015,107,3.7
432,36,2015,107,3.7
433,37,2015,110,3.7
434,37,2015,110,3.7
435,37,2015,110,3.7
436,37,2015,110,3.7
437,37,2015,110,3.7
438,37,2015,110,3.7
439,37,2015,110,3.7
440,37,2015,110,3.7
441,37,2015,110,3.7
442,37,2015,110,3.7
443,37,2015,110,3.7
444,37,2015,110,3.7
445,38,2015,113,3.6
446,38,2015,113,3.6
447,38,2015,113,3.6
448,38,2015,113,3.6
449,38,2015,113,3.6
450,38,2015,113,3.6
451,38,2015,113,3.6
452,38,2015,113,3.6
453,38,2015,113,3.6
454,38,2015,113,3.6
455,38,2015,113,3.6
456,38,2015,113,3.6
457,39,2015,116,3.6
458,39,2015,116,3.6
459,39,2015,116,3.6
460,39,2015,116,3.6
461,39,2015,116,3.6
462,39,2015,116,3.6
463,39,2015,116,3.6
464,39,2015,116,3.6
465,39,2015,116,3.6
466,39,2015,116,3.6
467,39,2015,116,3.6
468,39,2015,116,3.6
469,40,2015,119,3.6
470,40,2015,119,3.6
471,40,2015,119,3.6
472,40,2015,119,3.6
473,40,2015,119,3.6
474,40,2015,119,3.6
475,40,2015,119,3.6
476,40,2015,119,3.6
477,40,2015,119,3.6
478,40,2015,119,3.6
479,40,2015,119,3.6
480,40,2015,119,3.6
481,41,2015,122,3.6
482,41,2015,122,3.6
483,41,2015,122,3.6
484,41,2015,122,3.6
485,41,2015,122,3.6
486,41,2015,122,3.6
487,41,2015,122,3.6
488,41,2015,122,3.6
489,41,2015,122,3.6
490,41,2015,122,3.6
491,41,2015,122,3.6
492,41,2015,122,3.6
493,42,2015,125,3.6
494,42,2015,125,3.6
495,42,2015,125,3.6
496,42,2015,125,3.6
497,42,2015,125,3.6
498,42,2015,125,3.6
499,42,2015,125,3.6
500,42,2015,125,3.6
501,42,2015,125,3.6
502,42,2015,125,3.6
503,42,2015,125,3.6
504,42,2015,125,3.6
505,43,2015,128,3.6
506,43,2015,128,3.6
507,43,2015,128,3.6
508,43,2015,128,3.6
509,43,2015,128,3.6
510,43,2015,128,3.6
511,43,2015,128,3.6
512,43,2015,128,3.6
513,43,2015,128,3.6
514,43,2015,128,3.6
515,43,2015,128,3.6
516,43,2015,128,3.6
517,44,2015,131,3.6
518,44,2015,131,3.6
519,44,2015,131,3.6
520,44,2015,131,3.6
521,44,2015,131,3.6
522,44,2015,131,3.6
523,44,2015,131,3.6
524,44,2015,131,3.6
525,44,2015,131,3.6
526,44,2015,131,3.6
527,44,2015,131,3.6
528,44,2015,131,3.6
529,45,2015,134,3.6
530,45,2015,134,3.6
531,45,2015,134,3.6
532,45,2015,134,3.6
533,45,2015,134,3.6
534,45,2015,134,3.6
535,45,2015,134,3.6
536,45,2015,134,3.6
537,45,2015,134,3.6
538,45,2015,134,3.6
539,45,2015,134,3.6
540,45,2015,134,3.6
541,46,2015,137,3.6
542,46,2015,137,3.6
543,46,2015,137,3.6
544,46,2015,137,3.6
545,46,2015,137,3.6
546,46,2015,137,3.6
547,46,2015,137,3.6
548,46,2015,137,3.6
549,46,2015,137,3.6
550,46,2015,137,3.6
551,46,2015,137,3.6
552,46,2015,137,3.6
553,47,2015,140,3.6
554,47,2015,140,3.6
555,47,2015,140,3.6
556,47,2015,140,3.6
557,47,2015,140,3.6
558,47,2015,140,3.6
559,47,2015,140,3.6
560,47,2015,140,3.6
561,47,2015,140,3.6
562,47,2015,140,3.6
563,47,2015,140,3.6
564,47,2015,140,3.6
565,48,2015,143,3.6
566,48,2015,143,3.6
567,48,2015,143,3.6
568,48,2015,143,3.6
569,48,2015,143,3.6
570,48,2015,143,3.6
571,48,2015,143,3.6
572,48,2015,143,3.6
573,48,2015,143,3.6
574,48,2015,143,3.6
575,48,2015,143,3.6
576,48,2015,143,3.6
577,49,2015,146,3.6
578,49,2015,146,3.6
579,49,2015,146,3.6
580,49,2015,146,3.6
581,49,2015,146,3.6
582,49,2015,146,3.6
583,49,2015,146,3.6
584,49,2015,146,3.6
585,49,2015,146,3.6
586,49,2015,146,3.6
587,49,2015,146,3.6
588,49,2015,146,3.6
589,50,2015,149,3.6
590,50,2015,149,3.6
591,50,2015,149,3.6
592,50,2015,149,3.6
593,50,2015,149,3.6
594,50,2015,149,3.6
595,50,2015,149,3.6
596,50,2015,149,3.6
597,50,2015,149,3.6
598,50,2015,149,3.6
599,50,2015,149,3.6
600,50,2015,149,3.6
601,51,2015,152,3.6
602,51,2015,152,3.6
603,51,2015,152,3.6
604,51,2015,152,3.6
605,51,2015,152,3.6
606,51,2015,152,3.6
607,51,2015,152,3.6
608,51,2015,152,3.6
609,51,2015,152,3.6
610,51,2015,152,3.6
611,51,2015,152,3.6
612,51,2015,152,3.6
613,52,2015,155,3.6
614,52,2015,155,3.6
615,52,2015,155,3.6
616,52,2015,155,3.6
617,52,2015,155,3.6
618,52,2015,155,3.6
619,52,2015,155,3.6
620,52,2015,155,3.6
621,52,2015,155,3.6
622,52,2015,155,3.6
623,52,2015,155,3.6
624,52,2015,155,3.6
625,53,2015,158,3.6
626,53,2015,158,3.6
627,53,2015,158,3.6
628,53,2015,158,3.6
629,53,2015,158,3.6
630,53,2015,158,3.6
631,53,2015,158,3.6
632,53,2015,158,3.6
633,53,2015,158,3.6
634,53,2015,158,3.6
635,53,2015,158,3.6
636,53,2015,158,3.6
637,54,2015,161,3.6
638,54,2015,161,3.6
639,54,2015,161,3.6
640,54,2015,161,3.6
641,54,2015,161,3.6
642,54,2015,161,3.6
643,54,2015,161,3.6
644,54,2015,161,3.6
645,54,2015,161,3.6
646,54,2015,161,3.6
647,54,2015,161,3.6
648,54,2015,161,3.6
649,55,2015,164,3.6
650,55,2015,164,3.6
651,55,2015,164,3.6
652,55,2015,164,3.6
653,55,2015,164,3.6
654,55,2015,164,3.6
655,55,2015,164,3.6
656,55,2015,164,3.6
657,55,2015,164,3.6
658,55,2015,164,3.6
659,55,2015,164,3.6
660,55,2015,164,3.6
661,56,2015,167,3.6
662,56,2015,167,3.6
663,56,2015,167,3.6
664,56,2015,167,3.6
665,56,2015,167,3.6
666,56,2015,167,3.6
667,56,2015,167,3.6
668,56,2015,167,3.6
669,56,2015,167,3.6
670,56,2015,167,3.6
671,56,2015,167,3.6
672,56,2015,167,3.6
673,57,2015,170,3.6
674,57,2015,170,3.6
675,57,2015,170,3.6
676,57,2015,170,3.6
677,57,2015,170,3.6
678,57,2015,170,3.6
679,57,2015,170,3.6
680,57,2015,170,3.6
681,57,2015,170,3.6
682,57,2015,170,3.6
683,57,2015,170,3.6
684,57,2015,170,3.6
685,58,2015,173,3.6
686,58,2015,173,3.6
687,58,2015,173,3.6
688,58,2015,173,3.6
689,58,2015,173,3.6
690,58,2015,173,3.6
691,58,2015,173,3.6
692,58,2015,173,3.6
693,58,2015,173,3.6
694,58,2015,173,3.6
695,58,2015,173,3.6
696,58,2015,173,3.6
697,59,2015,176,3.6
698,59,2015,176,3.6
699,59,2015,176,3.6
700,59,2015,176,3.6
701,59,2015,176,3.6
702,59,2015,176,3.6
703,59,2015,176,3.6
704,59,2015,176,3.6
705,59,2015,176,3.6
706,59,2015,176,3.6
707,59,2015,176,3.6
708,59,2015,176,3.6
709,60,2015,179,3.6
710,60,2015,179,3.6
711,60,2015,179,3.6
712,60,2015,179,3.6
713,60,2015,179,3.6
714,60,2015,179,3.6
715,60,2015,179,3.6
716,60,2015,179,3.6
717,60,2015,179,3.6
718,60,2015,179,3.6
719,60,2015,179,3.6
720,60,2015,179,3.6
721,61,2015,182,3.6
722,61,2015,182,3.6
723,61,2015,182,3.6
724,61,2015,182,3.6
725,61,2015,182,3.6
726,61,2015,182,3.6
727,61,2015,182,3.6
728,61,2015,182,3.6
729,61,2015,182,3.6
730,61,2015,182,3.6
731,61,2015,182,3.6
732,61,2015,182,3.6
733,62,2015,185,3.6
734,62,2015,185,3.6
735,62,2015,185,3.6
736,62,2015,185,3.6
737,62,2015,185,3.6
738,62,2015,185,3.6
739,62,2015,185,3.6
740,62,2015,185,3.6
741,62,2015,185,3.6
742,62,2015,185,3.6
743,62,2015,185,3.6
744,62,2015,185,3.6
745,63,2015,188,3.6
746,63,2015,188,3.6
747,63,2015,188,3.6
748,63,2015,188,3.6
749,63,2015,188,3.6
750,63,2015,188,3.6
751,63,2015,188,3.6
752,63,2015,188,3.6
753,63,2015,188,3.6
754,63,2015,188,3.6
755,63,2015,188,3.6
756,63,2015,188,3.6
757,64,2015,191,3.6
758,64,2015,191,3.6
759,64,2015,191,3.6
760,64,2015,191,3.6
761,64,2015,191,3.6
762,64,2015,191,3.6
763,64,2015,191,3.6
764,64,2015,191,3.6
765,64,2015,191,3.6
766,64,2015,191,3.6
767,64,2015,191,3.6
768,64,2015,191,3.6
769,65,2015,194,3.6
770,65,2015,194,3.6
771,65,2015,194,3.6
772,65,2015,194,3.6
773,65,2015,194,3.6
774,65,2015,194,3.6
775,65,2015,194,3.6
776,65,2015,194,3.6
777,65,2015,194,3.6
778,65,2015,194,3.6
779,65,2015,194,3.6
780,65,2015,194,3.6
781,66,2015,197,3.6
782,66,2015,197,3.6
783,66,2015,197,3.6
784,66,2015,197,3.6
785,66,2015,197,3.6
786,66,2015,197,3.6
787,66,2015,197,3.6
788,66,2015,197,3.6
789,66,2015,197,3.6
790,66,2015,197,3.6
791,66,2015,197,3.6
792,66,2015,197,3.6
793,67,2015,200,3.6
794,67,2015,200,3.6
795,67,2015,200,3.6
796,67,2015,200,3.6
797,67,2015,200,3.6
798,67,2015,200,3.6
799,67,2015,200,3.6
800,67,2015,200,3.6
801,67,2015,200,3.6
802,67,2015,200,3.6
803,67,2015,200,3.6
804,67,2015,200,3.6
805,68,2015,203,3.6
806,68,2015,203,3.6
807,68,2015,203,3.6
808,68,2015,203,3.6
809,68,2015,203,3.6
810,68,2015,203,3.6
811,68,2015,203,3.6
812,68,2015,203,3.6
813,68,2015,203,3.6
814,68,2015,203,3.6
815,68,2015,203,3.6
816,68,2015,203,3.6
817,69,2015,206,3.6
818,69,2015,206,3.6
819,69,2015,206,3.6
820,69,2015,206,3.6
821,69,2015,206,3.6
822,69,2015,206,3.6
823,69,2015,206,3.6
824,69,2015,206,3.6
825,69,2015,206,3.6
826,69,2015,206,3.6
827,69,2015,206,3.6
828,69,2015,206,3.6
829,70,2015,209,3.6
830,70,2015,209,3.6
831,70,2015,209,3.6
832,70,2015,209,3.6
833,70,2015,209,3.6
834,70,2015,209,3.6
835,70,2015,209,3.6
836,70,2015,209,3.6
837,70,2015,209,3.6
838,70,2015,209,3.6
839,70,2015,209,3.6
840,70,2015,209,3.6
841,71,2015,212,3.7
842,71,2015,212,3.7
843,71,2015,212,3.7
844,71,2015,212,3.7
845,71,2015,212,3.7
846,71,2015,212,3.7
847,71,2015,212,3.7
848,71,2015,212,3.7
849,71,2015,212,3.7
850,71,2015,212,3.7
851,71,2015,212,3.7
852,71,2015,212,3.7
853,72,2015,215,3.7
854,72,2015,215,3.7
855,72,2015,215,3.7
856,72,2015,215,3.7
857,72,2015,215,3.7
858,72,2015,215,3.7
859,72,2015,215,3.7
860,72,2015,215,3.7
861,72,2015,215,3.7
862,72,2015,215,3.7
863,72,2015,215,3.7
864,72,2015,215,3.7
865,73,2015,218,3.7
866,73,2015,218,3.7
867,73,2015,218,3.7
868,73,2015,218,3.7
869,73,2015,218,3.7
870,73,2015,218,3.7
871,73,2015,218,3.7
872,73,2015,218,3.7
873,73,2015,218,3.7
874,73,2015,218,3.7
875,73,2015,218,3.7
876,73,2015,218,3.7
877,74,2015,221,3.7
878,74,2015,221,3.7
879,74,2015,221,3.7
880,74,2015,221,3.7
881,74,2015,221,3.7
882,74,2015,221,3.7
883,74,2015,221,3.7
884,74,2015,221,3.7
885,74,2015,221,3.7
886,74,2015,221,3.7
887,74,2015,221,3.7
888,74,2015,221,3.7
889,75,2015,224,3.7
890,75,2015,224,3.7
891,75,2015,224,3.7
892,75,2015,224,3.7
893,75,2015,224,3.7
894,75,2015,224,3.7
895,75,2015,224,3.7
896,75,2015,224,3.7
897,75,2015,224,3.7
898,75,2015,224,3.7
899,75,2015,224,3.7
900,75,2015,224,3.7
901,76,2015,227,3.7
902,76,2015,227,3.7
903,76,2015,227,3.7
904,76,2015,227,3.7
905,76,2015,227,3.7
906,76,2015,227,3.7
907,76,2015,227,3.7
908,76,2015,227,3.7
909,76,2015,227,3.7
910,76,2015,227,3.7
911,76,2015,227,3.7
912,76,2015,227,3.7
913,77,2015,230,3.7
914,77,2015,230,3.7
915,77,2015,230,3.7
916,77,2015,230,3.7
917,77,2015,230,3.7
918,77,2015,230,3.7
919,77,2015,230,3.7
920,77,2015,230,3.7
921,77,2015,230,3.7
922,77,2015,230,3.7
923,77,2015,230,3.7
924,77,2015,230,3.7
925,78,2015,233,3.7
926,78,2015,233,3.7
927,78,2015,233,3.7
928,78,2015,233,3.7
929,78,2015,233,3.7
930,78,2015,233,3.7
931,78,2015,233,3.7
932,78,2015,233,3.7
933,78,2015,233,3.7
934,78,2015,233,3.7
935,78,2015,233,3.7
936,78,2015,233,3.7
937,79,2015,236,3.7
938,79,2015,236,3.7
939,79,2015,236,3.7
940,79,2015,236,3.7
941,79,2015,236,3.7
942,79,2015,236,3.7
943,79,2015,236,3.7
944,79,2015,236,3.7
945,79,2015,236,3.7
946,79,2015,236,3.7
947,79,2015,236,3.7
948,79,2015,236,3.7
949,80,2015,239,3.7
950,80,2015,239,3.7
951,80,2015,239,3.7
952,80,2015,239,3.7
953,80,2015,239,3.7
954,80,2015,239,3.7
955,80,2015,239,3.7
956,80,2015,239,3.7
957,80,2015,239,3.7
958,80,2015,239,3.7
959,80,2015,239,3.7
960,80,2015,239,3.7
961,81,2015,242,3.7
962,81,2015,242,3.7
963,81,2015,242,3.7
964,81,2015,242,3.7
965,81,2015,242,3.7
966,81,2015,242,3.7
967,81,2015,242,3.7
968,81,2015,242,3.7
969,81,2015,242,3.7
970,81,2015,242,3.7
971,81,2015,242,3.7
972,81,2015,242,3.7
973,82,2015,245,3.7
974,82,2015,245,3.7
975,82,2015,245,3.7
976,82,2015,245,3.7
977,82,2015,245,3.7
978,82,2015,245,3.7
979,82,2015,245,3.7
980,82,2015,245,3.7
981,82,2015,245,3.7
982,82,2015,245,3.7
983,82,2015,245,3.7
984,82,2015,245,3.7
985,83,2015,248,3.7
986,83,2015,248,3.7
987,83,2015,248,3.7
988,83,2015,248,3.7
989,83,2015,248,3.7
990,83,2015,248,3.7
991,83,2015,248,3.7
992,83,2015,248,3.7
993,83,2015,248,3.7
994,83,2015,248,3.7
995,83,2015,248,3.7
996,83,2015,248,3.7
997,84,2015,251,3.7
998,84,2015,251,3.7
999,84,2015,251,3.7
1000,84,2015,251,3.7
1001,84,2015,251,3.7
1002,84,2015,251,3.7
1003,84,2015,251,3.7
1004,84,2015,251,3.7
1005,84,2015,251,3.7
1006,84,2015,251,3.7
1007,84,2015,251,3.7
1008,84,2015,251,3.7
1009,85,2015,254,3.7
1010,85,2015,254,3.7
1011,85,2015,254,3.7
1012,85,2015,254,3.7
1013,85,2015,254,3.7
1014,85,2015,254,3.7
1015,85,2015,254,3.7
1016,85,2015,254,3.7
1017,85,2015,254,3.7
1018,85,2015,254,3.7
1019,85,2015,254,3.7
1020,85,2015,254,3.7
1021,86,2015,257,3.7
1022,86,2015,257,3.7
1023,86,2015,257,3.7
1024,86,2015,257,3.7
1025,86,2015,257,3.7
1026,86,2015,257,3.7
1027,86,2015,257,3.7
1028,86,2015,257,3.7
1029,86,2015,257,3.7
1030,86,2015,257,3.7
1031,86,2015,257,3.7
1032,86,2015,257,3.7
1033,87,2015,260,3.7
1034,87,2015,260,3.7
1035,87,2015,260,3.7
1036,87,2015,260,3.7
1037,87,2015,260,3.7
1038,87,2015,260,3.7
1039,87,2015,260,3.7
1040,87,2015,260,3.7
1041,87,2015,260,3.7
1042,87,2015,260,3.7
1043,87,2015,260,3.7
1044,87,2015,260,3.7
1045,88,2015,263,3.7
1046,88,2015,263,3.7
1047,88,2015,263,3.7
1048,88,2015,263,3.7
1049,88,2015,263,3.7
1050,88,2015,263,3.7
1051,88,2015,263,3.7
1052,88,2015,263,3.7
1053,88,2015,263,3.7
1054,88,2015,263,3.7
1055,88,2015,263,3.7
1056,88,2015,263,3.7
1057,89,2015,266,3.7
1058,89,2015,266,3.7
1059,89,2015,266,3.7
1060,89,2015,266,3.7
1061,89,2015,266,3.7
1062,89,2015,266,3.7
1063,89,2015,266,3.7
1064,89,2015,266,3.7
1065,89,2015,266,3.7
