threeday_yrmo,threeday_yr,year,dayofyear,uPARxMixing
295,25,2003,74,364.023
296,25,2003,74,364.023
297,25,2003,74,364.023
298,25,2003,74,364.023
299,25,2003,74,364.023
300,25,2003,74,364.023
301,26,2003,77,470.245
302,26,2003,77,470.245
303,26,2003,77,470.245
304,26,2003,77,470.245
305,26,2003,77,470.245
306,26,2003,77,470.245
307,26,2003,77,470.245
308,26,2003,77,470.245
309,26,2003,77,470.245
310,26,2003,77,470.245
311,26,2003,77,470.245
312,26,2003,77,470.245
313,27,2003,80,335.368
314,27,2003,80,335.368
315,27,2003,80,335.368
316,27,2003,80,335.368
317,27,2003,80,335.368
318,27,2003,80,335.368
319,27,2003,80,335.368
320,27,2003,80,335.368
321,27,2003,80,335.368
322,27,2003,80,335.368
323,27,2003,80,335.368
324,27,2003,80,335.368
325,28,2003,83,622.933
326,28,2003,83,622.933
327,28,2003,83,622.933
328,28,2003,83,622.933
329,28,2003,83,622.933
330,28,2003,83,622.933
331,28,2003,83,622.933
332,28,2003,83,622.933
333,28,2003,83,622.933
334,28,2003,83,622.933
335,28,2003,83,622.933
336,28,2003,83,622.933
337,29,2003,86,539.57
338,29,2003,86,539.57
339,29,2003,86,539.57
340,29,2003,86,539.57
341,29,2003,86,539.57
342,29,2003,86,539.57
343,29,2003,86,539.57
344,29,2003,86,539.57
345,29,2003,86,539.57
346,29,2003,86,539.57
347,29,2003,86,539.57
348,29,2003,86,539.57
349,30,2003,89,276.771
350,30,2003,89,276.771
351,30,2003,89,276.771
352,30,2003,89,276.771
353,30,2003,89,276.771
354,30,2003,89,276.771
355,30,2003,89,276.771
356,30,2003,89,276.771
357,30,2003,89,276.771
358,30,2003,89,276.771
359,30,2003,89,276.771
360,30,2003,89,276.771
361,31,2003,92,542.814
362,31,2003,92,542.814
363,31,2003,92,542.814
364,31,2003,92,542.814
365,31,2003,92,542.814
366,31,2003,92,542.814
367,31,2003,92,542.814
368,31,2003,92,542.814
369,31,2003,92,542.814
370,31,2003,92,542.814
371,31,2003,92,542.814
372,31,2003,92,542.814
373,32,2003,95,490.507
374,32,2003,95,490.507
375,32,2003,95,490.507
376,32,2003,95,490.507
377,32,2003,95,490.507
378,32,2003,95,490.507
379,32,2003,95,490.507
380,32,2003,95,490.507
381,32,2003,95,490.507
382,32,2003,95,490.507
383,32,2003,95,490.507
384,32,2003,95,490.507
385,33,2003,98,267.874
386,33,2003,98,267.874
387,33,2003,98,267.874
388,33,2003,98,267.874
389,33,2003,98,267.874
390,33,2003,98,267.874
391,33,2003,98,267.874
392,33,2003,98,267.874
393,33,2003,98,267.874
394,33,2003,98,267.874
395,33,2003,98,267.874
396,33,2003,98,267.874
397,34,2003,101,451.587
398,34,2003,101,451.587
399,34,2003,101,451.587
400,34,2003,101,451.587
401,34,2003,101,451.587
402,34,2003,101,451.587
403,34,2003,101,451.587
404,34,2003,101,451.587
405,34,2003,101,451.587
406,34,2003,101,451.587
407,34,2003,101,451.587
408,34,2003,101,451.587
409,35,2003,104,402.991
410,35,2003,104,402.991
411,35,2003,104,402.991
412,35,2003,104,402.991
413,35,2003,104,402.991
414,35,2003,104,402.991
415,35,2003,104,402.991
416,35,2003,104,402.991
417,35,2003,104,402.991
418,35,2003,104,402.991
419,35,2003,104,402.991
420,35,2003,104,402.991
421,36,2003,107,462.332
422,36,2003,107,462.332
423,36,2003,107,462.332
424,36,2003,107,462.332
425,36,2003,107,462.332
426,36,2003,107,462.332
427,36,2003,107,462.332
428,36,2003,107,462.332
429,36,2003,107,462.332
430,36,2003,107,462.332
431,36,2003,107,462.332
432,36,2003,107,462.332
433,37,2003,110,410.138
434,37,2003,110,410.138
435,37,2003,110,410.138
436,37,2003,110,410.138
437,37,2003,110,410.138
438,37,2003,110,410.138
439,37,2003,110,410.138
440,37,2003,110,410.138
441,37,2003,110,410.138
442,37,2003,110,410.138
443,37,2003,110,410.138
444,37,2003,110,410.138
445,38,2003,113,549.054
446,38,2003,113,549.054
447,38,2003,113,549.054
448,38,2003,113,549.054
449,38,2003,113,549.054
450,38,2003,113,549.054
451,38,2003,113,549.054
452,38,2003,113,549.054
453,38,2003,113,549.054
454,38,2003,113,549.054
455,38,2003,113,549.054
456,38,2003,113,549.054
457,39,2003,116,695.585
458,39,2003,116,695.585
459,39,2003,116,695.585
460,39,2003,116,695.585
461,39,2003,116,695.585
462,39,2003,116,695.585
463,39,2003,116,695.585
464,39,2003,116,695.585
465,39,2003,116,695.585
466,39,2003,116,695.585
467,39,2003,116,695.585
468,39,2003,116,695.585
469,40,2003,119,716.114
470,40,2003,119,716.114
471,40,2003,119,716.114
472,40,2003,119,716.114
473,40,2003,119,716.114
474,40,2003,119,716.114
475,40,2003,119,716.114
476,40,2003,119,716.114
477,40,2003,119,716.114
478,40,2003,119,716.114
479,40,2003,119,716.114
480,40,2003,119,716.114
481,41,2003,122,772.262
482,41,2003,122,772.262
483,41,2003,122,772.262
484,41,2003,122,772.262
485,41,2003,122,772.262
486,41,2003,122,772.262
487,41,2003,122,772.262
488,41,2003,122,772.262
489,41,2003,122,772.262
490,41,2003,122,772.262
491,41,2003,122,772.262
492,41,2003,122,772.262
493,42,2003,125,518.197
494,42,2003,125,518.197
495,42,2003,125,518.197
496,42,2003,125,518.197
497,42,2003,125,518.197
498,42,2003,125,518.197
499,42,2003,125,518.197
500,42,2003,125,518.197
501,42,2003,125,518.197
502,42,2003,125,518.197
503,42,2003,125,518.197
504,42,2003,125,518.197
505,43,2003,128,652.253
506,43,2003,128,652.253
507,43,2003,128,652.253
508,43,2003,128,652.253
509,43,2003,128,652.253
510,43,2003,128,652.253
511,43,2003,128,652.253
512,43,2003,128,652.253
513,43,2003,128,652.253
514,43,2003,128,652.253
515,43,2003,128,652.253
516,43,2003,128,652.253
517,44,2003,131,749.025
518,44,2003,131,749.025
519,44,2003,131,749.025
520,44,2003,131,749.025
521,44,2003,131,749.025
522,44,2003,131,749.025
523,44,2003,131,749.025
524,44,2003,131,749.025
525,44,2003,131,749.025
526,44,2003,131,749.025
527,44,2003,131,749.025
528,44,2003,131,749.025
529,45,2003,134,563.654
530,45,2003,134,563.654
531,45,2003,134,563.654
532,45,2003,134,563.654
533,45,2003,134,563.654
534,45,2003,134,563.654
535,45,2003,134,563.654
536,45,2003,134,563.654
537,45,2003,134,563.654
538,45,2003,134,563.654
539,45,2003,134,563.654
540,45,2003,134,563.654
541,46,2003,137,737.265
542,46,2003,137,737.265
543,46,2003,137,737.265
544,46,2003,137,737.265
545,46,2003,137,737.265
546,46,2003,137,737.265
547,46,2003,137,737.265
548,46,2003,137,737.265
549,46,2003,137,737.265
550,46,2003,137,737.265
551,46,2003,137,737.265
552,46,2003,137,737.265
553,47,2003,140,518.208
554,47,2003,140,518.208
555,47,2003,140,518.208
556,47,2003,140,518.208
557,47,2003,140,518.208
558,47,2003,140,518.208
559,47,2003,140,518.208
560,47,2003,140,518.208
561,47,2003,140,518.208
562,47,2003,140,518.208
563,47,2003,140,518.208
564,47,2003,140,518.208
565,48,2003,143,297.742
566,48,2003,143,297.742
567,48,2003,143,297.742
568,48,2003,143,297.742
569,48,2003,143,297.742
570,48,2003,143,297.742
571,48,2003,143,297.742
572,48,2003,143,297.742
573,48,2003,143,297.742
574,48,2003,143,297.742
575,48,2003,143,297.742
576,48,2003,143,297.742
577,49,2003,146,622.737
578,49,2003,146,622.737
579,49,2003,146,622.737
580,49,2003,146,622.737
581,49,2003,146,622.737
582,49,2003,146,622.737
583,49,2003,146,622.737
584,49,2003,146,622.737
585,49,2003,146,622.737
586,49,2003,146,622.737
587,49,2003,146,622.737
588,49,2003,146,622.737
589,50,2003,149,629.765
590,50,2003,149,629.765
591,50,2003,149,629.765
592,50,2003,149,629.765
593,50,2003,149,629.765
594,50,2003,149,629.765
595,50,2003,149,629.765
596,50,2003,149,629.765
597,50,2003,149,629.765
598,50,2003,149,629.765
599,50,2003,149,629.765
600,50,2003,149,629.765
601,51,2003,152,569.847
602,51,2003,152,569.847
603,51,2003,152,569.847
604,51,2003,152,569.847
605,51,2003,152,569.847
606,51,2003,152,569.847
607,51,2003,152,569.847
608,51,2003,152,569.847
609,51,2003,152,569.847
610,51,2003,152,569.847
611,51,2003,152,569.847
612,51,2003,152,569.847
613,52,2003,155,819.604
614,52,2003,155,819.604
615,52,2003,155,819.604
616,52,2003,155,819.604
617,52,2003,155,819.604
618,52,2003,155,819.604
619,52,2003,155,819.604
620,52,2003,155,819.604
621,52,2003,155,819.604
622,52,2003,155,819.604
623,52,2003,155,819.604
624,52,2003,155,819.604
625,53,2003,158,720.93
626,53,2003,158,720.93
627,53,2003,158,720.93
628,53,2003,158,720.93
629,53,2003,158,720.93
630,53,2003,158,720.93
631,53,2003,158,720.93
632,53,2003,158,720.93
633,53,2003,158,720.93
634,53,2003,158,720.93
635,53,2003,158,720.93
636,53,2003,158,720.93
637,54,2003,161,653.899
638,54,2003,161,653.899
639,54,2003,161,653.899
640,54,2003,161,653.899
641,54,2003,161,653.899
642,54,2003,161,653.899
643,54,2003,161,653.899
644,54,2003,161,653.899
645,54,2003,161,653.899
646,54,2003,161,653.899
647,54,2003,161,653.899
648,54,2003,161,653.899
649,55,2003,164,497.195
650,55,2003,164,497.195
651,55,2003,164,497.195
652,55,2003,164,497.195
653,55,2003,164,497.195
654,55,2003,164,497.195
655,55,2003,164,497.195
656,55,2003,164,497.195
657,55,2003,164,497.195
658,55,2003,164,497.195
659,55,2003,164,497.195
660,55,2003,164,497.195
661,56,2003,167,876.138
662,56,2003,167,876.138
663,56,2003,167,876.138
664,56,2003,167,876.138
665,56,2003,167,876.138
666,56,2003,167,876.138
667,56,2003,167,876.138
668,56,2003,167,876.138
669,56,2003,167,876.138
670,56,2003,167,876.138
671,56,2003,167,876.138
672,56,2003,167,876.138
673,57,2003,170,717.822
674,57,2003,170,717.822
675,57,2003,170,717.822
676,57,2003,170,717.822
677,57,2003,170,717.822
678,57,2003,170,717.822
679,57,2003,170,717.822
680,57,2003,170,717.822
681,57,2003,170,717.822
682,57,2003,170,717.822
683,57,2003,170,717.822
684,57,2003,170,717.822
685,58,2003,173,557.824
686,58,2003,173,557.824
687,58,2003,173,557.824
688,58,2003,173,557.824
689,58,2003,173,557.824
690,58,2003,173,557.824
691,58,2003,173,557.824
692,58,2003,173,557.824
693,58,2003,173,557.824
694,58,2003,173,557.824
695,58,2003,173,557.824
696,58,2003,173,557.824
697,59,2003,176,685.693
698,59,2003,176,685.693
699,59,2003,176,685.693
700,59,2003,176,685.693
701,59,2003,176,685.693
702,59,2003,176,685.693
703,59,2003,176,685.693
704,59,2003,176,685.693
705,59,2003,176,685.693
706,59,2003,176,685.693
707,59,2003,176,685.693
708,59,2003,176,685.693
709,60,2003,179,704.468
710,60,2003,179,704.468
711,60,2003,179,704.468
712,60,2003,179,704.468
713,60,2003,179,704.468
714,60,2003,179,704.468
715,60,2003,179,704.468
716,60,2003,179,704.468
717,60,2003,179,704.468
718,60,2003,179,704.468
719,60,2003,179,704.468
720,60,2003,179,704.468
721,61,2003,182,543.929
722,61,2003,182,543.929
723,61,2003,182,543.929
724,61,2003,182,543.929
725,61,2003,182,543.929
726,61,2003,182,543.929
727,61,2003,182,543.929
728,61,2003,182,543.929
729,61,2003,182,543.929
730,61,2003,182,543.929
731,61,2003,182,543.929
732,61,2003,182,543.929
733,62,2003,185,697.073
734,62,2003,185,697.073
735,62,2003,185,697.073
736,62,2003,185,697.073
737,62,2003,185,697.073
738,62,2003,185,697.073
739,62,2003,185,697.073
740,62,2003,185,697.073
741,62,2003,185,697.073
742,62,2003,185,697.073
743,62,2003,185,697.073
744,62,2003,185,697.073
745,63,2003,188,699.025
746,63,2003,188,699.025
747,63,2003,188,699.025
748,63,2003,188,699.025
749,63,2003,188,699.025
750,63,2003,188,699.025
751,63,2003,188,699.025
752,63,2003,188,699.025
753,63,2003,188,699.025
754,63,2003,188,699.025
755,63,2003,188,699.025
756,63,2003,188,699.025
757,64,2003,191,673.551
758,64,2003,191,673.551
759,64,2003,191,673.551
760,64,2003,191,673.551
761,64,2003,191,673.551
762,64,2003,191,673.551
763,64,2003,191,673.551
764,64,2003,191,673.551
765,64,2003,191,673.551
766,64,2003,191,673.551
767,64,2003,191,673.551
768,64,2003,191,673.551
769,65,2003,194,639.541
770,65,2003,194,639.541
771,65,2003,194,639.541
772,65,2003,194,639.541
773,65,2003,194,639.541
774,65,2003,194,639.541
775,65,2003,194,639.541
776,65,2003,194,639.541
777,65,2003,194,639.541
778,65,2003,194,639.541
779,65,2003,194,639.541
780,65,2003,194,639.541
781,66,2003,197,650.822
782,66,2003,197,650.822
783,66,2003,197,650.822
784,66,2003,197,650.822
785,66,2003,197,650.822
786,66,2003,197,650.822
787,66,2003,197,650.822
788,66,2003,197,650.822
789,66,2003,197,650.822
790,66,2003,197,650.822
791,66,2003,197,650.822
792,66,2003,197,650.822
793,67,2003,200,591.707
794,67,2003,200,591.707
795,67,2003,200,591.707
796,67,2003,200,591.707
797,67,2003,200,591.707
798,67,2003,200,591.707
799,67,2003,200,591.707
800,67,2003,200,591.707
801,67,2003,200,591.707
802,67,2003,200,591.707
803,67,2003,200,591.707
804,67,2003,200,591.707
805,68,2003,203,622.473
806,68,2003,203,622.473
807,68,2003,203,622.473
808,68,2003,203,622.473
809,68,2003,203,622.473
810,68,2003,203,622.473
811,68,2003,203,622.473
812,68,2003,203,622.473
813,68,2003,203,622.473
814,68,2003,203,622.473
815,68,2003,203,622.473
816,68,2003,203,622.473
817,69,2003,206,511.153
818,69,2003,206,511.153
819,69,2003,206,511.153
820,69,2003,206,511.153
821,69,2003,206,511.153
822,69,2003,206,511.153
823,69,2003,206,511.153
824,69,2003,206,511.153
825,69,2003,206,511.153
826,69,2003,206,511.153
827,69,2003,206,511.153
828,69,2003,206,511.153
829,70,2003,209,584.993
830,70,2003,209,584.993
831,70,2003,209,584.993
832,70,2003,209,584.993
833,70,2003,209,584.993
834,70,2003,209,584.993
835,70,2003,209,584.993
836,70,2003,209,584.993
837,70,2003,209,584.993
838,70,2003,209,584.993
839,70,2003,209,584.993
840,70,2003,209,584.993
841,71,2003,212,700.46
842,71,2003,212,700.46
843,71,2003,212,700.46
844,71,2003,212,700.46
845,71,2003,212,700.46
846,71,2003,212,700.46
847,71,2003,212,700.46
848,71,2003,212,700.46
849,71,2003,212,700.46
850,71,2003,212,700.46
851,71,2003,212,700.46
852,71,2003,212,700.46
853,72,2003,215,652.329
854,72,2003,215,652.329
855,72,2003,215,652.329
856,72,2003,215,652.329
857,72,2003,215,652.329
858,72,2003,215,652.329
859,72,2003,215,652.329
860,72,2003,215,652.329
861,72,2003,215,652.329
862,72,2003,215,652.329
863,72,2003,215,652.329
864,72,2003,215,652.329
865,73,2003,218,669.374
866,73,2003,218,669.374
867,73,2003,218,669.374
868,73,2003,218,669.374
869,73,2003,218,669.374
870,73,2003,218,669.374
871,73,2003,218,669.374
872,73,2003,218,669.374
873,73,2003,218,669.374
874,73,2003,218,669.374
875,73,2003,218,669.374
876,73,2003,218,669.374
877,74,2003,221,560.036
878,74,2003,221,560.036
879,74,2003,221,560.036
880,74,2003,221,560.036
881,74,2003,221,560.036
882,74,2003,221,560.036
883,74,2003,221,560.036
884,74,2003,221,560.036
885,74,2003,221,560.036
886,74,2003,221,560.036
887,74,2003,221,560.036
888,74,2003,221,560.036
889,75,2003,224,700.136
890,75,2003,224,700.136
891,75,2003,224,700.136
892,75,2003,224,700.136
893,75,2003,224,700.136
894,75,2003,224,700.136
895,75,2003,224,700.136
896,75,2003,224,700.136
897,75,2003,224,700.136
898,75,2003,224,700.136
899,75,2003,224,700.136
900,75,2003,224,700.136
901,76,2003,227,685.573
902,76,2003,227,685.573
903,76,2003,227,685.573
904,76,2003,227,685.573
905,76,2003,227,685.573
906,76,2003,227,685.573
907,76,2003,227,685.573
908,76,2003,227,685.573
909,76,2003,227,685.573
910,76,2003,227,685.573
911,76,2003,227,685.573
912,76,2003,227,685.573
913,77,2003,230,599.614
914,77,2003,230,599.614
915,77,2003,230,599.614
916,77,2003,230,599.614
917,77,2003,230,599.614
918,77,2003,230,599.614
919,77,2003,230,599.614
920,77,2003,230,599.614
921,77,2003,230,599.614
922,77,2003,230,599.614
923,77,2003,230,599.614
924,77,2003,230,599.614
925,78,2003,233,552.054
926,78,2003,233,552.054
927,78,2003,233,552.054
928,78,2003,233,552.054
929,78,2003,233,552.054
930,78,2003,233,552.054
931,78,2003,233,552.054
932,78,2003,233,552.054
933,78,2003,233,552.054
934,78,2003,233,552.054
935,78,2003,233,552.054
936,78,2003,233,552.054
937,79,2003,236,470.719
938,79,2003,236,470.719
939,79,2003,236,470.719
940,79,2003,236,470.719
941,79,2003,236,470.719
942,79,2003,236,470.719
943,79,2003,236,470.719
944,79,2003,236,470.719
945,79,2003,236,470.719
946,79,2003,236,470.719
947,79,2003,236,470.719
948,79,2003,236,470.719
949,80,2003,239,491.055
950,80,2003,239,491.055
951,80,2003,239,491.055
952,80,2003,239,491.055
953,80,2003,239,491.055
954,80,2003,239,491.055
955,80,2003,239,491.055
956,80,2003,239,491.055
957,80,2003,239,491.055
958,80,2003,239,491.055
959,80,2003,239,491.055
960,80,2003,239,491.055
961,81,2003,242,670.05
962,81,2003,242,670.05
963,81,2003,242,670.05
964,81,2003,242,670.05
965,81,2003,242,670.05
966,81,2003,242,670.05
967,81,2003,242,670.05
968,81,2003,242,670.05
969,81,2003,242,670.05
970,81,2003,242,670.05
971,81,2003,242,670.05
972,81,2003,242,670.05
973,82,2003,245,661.162
974,82,2003,245,661.162
975,82,2003,245,661.162
976,82,2003,245,661.162
977,82,2003,245,661.162
978,82,2003,245,661.162
979,82,2003,245,661.162
980,82,2003,245,661.162
981,82,2003,245,661.162
982,82,2003,245,661.162
983,82,2003,245,661.162
984,82,2003,245,661.162
985,83,2003,248,555.431
986,83,2003,248,555.431
987,83,2003,248,555.431
988,83,2003,248,555.431
989,83,2003,248,555.431
990,83,2003,248,555.431
991,83,2003,248,555.431
992,83,2003,248,555.431
993,83,2003,248,555.431
994,83,2003,248,555.431
995,83,2003,248,555.431
996,83,2003,248,555.431
997,84,2003,251,473.65
998,84,2003,251,473.65
999,84,2003,251,473.65
1000,84,2003,251,473.65
1001,84,2003,251,473.65
1002,84,2003,251,473.65
1003,84,2003,251,473.65
1004,84,2003,251,473.65
1005,84,2003,251,473.65
1006,84,2003,251,473.65
1007,84,2003,251,473.65
1008,84,2003,251,473.65
1009,85,2003,254,312.706
1010,85,2003,254,312.706
1011,85,2003,254,312.706
1012,85,2003,254,312.706
1013,85,2003,254,312.706
1014,85,2003,254,312.706
1015,85,2003,254,312.706
1016,85,2003,254,312.706
1017,85,2003,254,312.706
1018,85,2003,254,312.706
1019,85,2003,254,312.706
1020,85,2003,254,312.706
1021,86,2003,257,537.279
1022,86,2003,257,537.279
1023,86,2003,257,537.279
1024,86,2003,257,537.279
1025,86,2003,257,537.279
1026,86,2003,257,537.279
1027,86,2003,257,537.279
1028,86,2003,257,537.279
1029,86,2003,257,537.279
1030,86,2003,257,537.279
1031,86,2003,257,537.279
1032,86,2003,257,537.279
1033,87,2003,260,396.105
1034,87,2003,260,396.105
1035,87,2003,260,396.105
1036,87,2003,260,396.105
1037,87,2003,260,396.105
1038,87,2003,260,396.105
1039,87,2003,260,396.105
1040,87,2003,260,396.105
1041,87,2003,260,396.105
1042,87,2003,260,396.105
1043,87,2003,260,396.105
1044,87,2003,260,396.105
1045,88,2003,263,463.01
1046,88,2003,263,463.01
1047,88,2003,263,463.01
1048,88,2003,263,463.01
1049,88,2003,263,463.01
1050,88,2003,263,463.01
1051,88,2003,263,463.01
1052,88,2003,263,463.01
1053,88,2003,263,463.01
1054,88,2003,263,463.01
1055,88,2003,263,463.01
1056,88,2003,263,463.01
1057,89,2003,266,465.944
1058,89,2003,266,465.944
1059,89,2003,266,465.944
1060,89,2003,266,465.944
1061,89,2003,266,465.944
1062,89,2003,266,465.944
1063,89,2003,266,465.944
1064,89,2003,266,465.944
1065,89,2003,266,465.944
1066,89,2003,266,465.944
